name	registration_no
NAN BROTHERS COMPANY	PV00261913
NAN YANG FABRIC CO.	NF503
NANADDAN WIND ENERGY	PV96039
NANAIMO TRADING	PV95336
NANAKIRULA	PV00268968
NANAKIRULA EDUCATION GROUP	PV00273775
NANALAKA	PV68492
NANAMI TRADING	PV00261701
NANASKA	PV00233086
NANATHRANA	PV100309
NANAYAKKARA CONSTRUCTION AND INTERNATIONAL	PV94429
NANAYAKKARA ENTERPRISES	PV4057
NANAYAKKARA HOLDINGS	PV00257617
NANAYAKKARA MANAGEMENT SERVICES	PV8372
NANAYAKKARA MOTORS	
NANAYAKKARA SHOES	PV00235493
NANAYAKKARA TRADERS	PV20683
NANAYAKKARA WOOD INTERNATIONAL	PV61975
NANCHI UVA	PV00257685
NANCY FARMS AND MEAT PRODUCTS	PV126170
NANDA AUTO SPARES 	PV82820
NANDA COURT RESIDENCIES	PV00220561
NANDA INVESTMENTS	PB263
NANDA MOTOR CENTRE	PV60364
NANDA MOTORS	PV19289
NANDA PHARMACY	PV19798
NANDA TRADING HOUSE	PV82819
NANDA WICKRAMASINGHE HOTELS AND LEISURE MANAGEMENT	PV00205315
NANDANA  SUPPLY  &  LOGISTIC	PV00218196
NANDANA AUTO PRODUCTS COMPANY	PV19843
NANDANA CIVIL ENGINEERING AND CONSTRUCTIONS	PV79566
NANDANA ELECTRICALS	PV00251911
NANDANA ENTERPRISES RECRUITMENT AGENCY	
NANDANA FOOD PRODUCTS	PV00251372
NANDANA HEMASIRI GROUP	PV66109
NANDANA LANKA BAKERS	PV109545
NANDANA MOTORS	PV12102
NANDANA MOTORS KANDY	PV00250728
NANDANA PLASTIC	PV66171
NANDANA SAW MILLS & SERVICES	PV64038
NANDANA STEEL DISTRIBUTORS	PV00243606
NANDANA TEA FACTORY	PV10525
NANDANA TRADING & CONSTRUCTION	PV00232852
NANDANA TRADING	PV00201978
NANDANA WIJAYA FOOD AND REST	PV12517
NANDANIE LANKA PRODUCE EXPORTS	PV9461
NANDAR ESTATES	F202
NANDASIRI BAKERS	PV00278551
NANDASIRI HARDWARE	PV11641
NANDEEN LANKA COMPANY	PV00282841
NANDHA TRAC MOTORS	PV5943
NANDIKA ENGINEERS	PV98957
NANDISHA	
NANDIYON HOLDINGS	PV00244385
NANDO''S RESTAURANT	PV103815
NANDO`S LANKA	PV7051
NANDRI FOUNDATON	GA2972
NANEKMA	PV71082
NANGI ENTERPRISES	PV00208955
NANI BHAI INTERNATIONAL	PV00209817
NANIK CONSTRUCTIONS	PV00212038
NANIK HIGHER EDUCATION	PV00228835
NANILA PUBLICATION 	PV15516
NANILCO INTERNATNIONAL	PV64632
NANIYORI	PV00268183
NANJ IMPORTS & EXPORTS	PV122524
NANJING HUAMAI LANKA	PV106576
NANJING HUAMAI TECHNOLOGY	PV104305
NANJIS (CEYLON )	PV10928
NANKING AIR CONDITIONING COMPANY	PV68590
NANKING STORE  [N(PVS) 7992]	PV4547
NANNCY	PV82152
NANO ACTIVE INNOVATIVE MATERIALS	PV00209337
NANO ADHESIVES	PV61329
NANO CREATIONS	PV76365
NANO ELECTRICAL	PV2371
NANO ENTERPRISES	PV00292058
NANO GREEN ENGINEERING	PV77380
NANO LABS	PV00258463
NANO LINE	PV15132
NANO MOBILES	PV103107
NANO TECH ADVERTISING	PV126567
NANO TEL LANKA	PV00210436
NANO TRADING	PV118144
NANO VISION ANURADHAPURA	PV00232742
NANO WAVE	PV65754
NANOBI FINANCE AND REAL ESTATES	PV81046
NANOBOTZ I T SOLUTIONS	PV107373
NANOCARE	PV00223326
NANOCHEM TECHNOLOGIES	PV00249075
NANOFOLD LANKAA	
NANOGATE	PV00211673
NANOGUARD TRADING	PV00251321
NANOMEC ENERGY SOLUTIONS	PV125387
NANOMEDIX	PV00226272
NANOMEK INTERNATIONALS	PV00201698
NANORA GRAPHENE	PV00277917
NANORA INTERNATIONAL	PV64306
NANORA INTERNATIONAL SERVICES	PV99187
NANOSOFT	PV00264912
NANOSOFT 4HUB	PV00279841
NANOSOFT GLOBAL	PV00201599
NANOSOFT LANKA	PV00269222
NANOSOFT SOLUTIONS	PV81601
NANOTEK COMPUTER SOLUTIONS	PV00287153
NANOVICS	PV114895
NANOVISION	PV92258
NANTHA SHIVA HOLDING	PV00248174
NANTHAN CONSTRUCTION	PV122035
NANUOYA PLANTATIONS	PV00288197
