name	registration_no
OUR ALANKA HANDLOOMS	PV121278
OUR DAILY BREAD MINISTRIES	GA101
OUR FAMILY	PV00278560
OUR FARMERS	PV00253569
OUR FUTURE FOUNDATION	GA2672
OUR GYM	
OUR KINGDOM	PV00211394
OUR LADY OF LOURDES POULTRY BREEDING FARM	PV14351
OUR LANKA FOUNDATION	GA00278384
OUR MOVEMENT OF LANKA	GA2308
OUR PATH STUDIOS	PV128891
OUR REALESTATE	PV00253337
OUR SOUQ	PV00274026
OUR X SOLUTIONS	PV00222296
OURA INTERNATIONAL	PV108074
OURA VASTHU HOMES	PV00243787
OURCEYLON INTERNATIONAL	PV129349
OUROWN INTERNATIONAL	PV11758
OURWAY HOTELS	PV69835
