name	registration_no
ROTA SUNSHINE PRODUCT	PV00201781
ROTADA	PV00294412
ROTAFRAME TECHNOLOGY	PV00296173
ROTANIA INVESTMENTS	PV00210720
ROTARA LANDS HOUSES	PV89707
ROTARY EDUCATION CENTRE	PV00226392
ROTARY INSTITUTE OF GRADUATE STUDIES	PV88457
ROTARY INTERNATIONAL SCHOOL OF HIGHER STUDIES	PV17593
ROTARY KANDY COMMUNITY DEVELOPMENT FOUNDATION	PV3735
ROTASU LANKA	PV00237536
ROTAWEWA TRADING	PV00239866
ROTEC AUTOMATION	PV93420
ROTEK HOLDINGS	PV126436
ROTEL CONSTRUCTIONS	PV7134
ROTELCO	PV62162
ROTEN ENGINEERING	PV127189
ROTEX KNITTING INDUSTRIES	PV5061
ROTEX MULTIPARKING	PV100086
ROTEX SCIENTIFIC EQUIPMENTS	PV101541
ROTH AND JAVI CONSULTANTS	PV8133
ROTHERHAM LONDON COLLEGE OF EDUCATION	PV00232205
ROTHES FEEDS	PV109527
ROTHFA	PV00289600
ROTHFA CAFE	
ROTHSBURRY	PV00297884
ROTIDELI	PV11354
ROTIM INVESTMENT HOLDINGS	PV108022
ROTO MAXCESS	PV00233551
ROTON  INTERNATIONAL	PV00218595
ROTON VENDER FREIGHTING	PB1297
ROTOPACK LANKA	PV00206233
ROTOPACK SEAFOOD	PV00204798
ROTTON HOTELS	PV20697
ROTUMBA TEA FACTORY	PV12440
ROTUNDA AGENCIES	PV111197
ROTUNDA HOMES	PV90924
ROTUNDA ORGANIC FERTILIZER	PV102626
ROTUNDA PROPERTY DEVELOPMENTS	PB293
ROTY HUB	PV00245294
