name	registration_no
ROH & O CEYLON	PV00232291
ROHAKA	PV64168
ROHAN & SONS	PV92603
ROHAN ALUWIHARE & DIVAKARAN PROPERTY GROUP	PV00256202
ROHAN ENGINEERING	PV118129
ROHAN ENTERPRISES	PV00281119
ROHAN FANCY MART	PV00269263
ROHAN HOLDINGS	PV78290
ROHAN IMPEX	PV95984
ROHAN MARINE SERVICE	PV00272353
ROHAN NAWARATHNE AND SONS	PV00254112
ROHAN RODRIGO	PV3131
ROHAN RODRIGO CONSTRUCTION COMPANY	PV21792
ROHAN RODRIGO REFRIGARARION & AIR CONDITIONING COMPANY	PV1853
ROHAN STUDIO & DIGITAL COLOUR LAB	PV90903
ROHAN TRADING COMPANY	PV78654
ROHANA BATTERY MART	PV66876
ROHANA CONSTRUCTION	PV00242475
ROHANA CREDIT	PV90863
ROHANA CURTAIN	PV00205830
ROHANA EASTERN DAIRIES	PV72222
ROHANA ENGINEERS & AMECO ROOFING	PV120829
ROHANA ENTERPRISES KURUNEGALA	PV63006
ROHANA HARDWARE	PV102142
ROHANA HELA WEDA MEDURA	PV72151
ROHANA INTERNATIONAL TRADINGS	PV69925
ROHANA INVESTMENT	PV128348
ROHANA METAL ENGINEERING	PV00291900
ROHANA PRIME LOOK	PV00223034
ROHANA RASAYANAGARAYA	PV22301
ROHANA RICE MILLS	PV00291339
ROHANA SAW MILLS AND TIMBER STORES	PV14862
ROHANA SHORING AND PILING	PV108161
ROHANA WINE STORES	PV16974
ROHANSA INTERNATIONAL	PV1076
ROHI CEYLON	PV00281096
"ROHINI "" SPEAK UP"" ENGLISH ACADEMY"	PV125818
ROHINI DEVELOPMENTS	PV00215705
ROHINI ELECTROPLATERS	PV15937
ROHINI FUNERAL DIRECTORS	PV2797
ROHINI MARKETING SERVICES	PV65161
ROHINI TRADERS AND DISTRIBUTORS	PV18085
"ROHINI \"" SPEAK UP\"" ENGLISH ACADEMY"	PV125818
ROHIS TRIMMING	PV00298624
ROHITHA ENTERPRISES	PV00200547
ROHITHA GEMS	PV4768
ROHITHA INVESTMENT AND PROPERTY	PV117899
ROHITHA UDAWATTE	PV12955
ROHITHA WIJEWARDHANA CREATIONS	PV11107
ROHTO - MENTHOLATUM LANKA	PV114157
