name	registration_no
ROCCINA	PV112254
ROCCOOL	PV84254
ROCCOS	PV00212101
ROCCOS ON WHEELS	PV00268834
ROCELL PROPERTIES	PB4989
ROCEYLON HERBS	PV00233934
ROCH INTERNATIONAL	PV103701
ROCHA SOURCING	PV00257931
ROCHE ENGINEERING	PV6005
ROCHE ENGINEERING LANKA	PV9019
ROCHE PRODUCTS COLOMBO	PV88682
ROCHE PROJECTS	PV6006
ROCHE SEA  FOODS	PV00244960
ROCHELL NOVAK	PV107756
ROCHELLE  TISSERA	PV00257117
ROCHELLE HOMES AND BUILDINGS CONSTRUCTIOS	PV100061
ROCHELLES HOLDINGS	PV127576
ROCHESTER EVENTS AND MEDIA	PV123679
ROCHFORD GROUP OF COMPANIES	PV00241012
ROCHIRA BOOK PUBLISHERS	PV108210
ROCK & WOOD HOTEL MANAGEMENT	PV00205849
ROCK AND KICK	PV00275863
ROCK ARCH	PV121004
ROCK AUDIO	PV00252755
ROCK CONSTRUCTIONS	PV106389
ROCK DIGIT	PV00208478
ROCK EAGLE	PV122453
ROCK FOUNDATION	PV72436
ROCK HILL FARMS	PV00288284
ROCK HILL RESORT	PV00211178
ROCK HOUSE HOLIDAY RESORT	
ROCK HOUSE TRAVELS & TOURS	PV00248027
ROCK HOUSE YATAGALA	PV68144
ROCK LANKA TOURS	PV00221041
ROCK MEDIA SOLUTION	PV00281591
ROCK MICRO CREDIT	PV108898
ROCK MODELS	PV00273239
ROCK PAPER SCISSORS	PV00291105
ROCK PROPERTY DEVELOPERS	PV7801
ROCK RESIDENCIES	PV109383
ROCK SIDE BEACH RESORT	PV95402
ROCK TECHNOLOGY	PV20506
ROCK VIEW ESTATES  [N(PVS) 18097]	PV7409
ROCK VIEW INN	PV00236246
ROCK WILD YALA	PV00253727
ROCK WOOD INTERNATIONAL EXPORTS	PV21341
ROCKABYE	PV00228898
ROCKDALE AGRO	PV00270718
ROCKDEN INTERNATIONAL	PV00288611
ROCKDILE BEACH HOTEL	PV73538
ROCKDROP	PV00224114
ROCKER AGRO	PV00246101
ROCKER INDUSTRIES	PV81155
ROCKERS AND COMPANY	PV6163
ROCKERS TIMBER DEPOT	PV4392
ROCKET STRATEGY	PV00274538
ROCKET SUPPLIES	PV00200642
ROCKET TECH CORPORATION	PV00246934
ROCKET VENTURES	PV00219885
ROCKEY CAFE ELLA	PV00266299
ROCKFORD	PV103013
ROCKHILLS COMPANY	PV112079
ROCKING STAR GROUP	PV00266279
ROCKLAND DISTILLERIES	PV9841
ROCKLAND DISTRIBUTORS	PV9740
ROCKLAND PLANTATIONS	PV67060
ROCKLEAF TEA CEYLON	PV00273393
ROCKLEDGE ACADEMY	PV00244718
ROCKMAX INTERNATIONAL	PV130740
ROCKMOUNT	PV62087
ROCKS AND GRAVELS	PV88509
ROCKSIDE CABANAS	PV93201
ROCKTECH   LANKA	PV00257902
ROCKVILLE TECHNOLOGIES	PV91397
ROCKWOOD ESTATES	PV80919
ROCKWOOL ENGINEERING	PV102082
ROCKY CLEARING AND FORWADING	PV00234155
ROCKY HILL HOLDINGS	PV00206885
ROCKY INTERNATIONAL HOLDINGS	PV124116
ROCKY LANKA	PV18555
ROCKY PET CARE	PV00235922
ROCKY TRADING GROUP CO.	NF372
ROCKY`S MANAGEMENT	PV5802
ROCNAL ENTERPRISES	PV4309
ROCOCO DESIGNER WEAR	PV00217965
ROCOCO HOTELS	PV99044
ROCOMEC	PV00231623
