name	registration_no
ROM RAJA INVESTMENTS	PV00224137
ROMA ECO CONSTRUCTION & ENGINEERING	PV00214878
ROMA ECO VISION HOLDINGS	PV00276478
ROMA EMPRESS	PV112432
ROMA INTERNATIONAL	PV66557
ROMA LANKA	PV00283133
ROMA POWER HOLDINGS	PV00290273
ROMA PROPERTY DEVELOPERS	PV9837
ROMACO ENERGY SOLUTIONS AND CONSTRUCTIONS	PV107786
ROMAD	PV107504
ROMAFOUR GLOBAL	PV00284480
ROMAIN IMPORTS & EXPORTS	PV65777
ROMAK HOLDINGS	PV62263
ROMAK INSPIRED SOLUTIONS	PV61133
ROMAK TRADING COMPANY	PV64308
ROMAKA	PV70472
ROMAKRO INTERNATIONAL	PV62085
ROMALCO AGRO	PV91859
ROMALI DE SILVA FOUNDATION	GL2451
ROMALKA AGROTECH	PV00242850
ROMAN HOTELS	PV00225237
ROMAN INVESTMENTS	PV63216
ROMAN LIFE RESORT	PV00283504
ROMAN WEDDING COMPANY	PV00209631
ROMANA ENGINEERING	PV102079
ROMANA LANKA INVESTMENTS	PV113577
ROMANCE HILLS	PV79920
ROMANCE RESORT	PV100441
ROMANCE VALLEY	PV79922
ROMANCIA LANKA	PV103423
ROMANO PIZZERIA	PV00233043
ROMANO TRENDS	PV00200529
ROMANOV AND SPENCE HOLDINGS	PV123079
ROMANTIC CREATIONS	PB5371
ROMARK INTERNATIONAL	PV85722
ROMART CRAFTY ARTS	PV00287196
ROMART IMPORTS AND MARKETING	PV68166
ROMART LANKA	PV86146
ROMAS  PHARMA	PV00280737
ROMASA GENERAL TRADERS	PV96567
ROMASHA ENGINEERS	PV14138
ROMASHI LANKA	PV112304
ROMATA ENGINEERING SERVICES AND CONSTRUCTION	PV71107
ROMATA LANKA	PV108097
ROMATA PROPERTIES AND CONSTRUCTION	PV90410
ROMATO CONSTRUCTION	PV00220379
ROMATO ENGINEERING	PV89953
ROMAX CONTRUCTIONS	PV89189
ROMAX ENTERPRISES	PV00275927
ROMAX PROPERTY DEVELOPERS	PV123156
ROMAX TEX	PV21864
ROMAYA CONSTRUCTION	PV00231429
ROME JEWELLERS	PV19361
ROME LANKA ENTERPRISES	PV97041
ROME LANKA HOLDINGS	PV118183
ROMECO SECURITY COMPANY	PV121723
ROMECTA FOREIGN EMPLOYMENT	PV00259788
ROMEDY LANKA TRADING	PV122853
ROMEGA	PV122118
ROMEK CON-FAB	PV16902
ROMEK ENGINEERING	PV68694
ROMELOZ	
ROMESH AUTOMART	PV00277755
ROMET B T L	PV83136
ROMET ENGINEERING	PV80541
ROMETA INFRASTRUCTURE CONSULTANATS	PV00217651
ROMETCO CEMENT	PV128268
ROMEX AGRO & LIVESTOCK	PV00226810
ROMFORD HOLDINGS	PV00214608
ROMI WORLD	PV00226002
ROMICO GROUP	PV12641
ROMIDU AUTO INTERNATIONAL	PV126121
ROMILKA	PV64027
ROMILKO INVESTMENT	PV00219758
ROMINCO GEMS	PV117806
ROMINKA GEMS INTERNATIONAL	PV00213170
ROMITHA EXPORTS	PV124199
ROMIX INTERNATIONAL MARKETING	PV00204250
ROMMEL INVESTMENTS COMPANY	PV14770
ROMNAK	PV60684
ROMRYL GROUP	PV00200269
ROMSTAR TRADING	PV101451
