name	registration_no
YOGA & TEA HOLDINGS	PV00210611
YOGA BOOKS	PV00270330
YOGA CHAKRAS ECO VILLAGE AND SPA	PV109772
YOGA CONFEDERATION	GA00204689
YOGA CONSTRUCTION	PV00294841
YOGA DIGITAL PRINTING	PV79515
YOGA IMMIGRATION	PV00275403
YOGA SATH SANGA (GUARATEE)	GL2242
YOGA SUPER SUPPLIER	PV00233050
YOGA THERAPY TRAINING CAMPUS	PV00232093
YOGA TRADING	PV00232699
YOGAM CONSTRUCTION & SUPPLIERS	PV00245603
YOGAS TEXTILES	PV00281641
YOGEE MEDIA	PV00245206
YOGES INVESTMENTS	PV113766
YOGI SEED	PV00224904
YOGIS INSTITUTE OF BEAUTY THERAPY HAIR DIESSING & HOME SCIENCE	PV98755
YOGO LANKA	PV00215526
YOGYA LANKA	PV00238834
YOGYA SPICY	PV00273650
