name	registration_no
CEL CHEM SERVICES	PV71654
CEL NET MEGA	PV64329
CELAGREEN	PV00308318
CELANORA	PV00347961
CELAO CAPITAL	PV00288769
CELAO DISTRIBUTORS	PV00278519
CELARA PRODUCTS	PV00347432
CELATA  TECH	PV00204454
CELAURA	PV00350685
CELAUXE TECHNOLOGY AND SOLUTIONS	PV00216274
CELAVI BEAUTY	PV00286566
CELAVISH HOLDINGS	PV00277428
CELCET	PV62647
CELCIUS DEVELOPMENTS	PV71712
CELCIUS HOME TEXTILES & EXPORT	PV00241063
CELCIUS HOTEL SUPPLIES	PV72787
CELCIUS SOLUTIONS	PV4633
CELCOMS INDUSTRIAL	PV104919
CELEBRATE LIFE	PV00260934
CELEBRATION HOLDINGS	PV115015
CELEBRATION WEDDING CARS AND TOURS	PV00277545
CELEBRAZION	PV100469
CELEBRITIES.LK	PV129606
CELEBRITY INTERNATIONAL INC	NF312
CELEBS ENTERTAINMENT	PV00323969
CELEGROW LANKA	PV00254729
CELERA SOLUTIONS	PV79690
CELERIO TRADE LANKA	PV120877
CELERITAS	PV00314372
CELERITY L K	PV119548
CELERO	PV00308011
CELERY RESTAURANTS	PV00247547
CELES LANKA TRADING	PV00222427
CELESTA CEYLON GEMS	PV00346412
CELESTA PROPERTIES	PV00350850
CELESTE ENTERPRISES GROUP	PV00219955
CELESTE EVENT PLANNING AND MANAGEMENT	PV66318
CELESTE GLOBAL	
CELESTE INTERNATIONAL	PV8467
CELESTE MENDIS	PV00300725
CELESTE ROYALE	PV00327419
CELESTIA COLLEGE	PV00315635
CELESTIA COLLEGE AND HIGH STUDIES	
CELESTIA INTERNATIONAL	PV100644
CELESTIA RESORT	PV00327418
CELESTIA TOWERS	PV104766
CELESTIAL  TEA  COMPANY	PV00310592
CELESTIAL	PV00318860
CELESTIAL ACADEMY	PV86668
CELESTIAL APPAREL	PV00236803
CELESTIAL CEYLON	PV00291465
CELESTIAL CEYLON GEMS	PV00315547
CELESTIAL CONSTRUCTION COMPANY	PV120913
CELESTIAL DESIGN & CONSTRUCTION	PV00219715
CELESTIAL DYNAMICS	PV00240502
CELESTIAL GEMS & JEWELLERY	PV00325599
CELESTIAL HOSPITALITY	PV00217369
CELESTIAL HOTELS	PV00348257
CELESTIAL INTERNATIONAL	PV00291601
CELESTIAL LABS CEYLON	
CELESTIAL STRATAGEM SOLUTIONS	PV00297080
CELESTIAL TRADE LINK	PV00310558
CELESTIAL WORKS	PV00350858
CELESTIALGEN	PV00229216
CELESTIALWARE	
CELESTINE CANDLE COMPANY	PV11984
CELESTINE COLLECTION	PV00319896
CELEXA ENTERPRISES	PV00284719
CELEXA LANKA	PV00232573
CELIAO	PV00238318
CELINA HOLDING	PV00275907
CELINDRA HOTEL	
CELIO NATURALS	PV00230998
CELION ASIA INTERNATIONAL	PV00212013
CELIORA HOLIDAYS	PV00343418
CELIS	
CELIYON SOLUTIONS	PV00341431
CELKON	PV93704
CELL BORN HOLDINGS	PV88918
CELL CITY JAFFNA	PV00314071
CELL CORNER COMPANY	PV5693
CELL DIRECT	PV1822
CELL DRIVE	PV00326888
CELL FIX LANKA	PV00265398
CELL FUSION	PV122000
CELL HUB TECHNOLOGIES	PV110533
CELL LINKS INTERNATIONAL	PV85504
CELL MART	PV20041
CELL MART TELECOM SERVICES	PV62418
CELL MASTERS	PV18441
CELL MAX TECHNOLOGY	PV00351116
CELL NET	
CELL PHONE CLUB	PV00347495
CELL PHONE DOCTOR	PV00339904
CELL POINT LANKA	PV00216577
CELL POWER	PV19540
CELL SECURE	PV82260
CELL STORE	PV00265213
CELL TECH INNOVATIONS	PV00218893
CELL WAY THE PHONE SHOP	PV61557
CELL WORLD	PV17440
CELL WORLD AUTO MATION	PV62183
CELL WORLD COMMUNICATION	PV62179
CELL WORLD LANKA	PV99994
CELL ZONE	PV112042
