name	registration_no
CETA LANKA	PV77168
CETAG PROMOTIONS	PV20932
CETAR COIR	PV73396
CETATTI	PV76931
CETC INTERNATIONAL CO.,	FC1423
CETCO TEAS	PV88046
CETECH	PV00257164
CETECO TRADING AND INDUSTRIAL CORPORATION	NF69
CETENTA	PV71873
CETERRA INTERNATIONAL	PV63344
CETINA	PV00207824
CETLUK HOLDING	
CETO	GA2301
CETREX CEYLON	PV98580
