name	registration_no
CEAMO LANKA	PV00219740
CEARS CAPITA	PV00243402
CEASED	F57
CEASEFIRE LANKA	PV121700
CEASER GENERAL MERCHANT	PV104271
CEAT KELANI HOLDINGS	PV3772
CEAT KELANI INTERNATIONAL TYRES	PV4488
CEATENERGY	
