name	registration_no
BILAALS & COMPANY	PV108204
BILAL AUTO MART	PV00245457
BILAL ENTERPRISE & EXPORTERS	PV00262049
BILAL HOTEL	PV00295738
BILAL PLANTATION	PV65101
BILAL TRADING	PV81670
BILAL TRAVELS & TOURS	PV00277268
BILE	PV00274569
BILITI ELECTRIC LANKA	PV00264089
BILL GATES	PV00252709
BILL GATES ESTATE	PV21642
BILLA CLOUD	PV00280894
BILLABLE	PV00266788
BILLIAN LANKA HOLDINGS	PV00268584
BILLIGARE TRAVELS	PV00273594
BILLIOM IT	PV00238908
BILLION CORP	PV00233313
BILLION HOLDINGS	PV00207819
BILLION INTERNATIONAL	PV00283972
BILLION TRADING	PV74698
BILLION TRUST INVESTMENT	PV00250357
BILLION UNITED LANKA	PV00210424
BILLIONAIRE APPS	PV00284818
BILLIONAIRE TRADING INSTITUTE	PV00296953
BILLIONFINDS	PV00208163
BILLION’S	PV00218711
BILLMAN 	PV9648
BILLS INTERNATIONAL	PV117168
BILZZA	PV00275999
