name	registration_no
INVADERX MOTOR	PV00280078
INVATEC SOLUTIONS	
INVECARE	PV128881
INVEGA TRADE TEX	PV00254461
INVENCO CAPITAL	PV00203198
INVENT ADVERTISING MATERIALS	PV00216000
INVENT BRIGHT	PV114809
INVENT BUSINESS SOLUTIONS	PV60396
INVENT HOUSE	PV00210066
INVENT SOLUTIONS	PV00277522
INVENTEK DIGITAL SOLUTIONS	PV00237712
INVENTION ENGINEERING	PV65250
INVENTION TO USER	PV124111
INVENTIS PHARMA	PV110174
INVENTIVE AUTOMOBILES	PV00245830
INVENTIVE MECHANICS	PV00212157
INVENTIVE POLYMERS  LANKA	PV00204289
INVENTIVE SOLUTIONS BRANDING COMPANY	PV00284577
INVENTORS` RESEARCH GROUP COMPANY	PV17581
INVENTORY EXPRESS	PV00258628
INVENTUE	PV00206114
INVENTURE SERVICES	PV82472
INVENTURES ASIA	PV68156
INVENTURES CAPITAL	PV00254903
INVERNESS EDUCATIONAL CONSULTANTS	PV00274100
INVESCO CAPITAL	PV84218
INVESCO INTERNATIONAL	PV116863
INVEST AND ENGINEERING	PV00263404
INVEST ASIA GATEWAY	PV86049
INVEST LANKA COMPANY	PV18225
INVEST LANKA HOLDINGS	PV00275872
INVEST LANKA INVESTMENTS COMPANY	PV15417
INVEST WATCH SOLUTIONS	PV99389
INVEST YOUR FUTURE	PV79289
INVEST.LK NEWS	PV79036
INVESTCOPIA CAPITAL	PV69726
INVESTEC ASSET MANAGEMENT	PV00240662
INVESTELITE HOLDINGS	PV00287906
INVESTER ASSOCIATION OF MAKANDURA & DAMBADENIYA INDUSTRIAL ZONE	GA3201
INVESTIRE	PV00225506
INVESTLAB BUSINESS SOLUTIONS	PV00239310
INVESTLANKA INVESTMENT CONSULTING	PV105042
INVESTMENT ADVISORY GROUP	PV75421
INVESTMENT AND PROJECT MANAGEMENT LANKA	PV125798
INVESTMENT CLUB	PV102073
INVESTMENT INVIGORATION	PV8081
INVESTMENT PROMOTERS INTERNATIONAL	PV14986
INVESTMENT PROMOTION AND MANAGEMENT INTERNATIONAL	PV15065
INVESTMENT PROMOTION CONSULTANTS	PV15021
INVESTMENT RUSCINO	PV00211268
INVESTMENTS FINANCE AND MANAGEMENT CONSULTANTS	PV79113
INVESTNETZ	PV106591
INVESTOPEDE CORPORATION	PV00256443
INVESTOR ACCESS EQUITIES	PV8032
INVESTOR EYE	PV83801
INVESTOR SERVICES	PV79218
INVESTOR SOLUTIONS	PV76884
INVESTORS' ASSOCIATION OF MATHUGAMA INDUSTRIAL ESTATE	GA3415
INVESTRUST CAPITAL	PV19548
INVESTRUST CAPITAL PARTNERS	PV00207465
INVESTRUST HOLDINGS	PB5153
INVESTWORKS	PV00263664
INVETICO	PV00238095
INVEX	PV00224882
INVEZTOPIA	PV00269204
INVIC GROUP	
INVICKTUS HOLDINGS	PV120678
INVICTA INNOVATIONS	PV00209515
INVICTA INVESTMENT HOLDINGS	PV00217771
INVICTA SHIELD	
INVICTUS CORPORATE AND CONSULTANCY	PV118713
INVICTUS ENERGY SOLUTIONS	PV00279118
INVICTUS HOLDINGS INTERNATIONAL	PV00209248
INVICTUS INSTITUTE	PV00238023
INVICTUS PLUS	PV00291773
INVIGORATE  CEYLON	PV00278723
INVIGORATE CEYLON (PVT) LTD	PCC00290386
INVINCIA MARITIME CEYLON	PV73187
INVINCIBLE SOLUTIONS	PV121478
INVISIBLE GREEN ENERGY SOLUTIONS	PV00280183
INVISOR CONSORTIUM	PV106632
INVISTA MARKETING	PV67429
INVITHRA INTERNATIONAL SERVICES	
INVIU LABS	PV00219539
INVO LANKA HOLDINGS	PV00232070
INVOISYNC	PV00245808
INVOLVE 360	PV72537
INVORM DOCUMENTATION CENTRE	GA665
INVOS GLOBAL	PV00222588
INVOTECH HOLDINGS	PV00235648
INVSTER SERVICES ASIA	PV17979
INVUE	PV62610
