name	registration_no
CYGATE	PV00331560
CYGEN NETWORK	PV120882
CYGNA HOLDINGS	PV00204195
CYGNET TEAS	PV83430
CYGNET TECHNOLOGIES	PV16017
CYGNUS FORMATIONS	PV00319403
CYGNUS LANKA	PV108771
CYGNUS LANKA MARKETING	PV111203
CYGNUS ONE	PV00247281
CYGNUS TECHNOLOGY	
CYGNUSWARE	PV130186
