name	registration_no
BOS - CAP MARINE CONSTRUCTION COMPANY	PV126857
BOS-CAP COASTAL DEVELOPMENT COMPANY	PV126254
BOSATH VISHMAKARMA FOUNDATION	GA00291771
BOSAUQUET AND SKRINE	PV19558
BOSCO INTERNATIONAL	PV75449
BOSCO INVESTMENT HOLDINGS	PV00282400
BOSCOA PACKAGING MACHINERIES 	PV00257304
BOSCOTEK	PV2374
BOSE AND CO	
BOSEANG CEY-LATEX	PV4066
BOSEWANA	PV00281377
BOSEWANA ENTERPRISE	
BOSILU HOLDINGS	PV00226339
BOSKOFA BATTERIES AND ENERGY STORAGE SYSTEMSDIOGER HEAVY INDUSTRIES	
BOSMANN ENGINEERING	PV84758
BOSONTECH	PV00222067
BOSS ADVERTISING AND SOLUTIONS	PV00209394
BOSS BEAUTY COSMETICS	PV00291730
BOSS BY D K HOLDINGS	PV00251520
BOSS FURNITURE	
BOSS IMPEX	PV129077
BOSS PHARMA	PV00247240
BOSS SHIPPING	PV00288739
BOSSTECH ENTERPRISES	PV00262391
BOSSWARD POWER	PV94896
BOSSY IMPORTS TRADING	PV00249647
BOSTAN TRADING COMPANY	PV116693
BOSTO N BUSINESS COLLEGE	PV63228
BOSTON CAPITAL	PV1509
BOSTON CONTAINER LINE	PV79604
BOSTON DEVELOPERS	PV61675
BOSTON DEVICES	PV81200
BOSTON GENERAL TRADING	PV00288825
BOSTON INSTITUTE OF DIGITAL AND TECHNOLOGY	PV00243660
BOSTON POWER LANKA	PV117600
BOSTON TECHNOLOGY INVESTMENTS	PV00246283
BOSUN JACK MACKEREL LANKA	PV00294806
BOSUTHA  LAND  SALES	
BOSWELL COLLEGE DHEERARATNE INTERNATIONAL	PV66833
BOSWIN GROUP	PV00217349
BOSWIN INFORMATION TECHNOLOGY	PV122667
BOSWIN TRAVEL	
