name	registration_no
SUJA MARKETING SERVICES	PV69794
SUJALA SHAKTHI	PV64836
SUJAN IMPEX	PV67878
SUJAN INTERNATIONAL	PV4837
SUJANA SAPURI	PV109205
SUJANI BOGOLLAGAMA FOUNDATION	
SUJANI EXPORT & IMPORT LANKA	PV00281176
SUJANI MARINE ENTERPRISES	PV00259876
SUJASHLY PUBLICATION	PV00288773
SUJATHA  BIOTECH  LANKA	PV00254952
SUJATHA SAHANA PIYASA	PV121064
SUJATHA WEDDING STUDIO & DIGITAL COLOUR LABORATORY	PV77376
SUJAY & SONS	PV00275516
SUJAYA CABS	PV84448
SUJAYA PUBLICATIONS	PV80524
SUJAYA SECURITY SERVICES	PV00245644
SUJAYA VILLA	PV00286623
SUJEE INTERNATIONAL	PV67427
SUJEE INTERNATIONAL TOUR OPERATORS & EXPORTERS	PV70577
SUJEE LANKA ENTERPRISES	PV00289561
SUJEE RENTAL CAR	PV00290118
SUJEEWA ANTIQUES	PV00216832
SUJEEWA MEDAGEDARA WITH SUPER FRIENDS MUSIC BAND	PV00283123
SUJEEWANI GARMENT	PV00204959
SUJEEWANI VILLA	PV00217881
SUJESHI ENTERPRISES	PV00266046
SUJEVE HOLDINGS	PV00221812
SUJI HOLDINGS	PV120243
SUJI IMPEX INTERNATIONAL	PV116280
SUJI LANKA SPORTS	PV1559
SUJI MAKEUP ACADEMY	PV00269857
SUJI TRADING	PV00202203
SUJITH ASSOICATES	PV20895
SUJITH ENTERPRISES	PV82041
SUJITH RANGANA SECURITY SERVICES	PV81072
SUJOON HOLDINGS	PV00237058
