name	registration_no
WAVE  HUNTERS	PV00299105
WAVE ARUGAMBAY	PV00341864
WAVE BOLGODA BY SINGHE	PV00287860
WAVE CEYLON VILLAS	PV00238447
WAVE COAST	PV00304446
WAVE COLLECTIVE	
WAVE COMM	PV65455
WAVE COMPUTING	PV00200200
WAVE COST TRADING & SERVICES	PV00228396
WAVE CRAFTERS	PV00309277
WAVE CREATIONS	PV00337883
WAVE DESIGN & CONSTRUCTION	PV00348470
WAVE EDUCATION A B C	PV00210712
WAVE GRAND	PV00318973
WAVE HEAVEN	PV00297492
WAVE HOLDINGS	
WAVE HOSTELS ARUGAMBAY	PV00352862
WAVE INDUSTRIES	PV00351349
WAVE IT SOLUTIONS	PV00351687
WAVE LINK TECHNOLOGIES	PV101706
WAVE MARKETING SOLUTIONS	PV00321028
WAVE MOBILE	PV00255587
WAVE MONKEYS LANKA	PV99269
WAVE MOVEMENT	PV00259899
WAVE OF LIFE	PV00277928
WAVE OFFSHORE	
WAVE PARK COMPANIES OF CREATIVE INDUSTRIES	PV00272509
WAVE PARK MUSIC GROUP	PV00231385
WAVE RIDERS WORLDWIDE	PV00310683
WAVE SEEKER	PV00324714
WAVE SKILL	PV00336020
WAVE SOLAR TECHNOLOGIES	PV00236497
WAVE''S DESTINATIONS	PV104423
WAVE'S DESTINATIONS	PV104423
WAVEACCESS SL	PV00266821
WAVEALAI MANAGEMENT CONSULTANTS	PV00239930
WAVECOM WIRELESS	PB999
WAVEFACTORY SURFCAMP	PV67228
WAVEFORM TRADING	PV00254896
WAVEFRONT	PV00311677
WAVEFRONT PROJECTS	PV00340942
WAVEFROST	PV00204236
WAVEGUIDE	PV00342721
WAVELENGTH	PV115495
WAVELOOM HOSTELS	
WAVEMAC INDUSTRIES	PV00307579
WAVENET	PV2842
WAVENET INTERNATIONAL	PV6604
WAVENET TECHNOLOGIES	PV00334632
WAVEORBIS	
WAVEPAD	PV00222795
WAVERIDER HOLDINGS	PV85633
WAVERLEY	PV731
WAVERLEY CREATIONS	PV00291145
WAVERLY POWER	PV14587
WAVERTREE HOUSE COMPANY	PV6026
WAVERTREE HOUSE CONSTRUCTIONS	PV7567
WAVES & CO	PV00269277
WAVES AND SAND CLOTHING CO.	PV00270606
WAVES CONSTRUCTION AND SUPPLIERS	PV120979
WAVES DIGI	PV00297620
WAVES FOOT CARE & SPA	PV00316096
WAVES G INTERNATIONAL	PV87203
WAVES IT	PV00236518
WAVES LANKA	PV73208
WAVES MARKETING	PV79332
WAVES MART CLOTHING	PV00218975
WAVES NEGOMBO	PV127038
WAVES OF GLORY	PV00201980
WAVES OF HOPES	PV62005
WAVES OF THE DOWN SOUTH	PV00339192
WAVES OF TRANSFORMATION	PV00294768
WAVES PLASTIC	PV00355008
WAVES SEA FOOD RESTAURANT TRINCOMALEE	PV00339386
WAVES SEAFOOD & GRILL	PV98678
WAVES SPA SALON AND RELAXATION	PV00270947
WAVES TRADING	PV117007
WAVES VENTURES	
WAVES WATER SYSTEM	PV00209925
WAVESTRIVE	PV00314958
WAVETECH CEYLON	PV00282261
WAVETECH ENGINEERING SERVICES	PV11704
WAVETECH INTERNATIONALS	PV00279189
WAVETRACK RESORT	PV00301762
WAVEY WELIGAMA	PV00326458
WAVEZYNC	PV00279892
WAVO CLOTHING	PV00319270
WAVORA TRAVELS	PV00336304
WAVVI VENTURES	PV00342601
