name	registration_no
CREAGH INVESTMENT	PV00281248
CREAM AND DAIRY	PV00257995
CREAM HOUSE	PV00233595
CREAM HOUSE MARKETING	PV00211972
CREAM RESORT & RESTURANT	PV00269206
CREAMY CREATIONS & CONFECTIONERY ARTS	PV00267121
CREAMY CREATIONS	PV00221112
CREASTATION	PV00287751
CREASY PLANTATION MANAGMENT	PB948
CREATE ACADEMY OF ENGLISH LANGUAGE	PV00297255
CREATE INITIATIVES INTERNATIONAL	GA00241206
CREATE LAB LANKA	PV117013
CREATE LINE KNIT WEAR	PV00258758
CREATE MARK	PV00227628
CREATE2TREND	PV00286318
CREATEMORE SOLUTIONS	PV00235427
CREATERO	PV00288353
CREATES CONSULTANT & CONSTRUCTION	PV00213727
CREATEX AGENCY	PV00229149
CREATICK ADVERTISING	PV00295284
CREATIDO ENTERTAINMENT	PV00235828
CREATION APPLICATION LANKA	PV98141
CREATION PRINT & GRAPHICS	PV68932
CREATIONS	PV10129
CREATIONS LANKA	PV92986
CREATIONS MASTER BUILDERS	PV14020
CREATIONS SMART PROMOTIONS	PV16769
CREATIONS WOODEN FABRICATORS	PV18056
CREATIONS WOODEN FABRICATORS	PV95582
CREATIVE 4 U	PV00219979
CREATIVE ACCESSORIES LANKA	PV112819
CREATIVE ADVERTISING TEAM SERVIVES	PV111232
CREATIVE ARTS	PV130784
CREATIVE AVENUE	PV20962
CREATIVE BLINDS INTERNATIONAL	PV17320
CREATIVE CARE	PV00239624
CREATIVE CATALYST	PV00234702
CREATIVE CHERRY	PV00265831
CREATIVE CIRCLE LANKA	PV12376
CREATIVE COCOON	PV71601
CREATIVE COLLECT	PV00235106
CREATIVE COLORCHEM	PV00271152
CREATIVE CONSTRUCTION SOLUTIONS	PV124586
CREATIVE CONSULTING AND COUNSELING	PV62018
CREATIVE COSMETICS	PV116139
CREATIVE CREATION	PV82909
CREATIVE CRYSTAL LANKA GROUP	PV00277497
CREATIVE CYCLES	PV6018
CREATIVE DESIGN SOLUTIONS	PV88838
CREATIVE DESIGNERS' COLLECTIVE	GL00277438
CREATIVE DEVELOPMENT CORPORATION	NF376
CREATIVE DIGITAL GLOBAL REVOLUTION	PV00227715
CREATIVE DIGITAL PRINTERS	PV00249683
CREATIVE E M B TRADING	PV00237846
