name	registration_no
BURAAK ELECTRONICS	PV65985
BURAAK JEWELS	PV1228
BURAAQ GEMS	PV00280482
BURAAQ MOTORS	PV00259339
BURAK LANKA	PV105845
BURAQ TRADING COMPANY	PV00262061
BURC LANKA	PV00289850
BURDEN HOLDINGS	PV00266690
BUREAU ENGINEERING TECHNOLOGY	PV00242195
BUREAU OF EARTH RECONASSANCE	PV67704
BUREAU VERITAS CONSUMER PRODUCTS SERVICES LANKA	PV8235
BUREGAFARNELL	PV95221
BURGEON B P O	PV00253668
BURGEON ENTERPRISES	PV00240632
BURGEON SOLUTIONS	PV112406
BURGEONFIRST	PV00274362
BURGER BAR	PV92548
BURGER BEAR	PV00252660
BURGER BELL BY K M S	PV00244478
BURGER BLAST	PV00243858
BURGER BUGGERS	
BURGER CHIEF	PV99333
BURGER FIESTA	PV87169
BURGER HANGOVER	PV00243001
BURGER LAND	PV115777
BURGER TIME	PV00222548
BURGER WAY	PV00218295
BURGERS HUT RESTAURANT	PV00238217
BURGERS V S SUBS	PV00232907
BURGERS VS SHAWARMA	PV00290968
BURGO CITY	PV00237333
BURGO FOOD CHAIN	
BURGUNDY CONSULTANTS	PV129501
BURGUNDY CONSULTANTS	PV84969
BURJ LANKA	PV109204
BURKE ESTATES	PV81525
BURKE HOLDINGS	PV85547
BURKETCH MEDIA HOUSE	PV00254386
BURKWOODS	PV00233943
BURLINGTON CEYLON	PV9476
BURLTEX LANKA	PV63371
BURNING BIRD	PV00285394
BURNING PALMS	PV00216549
BURNS TRADING COMPANY	PV13100
BURNSHIELD	PV90939
BUROOJ SKY	PV105023
BUROOK	PV00254716
BURWOOD LANKA SAW MILLS	PV78192
