name	registration_no
GAIA & LOVE	PV00292410
GAIA AGRICULTURE	PV00217891
GAIA BIOTECH	PV00217892
GAIA DESIGNS	PV7484
GAIA FOOTWEAR	PV107353
GAIA GREEN ENERGY  C.E.N.	PV00235898
GAIA GREEN ENERGY F S B	PV00281992
GAIA GREEN ENERGY F S C	PV00281990
GAIA GREEN ENERGY HOLDINGS	PV00235893
GAIA GREEN ENERGY N C N	PV00232536
GAIA GREEN ENERGY N P	PV00260355
GAIA GREEN ENERGY N W B	PV00287606
GAIA GREEN ENERGY PROVINCES	PV00291249
GAIA GREEN ENERGY S B P	PV00235894
GAIA GREEN ENERGY S.P.R.	PV00240141
GAIA GREEN ENERGY W P C	PV00235892
GAIA INVESTMENTS	PV70751
GAIA LANKA	PV00268721
GAIA MIRISSA	PV00210578
GAIA PROJECT LANKA	PV00210833
GAIA RESORTS	PV75274
GAIA SOLUTIONS	PV84241
GAIA SOUL	PV00200469
GAIA VENTURES	PV75273
GAIA-ELLA ECO LODGE AND YOGA CENTER	
GAIAENERGY LANKA	PV117909
GAIKA ENTERPRISES	PV94620
GAIN ENGINEERING	PV00283718
GAIN ENTERTAINMENT	PV00212729
GAIN POWER SOLUTIONS	PV115585
GAIN STEEL FABRICATORS AND CONSTRUCTION	PV15846
GAINEO	PV106849
GAINRO GLOBAL GROUP	PV00208011
GAINTS FOREST HOTELS	
GAIT A C FASHION	PV00202133
GAIZA FASHION	PV00240454
