name	registration_no
NOVA	PV00286314
NOVA BIOMEDICAL SYSTEMS	PV18716
NOVA CONCEPTS TECHNOLOGIES	PV00237178
NOVA CONSTRUCITONS & ENGINEERING	PV98100
NOVA CORP	PV124942
NOVA CORP CONSULTANCY	PV00287529
NOVA DIGITEMIC UNIVERSAL	
NOVA DISTRIBUTORS	PV00261982
NOVA EDUCATION AND IMMIGRATION AGENTS LANKA	PV00247528
NOVA EDUCATION CONSULTANT	PV00228935
NOVA ENGINEERING	PV00261436
NOVA GLASS	PV109355
NOVA HI-POLYMERS  [N(PVS) 46538]	PV6479
NOVA HOLDINGS	PV00282918
NOVA HOMES AND CONSTRUCTION	PV00201961
NOVA INNOVATIONS	
NOVA LABS	PV00272649
NOVA LANKA CHEMICAL INDUSTRIES	PV00266044
NOVA LK TECHNOLOGY	PV00259516
NOVA MARINE	PV00211463
NOVA MERCHANTS	PV00263049
NOVA PACIFIC INTERNATIONAL	PV00215975
NOVA PARTNERS	PV85811
NOVA RECRUITMENT AND CONSULTING	PV85355
NOVA SHIPPPING	PV21818
NOVA SURFACES	PV00221076
NOVA SYSTEM SOLUTIONS	PV00245663
NOVA TYRE	PV105952
NOVA'S TRAVELS	PV00205171
NOVAA BEAUTY	PV00288807
NOVACHEM LANKA	PV68661
NOVACURA LANKA	PV00203168
NOVAE CAPITAL	PV81048
NOVAGRAPHY	
NOVAH LOGISTICS INTERNATIONAL	PV00282492
NOVAK ENGINEERING	PV61623
NOVALINK	PV00287510
NOVARA HOLDINGS	PV00239779
NOVARECON	PV00273049
NOVARK INNOVATORS	PV00218624
NOVATE ASCENT	PV130879
NOVATEC CEYLON	PV00245188
NOVATEC SANITARYWARE LANKA	PV109371
NOVATECH	PV11222
NOVATECH INTERNATIONAL	PV00207892
NOVATECH RESEARCH	PV64267
NOVATECHZONE	PV123490
NOVATEQ ENGINEERING SOLUTIONS	PV00213401
NOVATEQ PALLETS	PV00241008
NOVATION INTERNATIONAL	PV131860
NOVAX LANKA	PV00265517
NOVEL DRUGS	NF600
NOVEL ECO SYSTEMS	PV129771
NOVEL ENGINEERING	PV00237464
NOVEL EQUITY INVESTMENTS	PV76571
NOVEL HEALTHCARE	PV62210
NOVEL INDUSTRIAL EQUIPMENT	PV95307
NOVEL NATURAL COSMETICS	PV00255677
NOVEL TRADING	PV00282736
NOVEL VANGUARDS	PV128635
NOVELA	PV16226
NOVELCO	PV12244
NOVELJOBS	PV00208116
NOVELLA GLOBAL COMPANY	PV00275680
NOVELLO INSTITUTE	PV129914
NOVELTECH SOLUTIONS 	PV108226
NOVELTY ELECTRICALS	PV94508
NOVELTY ELECTRONICS	PV94649
NOVELTY MARKETING INTERNATIONAL	PV63543
NOVELTY OVERSEAS	PV4581
NOVELTY SELECTION	PV72324
NOVELTY SILK STRORES	PV62484
NOVELTY STATIONERS	PV67276
NOVELWALL	PV103955
NOVEMBA	PV00280022
NOVENA TEC	PV107614
NOVENA TEC LANKA	PV126411
NOVESTAR DEVELOPERS	PV62116
NOVETEL TOURS & TRAVELS	PV62289
NOVIDA LANKA TRADERS	PV114678
NOVIGI PTY LTD	FC1427
NOVIK LINES	PV17089
NOVITAS SOLUTIONS	PV00263595
NOVITAS T J	PV86037
NOVITAT MEDIA	PV101191
NOVO NORDISK LANKA	PV124772
NOVO TECH J.N.	PV00264486
NOVOCHEM INTERNATIONAL	PV00236827
NOVOS DIGITAL	PV00240013
NOVOTEK GLOBAL	PV00219462
NOVOZYMES LANKA	PV00224950
NOVTEC SOLUTIONS	PV00240909
NOVUBITS	PV00220380
NOVUM INTERNATIONAL	PV00275727
NOVUS GROUP	PV86067
NOVUS LANKA	PV00272515
NOVUS MARKETING SERVICES	PV00225021
NOVUSTECH TRANSACT LANKA	PV116679
