name	registration_no
AGIL WORLD	PV00279775
AGILAA TRADING INDUSTRIES	PV00258363
AGILAM FOUNDATION	GA00294560
AGILE FARMS	PV106058
AGILE HOLDINGS	PV00204298
AGILE INNOVATIONS	PV127805
AGILE INVESTMENTS EXCHANGE	PV00227359
AGILE PROJECT MANAGEMENT SOLUTIONS	PV82360
AGILE ROUTES	PV00299573
AGILE SOURCING SERVICES	PV106695
AGILEX HOLDINGS	PV00249778
AGILITY HEALTHCARE	PV00282399
AGILMA TEA FACTORY	PV15856
AGIO SIRILAK SAHANA SEVA VOCATIONAL TRAINING CENTRE	GL34
AGIO TOBACCO PROCESSING COMPANY	PV3821
AGIS APPAREL LANKA	PV78717
AGIS DEFENCE SYSTEMS	PV88193
