name	registration_no
PEE BEE FASHIONS	PV2301
PEE BEE MANAGEMENT SERVICES	PV2293
PEE BEE MARKETING (PRIVATE) LIMITED	PV2471
PEEACS	PV76149
PEEBEE (EXPO)	PV2638
PEEK HOSTING	PV00231468
PEEK SOLUTIONS	PV122957
PEEKAY ENTERPRISES	PV2213
PEEKAY ESS	PV00203378
PEEKAY ESS EXPORTS	PV00244662
PEEL INTERNATIONAL	PV106915
PEELASHI LANKA	PV81804
PEER 2 PEER FOUNDATION	GA3430
PEERAPAT CLEANING TECHNOLOGY	PV71129
PEERCORE INFORMATION TECHNOLOGY	PV6099
PEERCORE NEXGEN	PV105913
PEERLESS	PV84014
PEERLESS PRIZES LANKA	PV115896
PEERPAY	
PEEVEEAAR LANKA	PV90680
