name	registration_no
PER AARSLEFF A/S	NF649
PERA CHARITY	
PERA ENGINEERING	PV00230035
PERABA INVESTMENTS SOUTH ASIA	PV88501
PERADENI IMPEX	PV00206645
PERADENIYA HOMESTAY	PV00210160
PERADENIYA SCHOOL OF EDUCATION	PV00246911
PERADEV	PB109
PERADIGA MUTHU ETAYA	PV4620
PERADIGA PROPERTY HOLDINGS	PV112167
PERAGAMANA GUILD	GA2855
PERAJ MINING	PV20800
PERAKOTUWA MILLS	PV00215588
PERAKUM LANKA HOLDINGS	PV114299
PERAMAGA LANKA FOUNDATION	GA00265194
PERAMUNA BUILDERS	PV8471
PERANAKAN INVESTMENTS	PV108407
PERASPARK	PV128403
PERCONS HOLDINGS	PV124293
PERCULA HOLDING	PV00232125
PEREGRINE BAKERY	PV00281497
PERENNIAL HOLDINGS	PV75165
PERENNIAL REAL ESTATE LANKA	PV125744
PERERA & FERNANDEZ	PV77688
PERERA & SONS (BAKERS)	PV4086
PERERA AND SONS	PV19200
PERERA AND SONS CATERERS	PV3812
PERERA AND SONS DISTRIBUTORS	PV464
PERERA CAPITAL HOLDINGS	PV00261843
PERERA DEVELOPMENT GROUP	PV19262
PERERA DISTRIBUTORS COMPANYLANKA	PV60658
PERERA EKA	PV00226347
PERERA ENTERPRISES AND LOGISTICS	PV127981
PERERA GROUP AUTO PARTS	PV00288139
PERERA HARVEST	PV00263786
PERERA HOLDINGS	PV90275
PERERA HOMES	PV121137
PERERA MOTORS	PV00248759
PERERA OIL MILLS AND DISTRIBUTORS	PV128007
PERERA PHARMACY	PV101086
PERERA PLANTAIONS	PV74392
PERERA PLANTMATE FERTILIZER	PV00213432
PERERA PROPERTY BROTHERS	PV00283317
PERERA TYRE HOUSE	
PERERA TYRE SERVICE	PV6272
PERERO WORKS INTERNATIONAL	PV130724
PERFECT  I T  SOLUTIONS	
PERFECT ADZA	PV00245367
PERFECT AGRO	PV00263145
PERFECT BEAT EVENTS	
PERFECT BEST ASSET MANAGEMENT	PV104479
PERFECT BLEND TEA	PV00275392
PERFECT BUSINESS ACADEMY	PV00264023
PERFECT BUSINESS SOLUTION SERVICES	PV7030
PERFECT CHOICE	PV00201552
PERFECT CLOTHING INDUSTRIES	PV123755
PERFECT COLOMBO TRADING	PV00222362
PERFECT COMPUTER SOLLUTIONS	PV102505
PERFECT CONVERSATION	PV121013
PERFECT CUT SALON	PV00284125
PERFECT DESTINATIONS	PV00217348
PERFECT DIGITAL SEPERATION	PV73931
PERFECT DIGITAL SOLUTIONS	PV00207334
PERFECT E-BIZ SOLUTIONS	PV00254585
PERFECT EDGE	PV00204591
PERFECT ENTERPRISES	PV16969
PERFECT ENTRUST HOLDINGS	PV130984
PERFECT GEO ENGINEERING	PV00217646
PERFECT GLOBAL HOLDINGS	PV00251637
PERFECT GROUP	PV76847
PERFECT HEADLINES	PV88356
PERFECT HEALTH INNOVATIONS	PV00223831
PERFECT HOLIDAYS	PV126386
PERFECT IMPRESSION	PV61610
PERFECT INTERIOR & CIVIL WORK HOUSE	
PERFECT LANKA	PV122289
PERFECT LIFE OF FUTURE	GA3186
PERFECT MANAGEMENT SOLUTION	PV100442
PERFECT MATCH COMPANY	PV00266679
PERFECT MEDIA NETWORK	PV00237877
PERFECT PARTNERS INTERNATIONAL	PV66404
PERFECT PHARMACY	PV92489
PERFECT PLASTICS	PV00250704
PERFECT POWER	PV85187
PERFECT PRINTING AND SOLUTIONS	PV00216960
PERFECT REAL ESTATE	PV104266
PERFECT RELATIONS	PV21554
PERFECT SELECTION	PV127750
PERFECT SERVICES	PV00208835
PERFECT SHIRTINGS	PV00210826
PERFECT SOFTWARE SOLUTIONS	PV72901
PERFECT SOLUTION INTERNATIONAL	PV00255865
PERFECT SOLUTIONS	PV00277444
PERFECT SPICE	PV106447
PERFECT SYNERGY	PV131419
PERFECT TRADING	PV76234
PERFECT VENTURE	PV00220127
PERFECTION I T	PV00249376
PERFECTO OUTSOURCING SOLUTIONS	PV00210675
PERFECTUS	PV00240628
PERFECTWIN	PV00248637
PERFETTI VAN MELLE LANKA	PV840
PERFICIENT	PV00277235
PERFINT DISTRIBUTORS	PV125778
PERFORMANCE AUTOMOBILES	PV95258
PERFORMANCE BRANDING ASIA	PV76654
PERFORMANCE INSIGHTS	PV00272245
PERFORMANCE LUBRICANTS	PV00289888
PERFORMANCE MARQUES	PV00225094
PERFORMAZ	PV00289861
PERFUME BAZAAR	PV00274707
PERFUME GALLERY	PV00253965
PERGRINE BUSINESS SERVICES	PV99096
PERI LOGISTICS	PV64613
PERIBUCKS	PV88002
PERICEYL	PV5529
PERIES & COMPANY MATALE	PV86445
PERIES & COMPANY PALAPATHWELA	PV86444
PERIGEE ENGINEERING	PV00233630
PERIGEE MASCOT ADVERTISING	PV101566
PERIGON LANKA	PV9423
PERIGRINE	PV4161
PERIKATRA INTERNATIONAL	PV00252523
PERIS CONSTRUCTION & MAINTENANCE	PV00216872
PERISKOPE SOLUTIONS	PV00236922
PERISTERA KALUTARA	PV00266530
PERISTERA KALUTARA INSTITUTE	
PERISTERA KALUTARA INSTITUTION	PV00271223
PERITUS BUSINESS SOLUTIONS	PV94751
PERITUS SERVICES	PV75789
PERITUZA LANKA	PV94812
PERIYAPPERUMA AUTO TRADING	PV00200660
PERK ENTERPRISES	PV80153
PERK LANKA	PV00242538
PERK TRAVELS	PV00264197
PERKINS	PV114782
PERKK MIGRATION	PV00205981
PERKS CLOTHING	PV1314
PERKS EXPORTS	PV00264281
PERLE AM SEE	PV114437
PERLINK INTERNATIONAL	PV65272
PERLO CHEMICALS	PV66376
PERLO PLASTIMOLDS	PV00246241
PERLRABBIT	PV00237894
PERLUCH ENGINEERING	PV00264558
PERLYN CONSULTATION	PV3143
PERLYN HOSPITALS	PV00256384
PERLYN LABORATORIES	PV00255415
PERLYN PHARMACY	PV00235289
PERLYN TOURS	PV11144
PERMA ENGINEERING	PV79872
PERMA SHIPPING LANKA	PV97240
PERMAJOVE	PV00230074
PERNETY HOLDINGS	PV76513
PERNOD RICARD LANKA	PV96803
PERO HOLDINGS	PV87330
PERPETUAL AVIATION	PV113856
PERPETUAL BEVERAGE HOLDINGS	PV84370
PERPETUAL CAPITAL	PV103925
PERPETUAL CAPITAL HOLDINGS	PV72651
PERPETUAL FUND MANAGEMENT	PV87619
PERPETUAL GLOBAL	PV00205772
PERPETUAL INVESTMENTS LANKA	PV91409
PERPETUAL MOTION FACTORY	PV00220004
PERPETUAL REALTY	PV68583
PERPETUAL TRAVEL RETAIL & AIRPORT SERVICES	PV88721
PERPETUAL UNITY GROUP	PV00229082
PERPION	PV00230304
PERPOVA	PV00256055
PERPURSE GLOBAL	PV00216434
PERSEVERANCE LAB	PV00260094
PERSHA BLING	PV93589
PERSHING FOODS	PV00235052
PERSHIP	PV2179
PERSHIP AIR	PB564
PERSHIP B R J W SOLUTIONS	PV00243163
PERSHIP HOLDING	PV113059
PERSHIP HOLIDAYS	PV16090
PERSHIP SHIPPING	PB258
PERSHIP SYNERGY	PV2590
PERSIAN COVE	PV00249312
PERSIAN ENTERPRISES	PV00223541
PERSIAN GROUP OF COMPANY	PV122491
PERSIAN TRADING	PV72808
PERSIL CHEMICAL	PV78142
PERSISTENT SYSTEMS LANKA	PV2177
PERSON TRUST	PV66002
PERSONA	PV00227194
PERSONAL DESIGN	PV12803
PERSONAL DEVELOPMENT TRAINING INSTITUTE	PV89393
PERSONAL HELPER SERVICES	PV67717
PERSONAL SAFETY EQUIPMENT	PV10785
PERSTAFF HOLDINGS	PV68837
PERSTAFF PRECISION TECHNOLOGIES	PV00253547
PERSYST	PV13856
PERTH GALLERY	PV00210366
PERTH GARDEN	PV00210370
PERUVIAM LILY LANKA	PV00254872
PERVEZ & BROTHERS	PV96038
PERWIPLAST INDUSTRIES	PV00252315
PERX LANKA	PV20969
