name	registration_no
TOKAI AUTOS	PV00289576
TOKAI LANKA ENGINEERING	PV128437
TOKAI TRADING	PV79755
TOKAYAKA	PV00207994
TOKENIZZ	PV00254139
TOKI LANKA INTERNATIONAL	PV10162
TOKIKO ENGINEERING	PV00243362
TOKO EVENTS	PV00259800
TOKOWIRELESS LANKA	PV00314032
TOKUSHIMA LANKA	
TOKYO	PV00256932
TOKYO ASSET MANAGEMENT	PV129382
TOKYO AUTO INTERNATIONAL	PV00214066
TOKYO AUTO LINE	PV00280091
TOKYO AUTO MOTORS	PV00301231
TOKYO AUTO TRADING	PV98600
TOKYO AUTO ZONE	PV00319339
TOKYO BAY INTERNATIONAL	PV64355
TOKYO BIRDS INTERNATIONAL	PV91032
TOKYO BUILDING MATERIAL	PV00203281
TOKYO CARS	PV00254042
TOKYO CEMENT COMPANY (LANKA)	PQ115
TOKYO CEMENT INDUSTRIAL PARK	PV00255985
TOKYO CEMENT POWER (LANKA)	PB3798PV
TOKYO CITY CENTER	PV92770
TOKYO CONSTRUCTION	PV130865
TOKYO CONSULTING FIRM	PV78952
TOKYO DESIGNERZ	PV00265641
TOKYO ELECTRICS POWER SERVICES CO.	FC1236
TOKYO ELECTRONICS HOLDING	PV00276367
TOKYO ELECTRONICS SOLUTIONS	PV00276070
TOKYO FASHION	PV66778
TOKYO FILAMENT CORPORATION	PV00231517
TOKYO GLOBAL TRAVELS AND TOURS	PV00294975
TOKYO HOLDING LANKA	PV00239589
TOKYO ICHIBAN	PV00218829
TOKYO INTERNATIONAL	PV00284565
TOKYO INVESTMENT COMPANY	PV00221430
TOKYO JAPAN AUTO PARTS	PV00227232
TOKYO KESSHO MOTORS	PV00238022
TOKYO KYODO CONSULTANCY SERVICES	PV128146
TOKYO LANGUAGE SCHOOL	PV00264459
TOKYO LANKA AUTOMOTIVES	PV00280146
TOKYO LANKA CAR AUDIO AUTO ACCESSORIES	PV00269716
TOKYO LANKA ENTERPRISES	PV15806
TOKYO LANKA TRADING CO.	PV00240688
TOKYO MARKET	PV00283188
TOKYO MOTORS	PV00213704
TOKYO N S INTERNATIONAL COMPANY	PV00232349
TOKYO PARTS	PV88385
TOKYO SAKURA SHOKUDO	PV109313
TOKYO SKY	PV106988
TOKYO SRI TRADING	PV00304877
TOKYO STEEL	PV00279440
TOKYO SUPER MARKET	PV94634
TOKYO TOUCH TRADING	
TOKYO TRAVELS AND TOURS	PV00251897
TOKYO TYRE	PV12753
TOKYO WAKABA	PV00205639
