name	registration_no
LATE NIGHT CALINARY	PV00291483
LATEST GEMS & JEWELLERY	PV00293566
LATEST SELECTION	PV00283915
LATEST TECHNOLOGY	PV00295483
LATEX LANKA INTERNATIONAL	PV66146
LATHA ENTERPRISES	PV00284020
LATHA TEXTILES	PV00207750
LATHAAN AGRO INTERNATIONAL	PV00259924
LATHEENA HOLDINGS	PV00279337
LATHEM IMPORTS & EXPORTS	PV80585
LATHPANDURA AGRIBIZ	PV106828
LATHPANDURA DISTRIBUTORS	PV87682
LATHPANDURA ENTEPRISES	PV88755
LATHPANDURA FILLING STATION	PV00262442
LATHPANDURA HOLDINGS	PV3650
LATHPANDURA MINI HYDRO	PV120439
LATHU FASHION EMBROIDERY	PV00289868
LATHUNIHAN INTERNATIONAL EXPORT & IMPORT	PV105112
LATIFF CORPORATION	PV105904
LATITUDE 655	PV65425
LATITUDE LANDS	PV91832
LATITUDE PROPERTY DEVELOPERS	PV128082
LATITUDE7	PV00262299
LATSHA WIRE CONVERTERS	PV20701
LATTER RAIN BUSINESS SERVICES SDN BHD	FC1215
