name	registration_no
MIM BROTHERS REAL ESTATE CONSTRUCTION	PV00251393
MIM GENERAL TRADINGS	PV00260492
MIM TRADINGS	PV00251818
MIMALKA INTERNATIONAL	PV70869
MIMAR	PV97457
MIMAR 2+	
MIMCO CONTAINER LINES	PV8765
MIMCO ENTERPRISES	PV76614
MIMCO TRADING	PV102291
MIMEGA LANKA CORPORATION	PV00277735
MIMGEL	PV63029
MIMI LANKA	PV00250655
MIMIMANGO	PV14410
MIMIS HOLDINGS	PV74326
MIMOSA	PV00253604
MIMOSA TOURS	PV126587
MIMS INTERNATIONAL	PV00259080
MIMSEL EQUITY MANAGEMENT	PV72362
MIMSHACH AQUACULTURE FARM	PV00268110
MIMSHACK MIGRATION	
