name	registration_no
MIYA	PV79822
MIYAASH INDUSTRIAL TRADEWAYS	
MIYAME TRADING COMPANY	PV00269970
MIYAMO MOTORS	PV00234751
MIYANKAN TRADING LANKA	PV98869
MIYAZAKI	
MIYAZAKI ENTERPRISES	PV00235746
MIYOMEX RESIDENCIES	PV00210976
MIYOSHI INTERNATIONAL	PV00223171
MIYOSHI LANKA	PV97755
MIYOTA LANKA	PV00203658
MIYU TECHNOLOGIES	PV00244693
MIYUGUNA  AGRO	PV00236626
MIYUGUNA HOSPITALS	PV87621
MIYUKI GEMS & JEWELLERY	PV00279122
MIYULA RESTAURANT	PV00217684
MIYURA ENTERTAINMENT	PV14382
MIYURU ENTERPRISES	PV13881
MIYURU SAMPATH LIYANAGE ASTROLOGY	PV00241401
