name	registration_no
MIK AND PARTNERS	PV00215565
MIK CONSULTING ENGINEERS	PV00223003
MIKA GLOBAL	PV00286778
MIKA INNOVATION	PV00209346
MIKA PRECIOUS	PV00242736
MIKA SUPER	PV00264758
MIKADO LANKA	PV00249419
MIKADO WINGS	PV00239233
MIKAEL AUTO LAND	PV00269986
MIKASA HEALTHCARE	PV00214254
MIKAYLA ENTERPRISES	PV126056
MIKAYLA RESORT	PV00258057
MIKE AGRO GREEN	PV00276092
MIKE AQUA CULTURE FARM	PV81914
MIKE BIOTECH ASIA	PV8897
MIKE FLORA	PV1507
MIKE LEISURE	PV00207139
MIKE TOURS  (PVS 6545)	PV1508
MIKE UNIPAR ENERGY SYSTEMS	PV3417
MIKELEETS FABRICO	PV8811
MIKHAIL HOLDINGS	PV00280156
MIKI LANKA HOTELS	PV17625
MIKI TRADING	PV75384
MIKIGANS	PV00296770
MIKO TRADING INTERNATIONAL	PV113394
MIKOSHI SOLUTIONS	PV00250032
MIKRO INDUSTRIES	PV61659
MIKRO STAR	PV80331
MIKU INTERNATIONAL	PV71517
MIKUNI ENERGY LANKA	PV68624
