name	registration_no
MIR LANKA	PV76522
MIR LANKA CONSTRUCTION	PV107971
MIR'CHIZ	PV00282105
MIRA BY AMIRAH	PV00263030
MIRA KIN CORPORATION	PV109929
MIRA SOLUTIONS	PV00225421
MIRA SPA AND WELLNESS	PV00255454
MIRABELLE HOLDINGS	PV79915
MIRABILIS	PV120693
MIRACAL MARKETING	PV96069
MIRACLE ADVENTURE PARADISE	PV00272522
MIRACLE ADVERTISING	PV00231574
MIRACLE AGRO CHEM	PV00279232
MIRACLE AGRO HOLDINGS	PV00280757
MIRACLE AYURVEDIC HERBALS	PV00210814
MIRACLE BEAUTY GROUP OF COMPANY	PV00250575
MIRACLE BIO GREEN	PV00282329
MIRACLE CEYLON GROUP	PV00222247
MIRACLE CEYLON VACATIONS	PV00293841
MIRACLE CEYLONIA	PV00291721
MIRACLE CHANNELING CENTRE	PV72031
MIRACLE CHANT	PV00225998
MIRACLE COCONUT PRODUCTS	PV00235715
MIRACLE COLLECTIONS	PV65316
MIRACLE COLOUR CREATIONS	PV00245688
MIRACLE CREATIVE SOLUTIONS	PV00263374
MIRACLE DESIGNS	PV00229612
MIRACLE DESTINATION TRAVELS	PV00266742
MIRACLE DESTINATIONS	PV107646
MIRACLE DIGITAL	PV00286134
MIRACLE ELEMENTS	PV00284326
MIRACLE EMIGRANTS	
MIRACLE ENGINEERING SOLUTIONS	PV00256716
MIRACLE ENTERPRISES	PV76459
MIRACLE EXPORTS	PV89022
MIRACLE FAMILY CARE	GA2046
MIRACLE FARMS	PV00278051
MIRACLE FASHIONS	PV99569
MIRACLE FREIGHT LANKA	PV17204
MIRACLE GANESHA HEALING CENTER	
MIRACLE GLOBAL	PV118038
MIRACLE HANDS	PV69483
MIRACLE HEALTH HOSPITAL	PV73555
MIRACLE HEALTH LANKA	PV00227527
MIRACLE HEALTHCARE	PV00255381
MIRACLE HEAVEN	PV00286556
MIRACLE HOLDINGS	PV15256
MIRACLE HOLIDAYS AND TRAVELS	PV100954
MIRACLE INSTITUTE	PV00296417
MIRACLE INTERNATIONAL EDUCATION	PV00238191
MIRACLE INTERNATIONAL HOLDINGS	PV130904
MIRACLE INVESTMENT	PV00228912
MIRACLE IT SOLUTIONS	PV00271523
MIRACLE L SPEECH & HEARING	PV00297697
MIRACLE LANDS TOURS	PV00287681
MIRACLE LANKA	PV00254886
MIRACLE LANKA HOLIDAYS	PV00293020
MIRACLE LANKA MERCHANT	PV123774
MIRACLE LEISURE	PV00248740
MIRACLE LIFE	PV83029
MIRACLE LIGHTINGS	PV00200242
MIRACLE LINK	PV00232972
MIRACLE MANPOWER AGENCY	PV119218
MIRACLE MINE INVESTMENT	PV00267980
MIRACLE NETWORK AND SOLUTIONS	PV00201205
MIRACLE NETWORK INTERNATIONAL	PV119725
