name	registration_no
MIC AGROW COMPANY	PV112483
MIC LANKA	PV21724
MIC MOUNT INTERNATIONAL CONSULTANTS	PV00218110
MICAH HOLIDAYS	PV00221021
MICD ASSOCIATES	
MICE.LK	PV117203
MICHA	PV21047
MICHAEL BOEMLEY LANKA INVESTMENTS	PV85662
MICHAEL BROMLEY LANKA DEVELOPMENTS	PV85729
MICHAEL DUELL PRE SCHOOL	GL2327
MICHAEL GUARDIANS	PV00295770
MICHAEL INDUSTRY	PV110722
MICHAEL JEROME	PV108045
MICHAEL WHITE & COMPANY	PV5480
MICHAEL WORLD WIDE	PV115522
MICHAELA''S WORLD	PV112839
MICHAELSON AND COMPANY	PV00214640
MICHEAL SESAME INDUSTRIES	PV00204883
MICHEE CEYLON GROUP	PV00253314
MICHEL NUGAWELA DESIGN 	PV00200954
MICHELANGELO FOOTWEAR	PB774
MICHELIN BUSINESS SERVICES LANKA	PV5826
MICHELIN LANKA	PV3541
MICHELLE HOLDINGS	PV72123
MICHELLE LEISURE HOLDINGS	PV111291
MICHELLE OVERSEAS HOLDINGS	PV88897
MICHERU	PV00275040
MICHI CORPORATION LANKA	PV69458
MICHIGAN INTL	PV00221904
MICHIKA GLOBAL TRADING	
MICHIKA HOLDINGS	PV122986
MICHMERLI PHARMA CEYLON HOLDINGS	PV00240616
MICKAIDO	PV00253265
MICKINSEY & BARCLAYS LANKA	PV74897
MICKY LANKA	PV93550
MICMAC FOODS	PV13769
MICO FOOD PRODUCTS	PV17530
MICRO APPAREL	PV00250242
MICRO AUTO PRODUCTS	PV9822
MICRO BYTECH INTERNATIONAL	PV9871
MICRO CHANNEL LANKA	PV00248218
MICRO CHIP	PV61572
MICRO COMMUNICATION TECHNOLOGY	PV64427
MICRO CREDIT AND INVESTMENTS LANKA	PB5311
MICRO DELIVERY SERVICE	PV129505
MICRO DEVELOPERS	PV20127
MICRO DEVICES	PV9414
MICRO DIGITAL LANKA ENTERPRISES	PV00224467
MICRO DYNAMICS LANKA AUTOMATIONS	PV00218471
MICRO ECONOMICAL DEVELOPMENT	PV90994
MICRO ELECTRIC INTERNATIONAL	PV00206282
MICRO ELECTRONICS Z-K	PV99203
MICRO ENERJI SOLUTIONS	PV00295102
MICRO ENGINEERS AND CONSTRUCTION	PV00224461
MICRO ENRICH	PV78652
MICRO ENTERPRISE TRUSTEE SERVICES	PV68506
MICRO ENTERPRISES AND ELECTRICAL	PV130612
MICRO FASHION	PV00284243
MICRO FINANCE FOUNDATION	PV9190
MICRO FORCE LANKA	PV00252675
MICRO FUSION INTERNATIONAL	PV71984
MICRO HEALTHCARE	PV00209372
MICRO HOLDINGS	PV16791
MICRO HYDRO ILUMBAKANDA	PV120332
MICRO IMPEX	PV00247452
MICRO IMPORTS & EXPORTS	PV00287636
MICRO INNOVATIONS	PV00202689
MICRO INSURANCE BROKERS	PV22274
MICRO INVESTMENT AND MARKETING	PV116371
MICRO IRRIGATION SYSTEMS	PV4347
MICRO LENDERS	PV107198
MICRO LIGHTING Z-K	PV130313
MICRO MAC FINANCE SOLUTIONS	PV74287
MICRO MACRO LOGISTICS	PV14294
MICRO MES ENTERPRISES	NF70
MICRO MINERALS	PV4570
MICRO NETWORD	PV62975
MICRO P C SOLUTIONS	PV18249
MICRO PACKAGING INDUSTRIES	PV5298
MICRO PLANT BIOTECHNOLOGY	PV00217714
MICRO POWER ENGINEERING	PV8166
