name	registration_no
EXCALIBUR	
EXCALIBUR INTERNATIONAL	PV00259094
EXCALIBUR PLASTIC LANKA	
EXCALIBUR SYSTEMS	PV00209922
EXCEED AGRO	PV00271509
EXCEED COATINGS & CHEMICALS	PV00250901
EXCEED ENGINEERING	PV00217181
EXCEED LANKA	PV105126
EXCEL  MOTORSOURCING	PV00240236
EXCEL AIR LINE SERVICES	PV10633
EXCEL BUSINESS VENTURES	PV6381
EXCEL CABS	PV10960
EXCEL CARE CONSORTIUM	PV13786
EXCEL CHEMICALS	PV16356
EXCEL CLOTHING	PV2436
EXCEL COLOUR GRAPHICS	PV76233
EXCEL CORPORATE SERVICES	PV131615
EXCEL CRATIONS	PV78811
EXCEL DISTRIBUTORS	PV12727
EXCEL ENGINEERING	PV72580
EXCEL ENTERTAINMENTS	
EXCEL EXPORTS	PV19576
EXCEL FLY	PV00277156
EXCEL FOODS LANKA	PV110243
EXCEL GIFT TRADING	PV00251013
EXCEL GLOBAL HOLDINGS	PV1625
EXCEL GROWTH LOGISTICS	PV73165
EXCEL HYDRO POWER	PV72429
EXCEL IMMIGRATION LAWYERS	PV00213719
EXCEL LANKA HOLDINGS	PV00243155
EXCEL LANKA INTERNATIONAL	PV91204
EXCEL LOGISTICS INTERNATIONAL	PV8243
EXCEL MARKTING SERVICES	PV72811
EXCEL MEGA AGRICULTURE AND FARMING	PV00264890
EXCEL METAL INDUSTRIES	PV21250
EXCEL NET CARGO	
EXCEL PACK	PV107497
EXCEL RESTAURANTS	PV9123
EXCEL SOFT	PV1424
EXCEL TECH CONSULTING	PV00225164
EXCEL TECHNOLOGY LANKA	PV14100
EXCEL TRADE LINK	PV00249578
EXCEL TRADING AGENCIES	PV8884
EXCEL TYPOGRAPHERS	PV21623
EXCEL VAST COLOMBO	PV1767
EXCEL VETCARE	PV00235429
EXCEL VISION	PV95086
EXCEL-QS	PV00272360
EXCELA  INTERNATIONAL	PV00292879
EXCELERON TECHNOLOGIES	
EXCELEXPO GLOBAL	PV00203588
EXCELL CONSTRUCTION	PV101723
EXCELLANCE COLLGE OF MANAGEMENT	PV98518
EXCELLENCE EDUCATION GUIDE	
EXCELLENCE FREIGHTS	PV00218629
EXCELLENCE GLOBAL TECHNOLOGY NETWORKS	PV111372
EXCELLENCE GLOBAL TRADING	PV116094
EXCELLENCE HOLDING	PV69682
EXCELLENCE IMPORT AND EXPORTERS	PV00282210
EXCELLENCE PRINTING SOLUTIONS	PV128736
EXCELLENCIUM POWER	PV00275164
EXCELLENT ACCOUNTING SYSTEMS	PV93813
EXCELLENT ALERT SECURITY & MAN POWER	PV101884
EXCELLENT APPAREL	PV83295
EXCELLENT APPS	PV00223251
EXCELLENT AUTOMOBILE	PV90167
EXCELLENT CORPORATE SOLUTIONS	PV109773
EXCELLENT EDUCATIONAL TECHNOLOGY	PV00218764
EXCELLENT ESSENCE	PV130672
EXCELLENT EURO TRADING	PV61026
EXCELLENT GLOBAL INSTITUTE	PV00251022
EXCELLENT HOME SOLUTIONS	PV00235440
EXCELLENT HOMES	PV89809
EXCELLENT HYBRID CARE	PV00263413
EXCELLENT I T SOLUTIONS	PV77934
EXCELLENT IMPORTS	PV00282693
EXCELLENT INDUSTRIAL CHEMICALS	PV493
EXCELLENT JOB SOLUTIONS	PV00208891
EXCELLENT LAND EXCHANGE AND BUILDERS	PV00216934
EXCELLENT LANDS HOLDINGS	PV94608
