name	registration_no
PAGAN''S	PV126726
PAGAN'S	PV126726
PAGANINI	PV00266474
PAGE - RITE EXPORTS	PV5115
PAGE ELECTRONICS	PV21680
PAGE ONE TRADING	PV7198
PAGE PROTECTIVE SERVICES LANKA	PV7062
PAGE TURNERS	PV00252718
PAGELIAO	PV131678
PAGERO LANKA	PV00252490
PAGES OF LIFE	PV68364
PAGHDAD NITHTS RESTAURANTS	PV82634
PAGO FOOTWARE INDUSTRIES	PV78295
PAGODA INTERNATIONAL	PV85672
PAGODA TEA ROOM	
PAGOMA FOOD MALL	PV11975
PAGOTA TEA COMPANY  [N(PVS) 39671]	PV6023
PAGRIK INTERNATIONAL	PV1836
