name	registration_no
PAM 2 INVESTMENTS	PV00237758
PAMALU  LEISURE	PV00203056
PAMANA	PV00231866
PAMANKADA ALUMINIUM	PV4646
PAMANKADE SPORTSMEN	PBG27
PAMARA	PV129421
PAMARK	PV00291882
PAMBAN EXPORTS	PV87817
PAMELA IMPORT & EXPORT COMPANY	PV129159
PAMELA INTERNATIONAL	PV91913
PAMERA ASSENNA GROUP	PV83815
PAMISHA	PV00282526
PAMODA DISTRIBUTOR	PV00230967
PAMODI FOOD PRODUCTS	PV00292953
PAMODYA`S	PV1931
PAMPER CARE RETREAT VILLA	PV00314306
PAMPLEMOUSSE	PV00323753
PAMRAK LANKA HOTEL	PV121150
PAMRO GLOBAL	PV00268713
PAMS POWER	PV12438
PAMUNUGAMA INVESTMENTS	PV00285822
PAMUNUGAMA LOGISTICS	PV112764
PAMUNUGAMA TRADING INTERNATIONAL	PV00218529
