name	registration_no
AMR BUSINESS	PV00278910
AMR PRODUCTS & DISTRIBUTORS	PV00287583
AMR TRADING	PV00259037
AMRA CLOTHING	PV00268399
AMRA COCO PRODUCTS	PV104563
AMRA LEAF FAMILY RESTAURANT	PV00269672
AMRA NIHON TRADING	PV00233335
AMRAFO GLASS INDUSTRIES	PV00257353
AMRAH TEAS	PV102438
AMRAK     EBEK	PV00295435
AMRAK HOME CARE SERVICES	PV00254815
AMRAPATHI MICRO CREDIT	PV112496
AMRAU INTERNATIONAL	PV130066
AMRAX ASIA INTERNATIONAL	PV00246175
AMREADY	PV00238384
AMRI ENTERPRISES	
AMRI RIVER COTTAGES BENTOTA	PV126137
AMRIAZ TRAVELS & TOURS	PV00295080
AMRIK	PV67694
AMRIT CONSULTANCY	
AMRITA INVEST	PV00212052
AMRITASADHANA	PV00221655
AMRITAYA GROUP	PV00223597
AMRITH INDIAN RECREATIONAL COMPLEX	PV11791
AMRITVIDYA	PV00221659
AMRO ENTERPRISES LANKA	PV83732
AMRO IMPEX	PV114483
AMRO INTERNATIONAL	PV6999
AMRO LOGISTICS	PV00290491
AMRO REFINER	PV97980
AMRON HOLDINGS	PV22151
AMROPACK	PV4545
AMROPACK SERVICES	PV77080
AMROW PROJECT MANAGEMENT SERVICES	PV60531
AMRUTHA GLOBAL SERVICES	PV131762
AMRUTHAM GEM & JEWELLERY INTERNATIONAL	PV94965
AMRY JAY TRADING	PV101981
AMRY TRADE	PV65574
