name	registration_no
AMI BIO AGRI PRODUCTS	
AMI CEYLON ENGINEERING	PV00251204
AMI HARDWARE	PV20393
AMI LANKA	PV65642
AMI LANKA IMPORTS	PV72354
AMI SHA ASSOCIATES	PV61685
AMIC ENGINEERS	PV106606
AMICA BUSINESS SOLUTIONS	PV123551
AMICI LEISURE	PV00228860
AMICIS HOLDINGS	PV122476
AMICO EXPORTS	PB1024
AMICO HOLDINGS	PV00249643
AMICO INDUSTRIES (CEYLON)	PV21885
AMICS 4	PV00224460
AMICUS	PV2657
AMID HOLDINGS	PV123070
AMIGA TECHNOLOGIES	PV00284369
AMIGAFIVE	PV00242014
AMIGO  SUPER	PV00274422
AMIGO	PV00257364
AMIGO HOLDINGS LANKA	PV00243535
AMIGO PHARMACEUTICALS	PV107009
AMIGO POLYMERS	PV71275
AMIGO STEELS	PV00284412
AMIGO TRADE & INVESTMENTS	PV00220251
AMIGO TRAVEL & TOURS GLOBAL INVESTMENT COMPANY	PV125400
AMIGOS INTERNATIONAL HOLDING	PV00202484
AMIGOS LANKA	PV18677
AMIGOS LOGISTICS LANKA	PV77495
AMIJAK	PV80816
AMIK LANKA INTERNATIONAL	PV109906
AMIL AUTO HUB	PV00269451
AMIL INDUSTRIES	PV70828
AMILA  METAL  INDUSTRIES	PV00209200
AMILA ABEYNAYAKE COMPANY	PV89251
AMILA AND NANDATHILAKE ENTERPRISES	PV14925
AMILA ASSOCIATES	PV12058
AMILA AUTO RENTALS	PV6723
AMILA DIGITAL TRADING	PV00244981
AMILA DISTRIBUTORS	PV124642
AMILA ENTERPRISES	PV88892
AMILA FREITHT FORWARDERS	PV17662
AMILA GLOBAL	PV00246662
AMILA HARDWARE	
AMILA HELA VEDA MADURA	GA00240386
AMILA MAPITIYA CONSTRUCTIONS	PV14063
AMILA MEDIA	PV00235887
AMILA MENDIS & COMPANY	PV64467
AMILA METAL CRAFT	PV00227650
AMILA RAJAKARUNA MUDIYANSE	
AMILA RATHNAYAKE PHOTOGRAPHY	PV00268606
AMILA SEAFOOD	PV00250690
AMILA SPORTS & BADMINTON ACADEMY	PV00286780
AMILA TRANSPORT	PV63398
AMILA TRANSPORT AND LOGISTICS	PV00204222
AMILA TYRE	PV14954
AMILA TYRE MART	PV13696
AMILA WATTAGE TRUST INVESTMENTS	PV00219085
AMILA WOOD WORKS	PV00290698
AMILAGURU	PV00217974
AMILDA TRADERS	PV00262919
AMILUL ISLAM CULTURAL CENTRE	PV00245643
AMIN CONSTRUCTION	NF558
AMIN G.C. CONSTRUCTIONS	PV6721
AMINA EXPRESS	PV80318
AMINAZ TRAVELS	PV18783
AMINOVIT	PV75785
AMINRU PROPERTY	PV00235384
AMINS	PV00291446
AMINTE ENTERTAINMENT	PV00270624
AMINVA LEISURE	PV113356
AMIQ INTERNATIONAL	PV66275
AMIRA CARGO SERVICE	PV00249754
AMIRADTS GROUP	PV00202977
AMIRADTS HOLIDAYS	PV00217775
AMIRADTS HOME	PV00213346
AMIRADTS PROPERTY	PV00213393
AMIRAJA  CEYLON	PV00285590
AMIRIS LANKA HOLDINGS	PV00241608
AMIRITHA INTERNATIONAL ENTERPRISES	PV109255
AMIRO INVESTIGATION SECURITY AND MANPOWER	PV16311
AMIRTHAM	PV00223699
AMIRTHAM FOOD PRODUCTS & EXPORTS	PV00289360
AMIRTHATHARA	PV00202974
AMIRTHIAH CONCEPT	PV83444
AMISHA SALOON & COSMETICS DISTRIBUTORS	PV00218374
AMIT SOLUTION	PV117439
AMITH CONSTRUCTION	PV00283126
AMITH GEMS	PV4245
AMITH HOLDINGS	PV120109
AMITH HOTEL INDUSTRY	PV00266049
AMITH TOURS AND TRAVELS	PV73790
AMITHA ABEYWICKRAMA MARKETING	PV62069
AMITHI POWER CONSULTANTS	PV20530
AMITY	PV16669
AMITY PHARMA	PV113764
AMITY RESORTS	PV96136
AMITZZ	PV00285464
AMIZADE CHALES	PV97873
AMIZAH CONSORTIUM	PV00206884
