name	registration_no
AMBA AGRO LANKA	PV00211847
AMBA COLLECTIVE	PV00218100
AMBA KOLA HOTEL	
AMBA MASK	PV00280621
AMBAARA CONSTRUCTIONS	PV131671
AMBAGAHAMULA HENA ECOLOGICAL FARM	PV109380
AMBAGAMMANA GROUP	PV104915
AMBAGAMUWA HYDRO POWER	PV94854
AMBAGAMUWA SANASA SHARE HOLDERS TRUST COMPANY	PB4870
AMBAGASDOWA HYDRO ENERGY	PV93238
AMBAKUBURA GRAPHITE	PV00254043
AMBAL JEWELLERY	PV00236919
AMBAL TRADE	PV107384
AMBALAMA LEISURE LOUNGE	PV12624
AMBALAMMANA HOLDINGS	PV00263117
AMBALANGTHOTA SANASA SHARE HOLDERS TRUST COMPANY	PB4900
AMBALATH GLOBAL TRADE	PV92250
AMBALAYA	PV00238009
AMBAN GANGA PLANT NURSERY	PV00217175
AMBANA RAPIDS HYDRO POWER	PV00212601
AMBANCO CONSTRUCTION	PV17733
AMBANCO HOUSING & DEVELOPMENTS	PV94682
AMBANGANGA KORALE ESTATE	PV00215482
AMBANPITIYA ESTATES	PV00200491
AMBANPITIYA PLANTATIONS NUMBER 4	PV00233025
AMBANPOLA FARMS	PV00221048
AMBARALUWA FOOD PROCESSING	PV94139
AMBARETREAT	PV78665
AMBARUPPA BROTHERS	PV15952
AMBARUPPA HARDWARE	PV78216
AMBASEVANA HOLDING	PV129459
AMBASEWANA CITY HOTEL 	PV72951
AMBASEWANA PRE SCHOOL	PV83173
AMBASEWANA WALAWWA	PV108127
AMBASSADOR SECURITY	PV93540
AMBASSADOR TEA	PV17015
AMBASSADOR''S SERVICES	PV113277
AMBASSADOR'S SERVICES	PV113277
AMBASSSADOR HOLDINGS	PV84850
AMBATENNA CHANNELLING CENTRE	PV00277923
AMBATREAT	PV95670
AMBAWAKA HYDROPOWER	PV102570
AMBAWALAGE DISTRIBUTORS	PV74369
AMBEAN ROOFING SYSTEMS	PV63680
AMBEDKAR RETAILERS	PV00284783
AMBEON CAPITAL	PB1090PQ
AMBEON HOLDINGS	PQ26
AMBER APPAREL	PV00281491
AMBER BUSINESS SOLUTIONS	PV00252153
AMBER CEYLON	PV00254041
AMBER CHEMICALS	PV84942
AMBER DIGITAL	PV00229850
AMBER ENERGY ASIA	PV91565
AMBER ENGINEERING CONSORTIUM	PV83907
AMBER HOLDINGS	PV00216240
AMBER HOUSE LANKA	PV98319
AMBER INTERNATIONAL	PV00200109
AMBER TRADING CEYLON	PV123059
AMBER VILLA	PV116980
AMBERRY LANKA	PV00204872
AMBEWELA FOOD PRODUCTS	PV00239008
AMBEWELA LIVESTOCK COMPANY	PB260
AMBEWELA PLANTATION	PV79614
AMBEWELA VILLAS AND FARMS	PV00238019
AMBEWELA WIND POWER	PV67438
AMBIANCE ELLA	PV123354
AMBIANZ	PV17905
AMBICA WINDSUN POWER LANKA	PV74240
AMBIENCE EVENTS & VACATIONS	
AMBIENT CREATIONS	PV00224191
AMBIENT LUXE UNPLUGGED	PV00213908
AMBIENT SOLUTION	PV00245400
AMBIENTE RESORT WELIGAMA	PV103542
AMBIGA JEWELLERS	PV20232
AMBIGA TRADING	PV00236073
AMBIGAA TEX	PV101202
AMBIHA GEM & JEWELLERY	PV00280837
AMBIKA CONSTRUCTION COMPANY	PV67898
AMBIKAI KALANCHIYAM	PV00219120
AMBITION HOSPITALITY	PV128609
AMBITIONS TEND	PV129555
AMBITIOUS DEVELOPERS	PV00205329
AMBOKKA HOLDINGS	PB4755
AMBOSMART	PV00279212
AMBREY RISK	PV99962
AMBRO HOLDING	PV00276912
AMBRO P V C	PV118073
AMBRONE	PV21647
AMBROSDEN RESOURCES	PV108133
AMBRUM HEALTH SOLUTIONS	PV00256124
AMBRUM SOLUTIONS	PV00222345
AMBSANG PERRY	PV00281357
AMBUJAM LANKA	PV86756
AMBULA CEYLON	PV00259998
AMBULA PRODUCTS	PV00223077
AMBULI INTERNATIONAL	PV00207007
AMBULI RICE MILL	PV00250013
