name	registration_no
FRO YO	PV90257
FROCE	PV00218627
FROCK-O INFINITE	PV00243940
FROGGY	PV128241
FROGMAN SECURITY	PV00216931
FROGMORE ESTATE	PV00246380
FROMTO	PV118000
FRONT CUBE	PV85276
FRONT DOOR	PV2905
FRONT LINE FOODS	PV89788
FRONT ROAR	PV00204916
FRONTECH ENGINEERING & CONSTRUCTIONS	PV00226225
FRONTERS	PV79211
FRONTIER 7 CEYLON	PV69098
FRONTIER 7 INTERNATIONAL	PV69461
FRONTIER ADVISORY	PV98273
FRONTIER AUTO IMPORTS	PV00290511
FRONTIER B P O	PV00210064
FRONTIER CAPITAL LANKA	PV74570
FRONTIER CONSULTANCY	PV00221463
FRONTIER DESTINATIONS	PV76197
FRONTIER DEVELOPMENTS	PV87210
FRONTIER HOLDINGS	PV17500
FRONTIER HORIZONS	PV95625
FRONTIER INTEL-SECURO TEAM	PV00225341
FRONTIER OPTIMA CONSULTING	PV00257917
FRONTIER SECRETARIAL HOUSE	PV00247988
FRONTIER SECRETARIAL SERVICES	PV80914
FRONTIER SECURTY & TRAVEL SERVICES	PV73120
FRONTIER SUPPLY HOLDINGS	PV00288804
FRONTIER TRADING INTERNATIONAL	PV79582
FRONTIERX VENTURES	PV00283433
FRONTLINE AIR CONDITIONING	PV00210130
FRONTLINE CARGO SERVICES	PV00240577
FRONTLINE INTERIOR SOLUTIONS	PV95968
FRONTLINE LOGISTICS	PV11750
FRONTLINE OUTDOOR ADVERTISING	PV19052
FRONTLINE PARK RESIDENCIES	PV65077
FRONTLINE PICTURES	PV00244489
FRONTLINE SHPPING	PV73657
FRONTLINE SOLUTIONS CONSULTANCY	PV00278183
FRONTLINE TRADERS LANKA	PV00250127
FRONTPIER	PV131565
FRONTRADE LANKA	PV103606
FROST COLOMBO	PV120541
FROST INDUSTRIES LANKA	PV108116
FROSTA LANKA	PV00282447
FROSTAIR COLD CARS	PV90572
FROSTAIRE COOLING SERVICES	PV75962
FROSTAIRE HOLDINGS	PV20122
FROSTAIRE INDUSTRIES	PV7799
FROSTAIRE LANKA	PV19921
FROSTAIRE MARKETING	PV5041
FROSTAIRE TECHNICAL COLLEGE	PV116941
FROSTAIRE TRADING	PV101014
FROSTEC REFRIGERATION	PV00231107
FROSTIES CREAMERY	PV129504
FROSTING QUEEN BAKER	PV00283708
FROSTY DISTRIBUTORS	PV65104
FROSTY MARKETING	PV15203
FROZEN FLY	PV00253717
FROZON APPLE	PV84904
