name	registration_no
ICO CEYLON	PV00285033
ICODE SOLUTIONS	PV00282920
ICOMM INTERNATIONAL LANKA	PV61602
ICOMMUNITY LANKA	GA00252067
ICON ACADEMIC CENTER	PV00203591
ICON ALERT	PV62423
ICON APPAREL	PV94707
ICON ASSOCIATES	PV123187
ICON BLOX	PV00234251
ICON BRANDS	PV79891
ICON CEYLON INTL	PV00277335
ICON COMPUTERS LANKA	PV823
ICON CREATIVE HOLDINGS	PV00212267
ICON D B S	PV15450
ICON DATA TECHNOLOGIES	PV120613
ICON DISTRIBUTORS	PV00280988
ICON ENGINEERING CONSTRUCTION	PV00268846
ICON GLOBAL GROUP	PV00229115
ICON HOMES	PV13600
ICON HR SOLUTIONS	PV00254303
ICON HYAT	PV00280729
ICON IMPEX	PV64791
ICON INDUSTRIES	PV00228256
ICON INTERNATIONAL	PV12781
ICON INTERNATIONAL B P O SOLUTIONS	PV00235944
ICON INVETMENT HOLDINGS	PV96381
ICON PREMIER APARTMENTS	PV119332
ICON RADIX	PV00245024
ICON READYMADE STEELS	PV129526
ICON WORKS	PV00247983
ICONE MARKETING	PV00276328
ICONFIG	PV00200569
ICONIC ADVERTISING	PV90323
ICONIC AUTO TRADING	PV00255279
ICONIC BEVERAGE INTERNATIONAL	PV85057
ICONIC BUILDERS	PV00277904
ICONIC CARS	PV00225468
ICONIC CEYLON	PV98008
ICONIC CONSTRUCTIONS	PV00225234
ICONIC DEVELOPMENTS	PV113294
ICONIC DEVICES	PV101586
ICONIC EDUCATION	PV00286102
ICONIC EMPLOYMENT	PV00274484
ICONIC GEM AND JEWELLERY	
ICONIC HOLDINGS	PV00208731
ICONIC HOMES LANKA	PV111680
ICONIC I T SOLUTIONS	PV00223188
ICONIC INNOVENT	PV00283154
ICONIC INTEL	PV00241211
ICONIC INTERIORS	PV00254922
ICONIC LAND HOLDINGS	PV00250944
ICONIC LANDMARK ENGINEERING	PV125409
ICONIC LINK HOLDINGS	PV00208214
ICONIC MANUFACTURING	PV00249266
ICONIC MEDIA	PV131174
ICONIC MEDIA SOLUTIONS	PV00268669
ICONIC PARTNERS	PV00240216
ICONIC PROPERTIES	PV00266059
ICONIC PROPERTY EIGHT	PV00229908
ICONIC PROPERTY EIGHTEEN	PV00229927
ICONIC PROPERTY FOUR	PV00229821
ICONIC PROPERTY FOURTEEN	PV00229917
ICONIC PROPERTY NINE	PV00229909
ICONIC PROPERTY ONE	PV00229818
ICONIC PROPERTY SEVEN	PV00229907
ICONIC PROPERTY SIX	PV00229906
ICONIC PROPERTY SIXTEEN	PV00229919
ICONIC PROPERTY TEN	PV00229910
ICONIC PROPERTY THIRTY	PV00265994
ICONIC PROPERTY THIRTY FOUR	PV00268706
ICONIC PROPERTY THIRTY ONE	PV00266456
ICONIC PROPERTY THIRTY THREE	PV00268514
ICONIC PROPERTY THREE	PV00229820
ICONIC PROPERTY TWELVE	PV00229912
ICONIC PROPERTY TWENTY	PV00229928
ICONIC PROPERTY TWENTY EIGHT	PV00229969
ICONIC PROPERTY TWENTY FOUR	PV00232530
ICONIC PROPERTY TWENTY NINE	PV00265995
ICONIC PROPERTY TWO	PV00229819
ICONIC RAWANA RESORTS	PV00209839
ICONIC REALTY	PV00248515
ICONIC TECHNOLOGIES	PV00243393
ICONIC TRAVELS & HOLIDAYS	PV102342
ICONIC VENTURES	PV00225044
ICONIQ EVENTS	PV00271221
ICONIQ ONE REALTY	PV00289423
ICONIQUE	PV00263685
ICONIQUE BUILDERS & CONSULTANTS	PV00204565
ICONIQUE GLOBAL	PV00238631
ICONIX LIFE STYLE	PV00270873
ICONIX TECH	PV00285579
ICONN HEALTHCARE	PV110175
ICONN MEDIA	PV102298
ICONNECT	PV86245
ICONOCLASTIC ASPIRANTS	PV127274
ICONSS GLOBAL	
ICORE TECHNOLOGY SOLUTIONS	PV84268
ICOSERVE ENGINEERING	PV118216
