name	registration_no
GORALINE IMPEX	PV101587
GORDEN CERAMICS	PV105361
GORDEN TEA COMPANY	PV15758
GORDON FOREIGN EDUCATIONAL CONSULTANCY	PV00260829
GORDON INTERNATIONAL TRADING AND CONSULTING CEYLON	PV14168
GORDON SYNDICATES	PV77253
GORDON VINTAGE TEAS CEYLON	PV2015
GORDON'S L K	PV00234167
GORDONCHRIS INTERNATIONAL	PV16360
GORDONE	
GOREAD	PV00244926
GORGEOUS GLOW AESTHETIC SKIN CLINIC	PV00262361
GORGEOUS LANKA TOURS	PV00211519
GORGEOUS PRODUCTIONS	PV103563
GORGEOUS SALONS	PV115727
GORGEOUS TRIMS INTERNATIONAL	PV129300
GORMITTHIYA INTERNATIONAL	PV62950
GORUK EXPORTERS	PV107909
