name	registration_no
DREAM  YOGA  RETREATS	PV00221542
DREAM & DEVELOP ENTERPRISES	PV00235023
DREAM - BIZ INTERNATIONAL	PV83450
DREAM 2030	PV125913
DREAM 4 INNOVATIONS	PV00227364
DREAM ART ADVERTISING	
DREAM ART GLOBAL	PV00244965
DREAM AUTO TRAVELS	PV00285830
DREAM BABY	PV82823
DREAM BABY CARE	PV00241586
DREAM BABY MARKETING	PV84413
DREAM BAG	PV00282028
DREAM BAZAR	PV00282523
DREAM BEACH RESORT	PV19822
DREAM BEACH TANGALLE	PV00221970
DREAM BLOSSOMS	PV95274
DREAM BODY	PV84437
DREAM BUILDERS	PV8329
DREAM CATCHERS	PV00284295
DREAM CEYLON TRAVEL AND HOLIDAYS	PV00208905
DREAM CHOICE	PV00282403
DREAM CITY CHILLS	PV00280076
DREAM CITY GARDEN	PV00279936
DREAM CITY HOTEL	PV00266602
DREAM CONTRACTORS	PV00241819
DREAM DESTINATION LEISURE	PV00262462
DREAM DESTINATION TOURISM	PV00258016
DREAM DESTINATION TRAVELS & TOURS	PV00235476
DREAM DESTINATIONS D M C	PV00219583
DREAM DEVS	PV00245097
DREAM ECO LIVING	PV00264792
DREAM EMPIRE	PV83998
DREAM ENERGY	PV00265168
DREAM ESTATE CONSORTIUM	PV117507
DREAM FACTORY	PV00225512
DREAM FACTORY CAKES	PV00245849
DREAM FLASH	PV00280915
DREAM FOOD WORKS	PV96195
DREAM FOREST	PV00278419
DREAM GATE HOLDINGS	PV00289046
DREAM GIRL SALON AND ACADEMY	PV00277353
DREAM GLOBAL GROUP OF COMPANY	PV00265692
DREAM GROUP CLOTHING	PV00272396
DREAM GUIDE INTERNATIONAL	PV115967
DREAM HOLIDAY TRAVEL & TOURS	
DREAM HOLIDAYS	PV9316
DREAM HOME BUILDERS	PV00251839
DREAM HOME CONSTRUCTION	PV105876
DREAM HOME ENGINEERING GROUP	PV00219993
DREAM HOME HOUSING SCHEME	PV80611
DREAM HOMES & BUILDING CONSTRUCTIONS	PV00262329
DREAM HOMES DESIGN & INTERIORS	PV118482
DREAM HOMES MARBLE & GRANITE	PV97693
DREAM HOUSE BUILDERS	PV130281
DREAM HOUSE DEVELOPMENT	PV00204670
DREAM HOUSE TANGALLE	PV00282494
DREAM I T WORLD	
DREAM IMPORTERS & EXPORTERS	PV89165
DREAM INN	PV65035
DREAM INN SPA	PV00289413
DREAM INVESTMENT & BUSINESS	PV00214734
DREAM IT PARK	PV00268498
DREAM IT SOLUTIONS	PV00255433
DREAM JAPAN JAPANESE LANGUAGE INSTITUTE	PV00259070
DREAM LAB	PV00225800
DREAM LAND REAL ESTATE	
DREAM LANDS AND PROPERTY MANAGEMENT	PV131402
DREAM LANKA ENGINEERING & CONSTRUCTION	PV00243679
DREAM LANKA HOLDINGS	PV00250633
DREAM LANKA TOURS & TRAVELS	PV00206551
DREAM LIFE COMPANY	PV00276877
DREAM LIFE CONSULTANTS	PV126848
DREAM LIFE FOUNDATION	GL00273941
DREAM LIFE INVESTMENT	PV00232470
DREAM LIFE SCIENCE	PV13583
DREAM LIGHTING	PV129240
DREAM LINE GARMENT	PV79178
DREAM LINE INTERNATIONAL	PV00257953
DREAM LINEN	PV108188
DREAM LUXE SALOON & SPA	PV00215874
DREAM MAKERS TOURS	PV82869
DREAM MANAGEMENT	PV00277231
DREAM MARINE	PV72322
DREAM MARK LANKA	PV00275601
DREAM MASTER TRAVEL AND TOUR	PV00287025
DREAM MERCHANTS	PV00203593
DREAM MICRO CREDIT	PV128344
DREAM MOBILE	PV00246221
DREAM NATURE TOURS	PV00273487
DREAM O.E.M. SOLUTIONS	PV66823
DREAM OF SUNNY LIFE	PV109866
DREAM ONE HERBAL SPA	PV00208492
DREAM ORGANIC PLANTATION	PV00245215
DREAM PAINT	PV67047
DREAM PARADISE BEACH HOTEL 	PV00203155
DREAM PARADISE CONSTRUCTION	PV00234437
DREAM PATH	PV118565
DREAM PHARMA	PV66702
DREAM PLANET	PV00221261
DREAM REAL ESTATE	PV00281262
DREAM RICH DESIGNS & CONSTRUCTIONS	PV00241249
DREAM SERENDIB	PV80600
DREAM STONES	PV00287366
DREAM TEAM	PV00253700
DREAM TEAM ADVERTISING SOLUTIONS	PV117949
DREAM TEAM CREATIONS	PV62740
DREAM TEAM EVENTS	PV00288058
DREAM TEAM HOME CARE	PV00234070
DREAM TEAM MEDIA	PV00258099
DREAM TEAM STUDIO	PV00279167
DREAM TOUCH	PV00262218
DREAM TRAVELS & HOLIDAYS	PV85112
DREAM TRAVELS & TOURS	PV61822
DREAM TRAVELS. LK	PV00209315
DREAM VACATIONS	PV1173
DREAM VISA CONSULTANTS	PV00282756
DREAM VISUALS	PV00259521
DREAM WALLET INVESTMENTS	PV00223339
DREAM WATER	PV00255516
DREAM WAY AGENCY	PV00278390
DREAM WAY CONSULTANCY	PV00271084
DREAM WAY LUXURY TRAVELS & TOURS	PV00285627
DREAM WEAR INTERNATIONAL	PV76157
DREAM WEB HOST	PV00250614
DREAM WHEELS	PV00208408
DREAM WOOD PLANTATION	PV00250884
DREAM WORKS	PV00281780
DREAM WORKS GRANITE AND MARBLE	PV00203489
DREAM WORLD DIGITAL	PV00229287
DREAM YOUR SPACE	PV00271177
DREAM.LK ENTERTAINMENTS	PV00270618
DREAMAN	PV00240006
DREAMAX CEYLON	PV130853
DREAMCLUB	PV109672
DREAMER'S DESTINATION FOOT CARE, SPA & SALOON	PV00224648
DREAMERS COLLEGE OF HIGHER EDUCATION	
DREAMERS LODGE	PV00212760
DREAMERS PLUS INTERNATIONAL	PV00258721
DREAMERS' DALE	PV102521
DREAMERS'' DALE	PV102521
DREAMFLY LK	PV00290000
DREAMHILL	PV83110
DREAMHOUSE PRODUCTIONS	PV122614
DREAMING ASIA 	PV78571
DREAMJ	PV00260424
DREAMLAND.LK	PV00255577
DREAMLINE BOARDS	PV126060
DREAMMART ONLINE OPPORTUNITIES AND CONSULTANT SERVICES	
DREAMOGO CONSULTANCY	PV00257899
DREAMOGRAPHERS	PV00255991
DREAMRACKETS SPORTS	PV00259653
DREAMRON BEAUTICIANS' ASSOCIATION	GL2154
DREAMRON COLLEGE OF ART AND BEAUTY	PV3436
