name	registration_no
TUR LANKA HOLDINGS	PV00220525
TURACO WORLD	PV00223729
TURANA  GROUP	PV00210283
TURBAN FAMILY RESTAURANT	PV00277997
TURBAN SAND & SOIL AGGREGATES	PV00288749
TURBANS LANKA	PV00234321
TURBINE VENTILATION SYSTEMS	PV4964
TURBO CHEMICAL INDUSTRIES	PV00277812
TURBO CITY	PV62337
TURBO DYNAMIC TECHNICAL SERVICES	PV00222797
TURBO GROUP CIVIL ENGINEERING CONSTRUCTION	PV98568
TURBO HYBRID LANKA	PV123923
TURBO LANKA	PV00285771
TURBO LANKA ENGINEERING	PV00221716
TURBO LEED LANKA	PV00218217
TURBO MART	PV00243427
TURBO MASTER KADAWATHA	PV00297630
TURBO POWER LANKA	PV00274272
TURBO SHINE	PV00287404
TURBOLUXE	PV00242977
TURBOMED ASIA	PV00279840
TURBOMED COLOMBO	PV00290515
TURF RESTAURANT	PV114091
TURING DESIGN LABS	PV00245077
TURKEY CHEF	
TURKISH AIRLINES INC	FC1243
TURKISH TRADING	PV75093
TURKIYE - CEYLON BUSINESS CHAMBER	GA3028
TURKY TEN ENGINEERING CONSULTANTS	PV131314
TURN 2 KEY	PV00244551
TURN KEY HOLDINGS	PV00254315
TURN POINT INTERNATIONAL	PV16210
TURNBERRY CAPITAL	PV130977
TURNER & WINKER ASSOCIATES CEYLON	PV102153
TURNER CAPITAL	PV85098
TURNER ENGINEERING	PV97245
TURNER TECHNOLOGIES	PV00283519
TURNEY BISCUIT MANUFACTURERS	PV13648
TURNKEY DESIGN LABS	PV111902
TURNKEY HOUSING DEVELOPMENT	PV16411
TURNKEY SOLUTIONS LANKA	PV00236295
TURNTHETIDE	PV00254625
TURPS TREE	PV00213156
TURQUOISE DEVELOPERS	PV00232955
TURQUOISE LANKA	PV79729
TURRET COURT HOLDINGS	PV60628
TURRET GEM AND JEWEL	PV21100
TURRET LUXURY	PV00216924
TURRET PROPERTIES	PV97601
TURRET TRADING COMPANY	PV99700
TURTLE BAY BEACH RESORT	PV00258858
TURTLE BAY LANKA	PV00244231
TURTLE BAY REKAWA	PV89397
TURTLE BEACH VILLA	PV114130
TURTLE CONSERVATION PROJECT	GA2304
TURTLE DOVE GLOBAL SOURCING	PV68917
TURTLE SEA INTERNATIONAL	PV00292421
TURTLES IN THE OCEAN	PV00292210
TURTLES RADIO NETWORKS  INTERNATIONAL	PV00241515
TURTTY'S   EDUCATIONAL   SERVICES	PV00217733
TURYAA	PV6690
