name	registration_no
WHIMSEY	PV00227139
WHIMSICAL ADORNMENTS	PV00313844
WHIMSICAL EXACT	PV124010
WHIMSICAL WONDER	PV00309727
WHIMSICALWITS	PV00304045
WHINCHAT LANKA	PV00260490
WHIPSMART BUSINESS ADVISORY SERVICES	PV00282725
WHIPSMART BUSINESS SOLUTIONS	PV00268329
WHIPSMART CORPORATE SERVICES	PV00270064
WHIRLWIND WALK	
WHISK WELIGAMA	PV00319734
WHISKEY POINT PROPERTIES	PV90458
WHISKY POINT BREAK	PV91728
WHISPERING PALMS	PV69714
WHISPERING WOODS FORESTRY	PV17352
WHISPERY GREENS VILLA	PV00315177
WHISTLE GLOBAL	PV00291321
WHISTLING HOG SMOKEHOUSE	PV00244525
WHITE  KING  CHEM  INTERNATIONAL	PV00278251
WHITE  LIGHT	PV00210695
WHITE & GLORY	PV00227372
WHITE & GREEN HOLDINGS	PV00252799
WHITE AND BLACK COLLECTION	PV00201927
WHITE APPLE SOLUTIONS	PV00205203
WHITE ARENA	PV65764
WHITE AURA	PV00255144
WHITE AVENUE	PV103728
WHITE BAY	PV85928
WHITE BEAUTY PHARMA	PV00205628
WHITE BEAUTY SALON	PV00203917
WHITE BOAT	PV101607
WHITE BUFFALO PROPERTIES	PV111866
WHITE CAMPUS	PV00254214
WHITE CLOTH	PV92604
WHITE COAL	PV69432
WHITE COLLARS CORPORATE SOLUTIONS	PV103475
WHITE DESIGN & CONSTRUCTIONS	PV00210869
WHITE EAGLE	PV86481
WHITE ELEPHANT HOLDINGS	PV00246202
WHITE ELEPHANTS FAMILY	PV00292150
WHITE FACE HOTEL	PV00273334
WHITE FLOWER COSMETICS	PV00297777
WHITE FOOD	PV00233415
WHITE FOREST BEACH	PV93664
WHITE FOX STUDIOS	PV00267832
WHITE FROST INTL	PV111911
WHITE HEATHER VILLA	PV95315
WHITE HERITAGE SPA	PV00306577
WHITE HORSE INTERNATIONAL	PV97488
WHITE HORSE SHIPPING	PV104251
WHITE HOUSE MOUNT VILLA	PV00239029
WHITE HOUSE PAPER COMPANY 1	PB3770
WHITE HOUSE PICTURES	PV00263349
WHITE HOUSE RECEPTION HALL	PV00300066
WHITE HOUSE TANGALLE	PV90009
WHITE LIBELLE	PV00204294
WHITE LINK	PV00212856
WHITE LION	PV00280599
WHITE LOTUS HOTELS & TOURS	PV00222423
WHITE LOTUS PRINTERS	PV105974
WHITE LOTUS RESTAURANT	PV00304678
WHITE LOTUS SPA	PV00206849
WHITE NELUM	PV00275373
WHITE PALACE BANQUET HALL	PV00277698
WHITE PALACE INTERNATIONAL	PV00211383
WHITE PAPA CHAIN OF HOLDINGS	PV00266467
WHITE PAPER	PV80162
WHITE PARADISE	PV00257961
WHITE PEARL ENTERPRISES	PV00244768
WHITE PEARL TRADING	PV00277379
WHITE PHOENIX	
WHITE RABBIT	PV00269740
WHITE RAY HOLDING	PV00295482
WHITE RIBBON COMPANY	PV105032
WHITE RIVER ENTERPRISES	PV98688
WHITE SAND BEACH HOLDINGS	PV74204
WHITE SAND VILLAS	PV78083
WHITE SMART TRADERS	PV88644
WHITE SPACE INTERNATIONAL	PV00271962
WHITE STAG	PV00315842
WHITE STALLION HOLDINGS	PV00252125
WHITE STAR GLOBAL EDUCATION	PV131478
WHITE STAR WEB SOLUTIONS	PV114441
WHITE STONE	PV73710
WHITE STONE HOTEL AND RESORT	PV100022
WHITE STONE VILLAS	PV117443
WHITE SWAN	PV65884
WHITE SWORD TRADING LANKA	PV79791
WHITE TOWER	PV78846
WHITE TREE RESTAURANT	
WHITE VILLA BOLGODA	PV00270995
WHITE VILLA RESIDENCE	PV00260851
WHITE WALK	PV00285904
WHITE WATER	PV00213363
WHITE WAY ENTERPRISES	PV00307152
WHITE WEAR	NF270
WHITE-COLLAR HOLDINGS	PV00285400
WHITECROW INTERNATIONAL	PV124304
WHITEFIELD ADVERTISING	PV122187
WHITEGLOW	PV90460
WHITEGLOW DIGITAL	PV00223153
WHITEHILL ASSOCIATES	NF572
WHITEHILLS ASSOCIATES LANKA	PV17135
WHITELEAF	PV00253172
WHITELIFE ADVERTISEMENT	PV00276165
WHITELINE CEYLON	PV00203375
WHITEMARK CO-ORDINATING SERVICES	PV00221167
WHITEON BUILDERS	PV00255113
WHITEROCK GLOBAL SOLUTIONS	PV00290250
WHITES INTERNATIONAL COMPANY	PV96276
WHITESPACE ENGINEERING CONSULTANTS	PV00229449
WHITESPACE INSTITUTE	PV00304919
WHITESTONE REAL ESTATE	PV00278485
WHITEWATT ELECTRICAL	PV00250775
WHITEWAY INTERNATIONAL	PV00272226
WHITEWISH BEAUTY	PV00280525
WHITEWISH COSMATIC	PV00313223
WHITTALL BOUSTEAD	PV31
WHITTEX APPAREL	PV00314470
WHIZ GLOBAL BUSINESS SOLUTIONS	PV123085
WHIZ GLOBAL CONSULTANTS	PV00268023
WHIZ MARINE SOLUTIONS	PV00304416
WHIZ SHIPPING SERVICES	PV00288295
WHIZ TOURS & TRAVELS	PV00307233
WHIZCHAIN	PV00234823
WHIZKIDS	PV90211
WHIZLOGIC	PV62680
WHIZZ CONSULTANTS	PV125763
WHIZZ TRADE LANKA	PV00257233
