name	registration_no
POL - CEYLON CONSULTING	PV00214408
POL RUPPAWA MOTEL	PV84643
POL STAFFRONS	PV4869
POLA INTERNATIONAL	PV00281944
POLACTO COCORICH	PV00243199
POLAN TEA	PV94248
POLAND LANGUAGE & CULTURAL CENTER COLOMBO 	PV111793
POLAR INK TECHNOLOGIES	PV119685
POLARE LABS	PV00237631
POLARIS COLLECTIVE	PV00281480
POLARIS ICE	PV84830
POLARIS LANKA	PV00258640
POLARIS LANKA ENGINEERING	PV00201080
POLARIS LOGISTICS	PV64128
POLARIS SHIPPING LANKA	PV00205046
POLARIS TRADING AND ENGINEERING	PV21186
POLARISTEK	PV00268188
POLARTRIX	PV00249515
POLATEX GARMENT ACCESSORIES	PV6184
POLATHU PELA	PV80444
POLEK TRADE CENTRE	PV1370
POLESTAR GUARDS SECURITY & INVESTIGATIONS	PV81980
POLGAMPALA DISTRIBUTORS	PV00277384
POLGAS KANDA WATTA	PV3667
POLGOLLA AUTOMOBILE SERVICE STATION	PV00202162
POLGOLLA HYDRO POWER	PV112793
POLHENA ESTATE MANAGEMENT SERVICES	PV112643
POLHENA HOLDINGS	PV00215403
POLHENA REEF GARDENS HOTEL	PV4989
POLHENA SURF	PV00244675
POLICTA PACKAGING	PV69254
POLICY DIALOGUE INITIATIVE	GA00270752
POLICY IN ACTION	PV73291
POLICY OFF	PV90142
POLICY RESEARCH SERVICES	GL00262319
POLICYARK RESEARCH CENTRE	PV00274069
POLIKTO PACKAGING	PV123540
POLIN PACKAGING	PV81865
POLIPTO LANKA	PV68859
POLISH LANGUAGE INSTITUTE	PV62705
POLIT WIN	PV00224430
POLKORATUWA RICE MILL	PV00243639
POLKOTUWA FAMILY CARE	PV00213919
POLKOTUWA INTERNATIONAL	PB00200031
POLLEN STUDIO	PV98306
POLMATICA	PV00239328
POLO LANKA	
POLO LANKA APPAREL	
POLO RETAIL	PV00256810
POLO VENTURES	PV00287344
POLONHENA ENGINEERING	PV00214649
POLONIX INTERNATIONAL	PV110279
POLONNARUWA CHIDREAN''S PROGRAM (GURANTEE)	GL2300
POLONNARUWA CHIDREAN'S PROGRAM (GURANTEE)	GL2300
POLONNARUWA DISTRICT CHAMBER OF COMMERCE , INDUSTRY AND AGRICULTURE	GA251
POLONNARUWA HI - TECH DAIRY LANKA	PV98445
POLONNARUWA HI -TECH DAIRY FARM	PV94549
POLONNARUWA RICE PRODUCT	PV113700
POLPALAKETIYA FINANCE COMPANY	PV62981
POLPITHIGAMA PLANTATION	PV00250038
POLPITHIGAMA SANASA SHARE HOLDERS TRUST COMPANY	PB4992
POLSON ENTERPRISES	NF158
POLTECH (CEYLON) COMPANY	PB1312
POLUMER PRODUCTS INDUSTRIES	PV84077
POLWATTA ECO POWER	PV00287561
POLWATTA PLANT NURSERY	PV00250379
POLY - K - AMERICA INC.	NF402
POLY BAGS STREAM LANKA	PV00267516
POLY CHEM LANKA	PV10672
POLY CREATIONS	PV4549
POLY KITES	PV00269420
POLY LANKA	PV10255
POLY TRADING	PV00275816
POLY VINCENT	NF88
POLY WING	PV87644
POLY-CYCLE	PV4782
POLYACE MANUFACTURERS	PV89638
POLYCAMPUS	
POLYCHEM HOLDINGS	PV00205737
POLYCHEM PRODUCTS	PV67730
POLYCHROME GRAPHICS	PV78207
POLYCRAFT ENGINEERING	PV63301
POLYCRAFT LANKA	PV15028
POLYCROM CHEMICALS	PV00250725
POLYCROM INDUSTRIAL FINE CHEMICALS	PV7660
POLYCROME (ELECTRICAL) INDUSTRIES	PV17985
POLYCROME CABLE MANAGEMENT SYSTEM	PV88341
POLYCROME HOLDINGS	PV88099
POLYCROWN	PV00262962
POLYDEX	PV1865
POLYDIME INTERNATIONAL	PV4793
POLYDIME PLASTICS INDUSTRIES	PV00259900
POLYFILMS MARKETING	PV3760
POLYGLAZE	PV7851
POLYGON AGRO	PV132118
POLYGON HOLDINGS	PV99068
POLYGON SOLUTIONS	PV00241600
POLYKAR P V C INDUSTRIES	PV00241648
POLYMATE	PV7865
POLYMATH CAMPUS	PV00237651
POLYMATH COLLEGE	PV63200
POLYMAX INDUSTRIES	PV00203639
POLYMER COLOR	PV830
POLYMER INDUSTRIAL SOLUTIONS	PV120509
POLYMER TECHNOLOGIES	PV2468
POLYMERTEC PLASTIC	PV90753
POLYMET SA (S) PTE	FC1040
POLYNOVA	PV00264701
POLYPACK C E I MARKETING	PB678
POLYPACKAGING INDUSTRIES	PV407
POLYPAK SECCO	PB820
POLYSAXKS SHARJAH	PV64053
POLYTECH PLASTICS	PV109536
POLYTECHNICAL AND VOCATIONAL TRAINING INSTITUTE	PV00240309
POLYTEX PROPERTIES & INVESTMENTS	PB5442
POLYTONE COLOUR GROUP	PV110330
POLYZON INDUSTRIES	PV94957
