name	registration_no
THUDELLA HOLDINGS	PV95031
THUDUGALA GRAPHICS PUBLICATIONS	PV17790
THUDUGALA INDUSTRIES	PV112309
THUDUWA CAMP	PV94308
THUDUWAWATHTHAGE HOLDINGS	PV00237764
THUFA TRADING	PV00205856
THUHINA TOURS & TRAVEL	PV00208594
THULANI SOLUTIONS	PV84107
THULASE HOLDINGS	PV00272679
THULASI	PV101112
THULASI AGRICULTURE	PV00207640
THULASI AND SPA	PV00210425
THULASI COMMERCIAL	PV00206762
THULASI COSMETICS	PV00206861
THULASI FOOD	PV00240959
THULASI ORGANIC	PV00207280
THULASI SAMBARANI	PV00204440
THULI SOFTWARE	PV00239147
THULSARA INTERNATIONAL	PV00216988
THULSI AYURVEDIC MEDICAL CENTER	PV130060
THUMBAGEDARA VILLA	PV99066
THUMBBIRD INTERNATIONAL	PB4859
THUMBELINA GARDENS	PV00222115
THUMBS UP	
THUMIRU LANKA HOLDINGS	PV00224148
THUMP FOOD DISTRIBUTORS	PV00285064
THUMSETHA PHARMACY	PV74424
THUMULA ONESTOP	PV00229992
THUNDER AND NEON	PV9509
THUNDER AND NEON MARKETING	PV18858
THUNDER HOLDINGS	PV70912
THUNDER POWER SECURITY & INVESTIGATION SERVICES	PV68158
THUNDER TRADING INTERNATIONAL COMPANY	PV69642
THUNDERBOLT RECRUITMENT	PV00263323
THUNDERCLOUD SECURITY SERVICES	PV103404
THUNDERMAC	PV00247368
THUNDERSPORTZ	PV00215229
THUNDOLA FARM AND AGRI TOURISM INTERNATIONAL	PV00287816
THUNKK SOLUTIONS	PV91862
THURAISINGHAM ASSOCIATES	PV00284730
THURANGA EXPORTERS AND IMPORTERS	PV00250658
THURAVI	PV00245638
THURICH COMPANY	NF219
THURITHAM DIGITAL MARKETING AND MEDIA NETWORK	PV00281450
THURKA INTERNATIONAL	PV75631
THURKGA TEMPLE CONSTRUCTION	PV00275885
THURKKA TRANSPORT	PV00290634
THURKKAA ENTERPRISES	PV00291165
THURKKAI AMMAN	PV00267536
THURSTAN COLLEGE SWIMMING POOL COMPLEX MANAGEMENT COMPANY	GA227
THURU SEVANA HOTEL	PV85980
THURU SEWANA WELLNESS CENTER	PV00258710
THURU VIYANA	PV00237244
THURULIYA  CEYLON SPA	PV00204711
THURULIYA HOLDINGS	PV103930
THURULIYA INVESTMENT	PV89182
THURULIYA SEWANA SALON & SPA	PV00217509
THURULIYA TRADING	PV00258526
THURUSEVANA RESTAURANT & HOLIDAY INN	PV73501
THURUSHAKTHI	PV88992
THURUSIRI	PV106309
THURYAA WOMEN'S DRUMS ENSEMBLE AND ENTERTAINMENT	PV00294036
THUSA TRAVELS & TOURS	PV00280092
THUSARA HOLDINGS	PV00211946
THUSARE TALKINE HANDS	GL2312
THUSELCO CONSTRUCTION	PV00226175
THUSELCO HOLDINGS	PV132146
THUSHA BEAUTY CARE & ACADEMY	PV00296938
THUSHADEE INTERNATIONAL	PV124339
THUSHAN CONSTRUCTION	PV00283523
THUSHAN INVESTMENT	PV79341
THUSHANS` FISH	PV63395
THUSHARA  LAND SALES COMPANY	PV00217239
THUSHARA ART & CRAFT	PV00282949
THUSHARA AUTO PARTS	PV00205595
THUSHARA BRIDAL AND AARIWORK	PV00256926
THUSHARA CONSTRUCTION	PV00209293
THUSHARA ELECTRONICS	PV72359
THUSHARA ENTERPRISES	PV126092
THUSHARA FILLING STATION	PV00232200
THUSHARA FINANCE	PV21187
THUSHARA GEMS AND DIAMOND INTERNATIONAL	PV00290459
THUSHARA HOLDINGS	PV00236751
THUSHARA MEGA	PV16405
THUSHARA MONEY EXCHANGE	PV61122
THUSHARA ROOFING	PV13721
THUSHARA SPICES TRADING	PV00208759
THUSHARA STATIONARY & BOOKS	PV00231549
THUSHARA TRADING INTERNATIONAL	PV100106
THUSHARI & SON FILLING STATION	PV00295321
THUSHARI & SONS	PV128354
THUSHARI PLANTATIONS	PV93325
THUSHINI ENTERPRISES	PV99866
THUSITHA AQUARIUM	PV00214834
THUSITHA BANDARA CONSTRUCTION	
THUSITHA BOOK SHOP	PV2389
THUSITHA CREDIT	PV00214193
THUSITHA GRAPHICS	PV00245700
THUSITHA INVESTMENTS	PV98940
THUSMILA LANKA	
THUSY ENGINEERING	PV97882
THUURYA HAIR & SPA	PV126634
THUVARAGAI	PV00295318
THUWAN SEEDS FARM	PV00259831
