name	registration_no
MOOD HOLDINGS	PV00259399
MOODFORCODE	PV00238398
MOODI APPAREL AND FASHION	PV00254944
MOODS	PV12162
MOODY MOON	PV00297554
MOODYS INVESTMENT	PV00208448
MOOFLIFE	PV00277685
MOOI	PV00241402
MOOLANS INTERNATIONAL	PV00209775
MOOMBA	PV00283566
MOON & SUN ADVERTISING	PV98942
MOON	PV00266761
MOON AND ROSE	PV00281637
MOON BEAM INVESTMENT	PV00217874
MOON BEANS LANKA	PV00212761
MOON BEAUTY CARE	PV1986
MOON CABLE SYSTEM	PV81891
MOON CARPET	PV00250964
MOON CREATION	PV00253106
MOON CRESCENT	
MOON DIGITAL	PV00276310
MOON DISTRIBUTORS	PV00258001
MOON EDUCATION CENTER	PV00287121
MOON IN SUN HOLDINGS	PV96497
MOON LAKE RESORT	PV4765
MOON LANKA INTERNATIONAL	PV117522
MOON LIGHT BEEDI COMPANY	PV70962
MOON LIGHT HOTEL	PV76584
MOON LIGHT RESTAURENT AND SPA	PV106863
MOON LIGHT SNACK'S SPRINT	PV00225152
MOON MART	PV00226028
MOON MEDIA	
MOON MOBILE STORE	PV00257999
MOON PHARMACY	PV00250700
MOON PLUS STARS	PV00283960
MOON PRODUCTION	PV00287301
MOON RAISE PRODUCTS	PV00265773
MOON SEA	PV00296255
MOON SHINE	PV00202900
MOON STAR HOLDINGS	PV96586
MOON STAR MOBILES	PV89372
MOON STAR TRADING COMPANY	PV86694
MOON TRADING COMPANY	PV72726
MOON VENTURE INVESTMENTS	PV00282112
MOON WHITE	PV00261326
MOONAMALGAHA WATTA	PV91380
MOONBEAM	PV00298718
MOONBEAMS PRODUCTIONS & RESTAURANT	PV00264230
MOONCHEF	PV128017
MOONE  WELIGAMA	PV00203537
MOONFLEET	PV65284
MOONGATE	PV00220375
MOONHEART ACADEMY	
MOONIAK	PV104150
MOONK APPAREL	
MOONLIGHT AUTO TRADERS	PV00259954
MOONLIGHT BATIK INDUSTRIES	PV17511
MOONLIGHT BRAND CANDLES	PV00271282
MOONLIGHT HOLIDAYS	PV00297716
MOONLIGHT IMPEX	PV118616
MOONLIGHT IMPORTS AND EXPORTS	PV00259594
MOONLIGHT LANKA	PV00230671
MOONLIGHT RESORT	PV00224273
MOONLIT POWER	PV106053
MOONLIT STUDIO	PV00298531
MOONMIN VALLEY	PV87915
MOONPAVO	PV00254011
MOONRISE HOLIDAYS	PV00276515
MOONRISE UNIVERSE	PV92475
MOONROCK	PV00253921
MOONSHADOW NATURALS	PV00232009
MOONSHINE ESTATES	PV00239055
MOONSHINE TRADING	PV00241666
MOONSTANDERS CONSULTING	PV00234803
MOONSTAR GROOM DESIGNER	PV126925
MOONSTONE ASIA	PV00278731
MOONSTONE CONSUMER INTERNATIONAL	PV68972
MOONSTONE COST CONSULTANTS	PV94246
MOONSTONE HOLDINGS	PV00221251
MOONSTONE MOVIE	PV64971
MOONSTONE PROPERTY DEVELOPERS	PV119346
MOONSTRIKE CAPITAL PARTNERS	
MOONWALK COMPANY	PV111118
MOOR ONE	PV78743
MOORE CONSULTING	PV125722
MOORE LPO SERVICES	PV00283013
MOORLAND ENGINEERING	PV00250404
MOOROCK PLANTATION	PV00252141
MOORTHY & SONS TOURISM	PV00274526
MOORUP TECHNOLOGY LANKA	PV00215754
MOOS DIGITAL SCHOOL	PV00247156
MOOSA HOLDINGS	PV00204742
MOOSAJEE SONS	PV19903
MOOSAJEES	PV7767
MOOSII TEX	PV00286184
MOOT INVESTMENTS	PB581PV
MOOT MANOR	PV116157
