name	registration_no
MOM MARKETING SERVICES	PV00313820
MOM N DAD	PV00279207
MOM N KIDS	PV00253441
MOM TEX	
MOM TOYS LANKA	PV00227952
MOM'S DREAMS INTERNATIONAL	PV00241884
MOM'S EXPRESS	PV00237746
MOM'S HUG	PV00228084
MOM'S J	PV00234940
MOMA ADVISORY	PV00272443
MOMACO	PV84051
MOMENT 4 HOLIDAYS	PV00222886
MOMENT PLUS	PV00246544
MOMENTO HOLDINGS	PV00221256
MOMENTO INVESTMENTS	PV00220579
MOMENTO MANAGEMENT	PV00322384
MOMENTO TECHNOLOGIES	PV91328
MOMENTOS ENTERTAINMENT	PV88620
MOMENTOUS ADVISORY SERVICES	PV00208697
MOMENTOUS EVENTS	PV87395
MOMENTRO  	PV104120
MOMENTS WITH STYLE	PV103402
MOMENTUM  INTERNATIONAL  SKILL  MANAGEMENT  ACADEMY	
MOMENTUM	PV00312921
MOMENTUM EVENTS	PV00327925
MOMENTUM HEALTHCARE 	PV117455
MOMENTUM INTERNATIONAL	PV102623
MOMENTUM TECHNOLOGIES LANKA	PV00201749
MOMENTUM THREADS	PV00323977
MOMENTZ FORERVER	PV88348
MOMIJI LANKA COMPANY	PV106612
MOMMA & TOMMA'S HAPPY MUTT	GL00267671
MOMMY 'S SCHOOL	PV00260149
MOMMY ANGEL	PV00295165
MOMMY MARKET	PV00205774
MOMMY'S CLUB	PV00273952
MOMO BROS	
MOMO CAFE	PV00271401
MOMO CREATIONS	PV119881
MOMO INTERNATIONAL	PV00248087
MOMO INVESTMENT	PV100550
MOMO TECH SERVICES	PV00315361
MOMOS BY RUVI	PV00212055
MOMOYA RESTAURANT	PV00312984
MOMO`S RESTURANTS	PV76383
MOMS DO BUSINESS	PV00209557
MOM’S ENTERPRISE	PV00240969
MOM’S MAGIC	
