name	registration_no
DYNA FIBERGEN	PV00256850
DYNAC	PV86209
DYNACOM ELECTRONICS	PV3654
DYNACOM ENGINEERING	PV8901
DYNACORE TRADE LINK	PV122072
DYNAGRO	PV16890
DYNAMAS	PV104901
DYNAMED	PV00224130
DYNAMEX LOGISTICS	PV00238081
DYNAMIC  SOLUTION  EXPERT	PV00229366
DYNAMIC A V EVENTS	PV108312
DYNAMIC A V TECHNOLOGIES	PV64937
DYNAMIC APPAREL BRANDS	PV00259619
DYNAMIC APPAREL EXPORTS	PV61288
DYNAMIC ASSOCIATES	PV11218
DYNAMIC AUTO SOLUTIONS	
DYNAMIC CLEANING SERVICES	PV12853
DYNAMIC CLOTHING	PV71158
DYNAMIC CONSTRUCTIONS INTERNATIONAL	PV00201411
DYNAMIC CONSULTING INTEGRATED	PV00259136
DYNAMIC DIARIES PHOTOGRAPHY	
DYNAMIC EFFECT ADVERTISING SERVICES	PV86310
DYNAMIC ENERGIES	PV68883
DYNAMIC ENERGY HOLDINGS	PV00224005
DYNAMIC ENGINEERING SERVICES	PV00279510
DYNAMIC FABRIC SPECTRUM	PV63839
DYNAMIC FITNESS SOLUTIONS	PV00262530
DYNAMIC FOUR B.T.L	PV102757
DYNAMIC GLOBAL VENTURES	PV00239302
DYNAMIC GREEN PLANTATIONS	PV00262877
DYNAMIC HEALTHCARE	PV00228616
DYNAMIC HOLDINGS LANKA	PV121783
DYNAMIC INDUSTRIES	PV111161
DYNAMIC INTERNATIONAL ACADEMY	PV00289464
DYNAMIC INVESTMENT & TRADING	PV118119
DYNAMIC INVESTMENT HOLDINGS	PV74579
DYNAMIC LANKA TOURS	PV00226084
DYNAMIC LOGISTICS	PV73911
DYNAMIC MARINE LOGISTIC	PV83769
DYNAMIC MARKETING AND LOGISTICS	PV00248144
DYNAMIC MARTIAL ARTS AND SPORTS	PV00243791
DYNAMIC MEDIA LANKA	PV86669
DYNAMIC MOTORS	PV00242312
DYNAMIC OMICRON	PV95194
DYNAMIC OMICRON FOODS	PV00238271
DYNAMIC OMICRON PROPERTY	PV00226620
DYNAMIC PHARMACEUTICALS	
DYNAMIC POWER ENGINEERING	PV00263122
DYNAMIC PRINTERS	PV00248369
DYNAMIC ROOFING SOLUTIONS	PV116125
DYNAMIC SECURITY SYSTEMS	PV5431
DYNAMIC SELECTION	PV120702
DYNAMIC SERVICE AND DISTRIBUTORS	PV105395
DYNAMIC SIGHT	PV70186
DYNAMIC SOLUTIONS	PV14101
DYNAMIC SPACE EDGE	PV00224016
DYNAMIC SPARES	PV00269101
DYNAMIC SPIZE CEYLON	PV00260409
DYNAMIC STRATEGIES LANKA	PV109097
DYNAMIC SUPPLIERS	PV102606
DYNAMIC TECH HOLDINGS	PV110172
DYNAMIC TECH SOLUTIONS	PV00278023
DYNAMIC TECHNOLOGIES	PV1495
DYNAMIC TRADING LANKA	PV75453
DYNAMIC TRAVEL AND AVIATION	PV00218178
DYNAMIC VENTURE CAPITAL	PV00294443
DYNAMIC VENTURES & CONSULTANCY	PV117211
DYNAMICS AUTO TECH	PV00290785
DYNAMICS CORPORATION	PV00210563
DYNAMICS HEALTH RCM	PV00290689
DYNAMICS L.K.	PV00240105
DYNAMICS POWER	PV00278135
DYNAMIK SERVICES	PV00257445
DYNAMIX BOOKS	PV78464
DYNAMIX BUSINESS SCHOOL	PV66613
DYNAMIX INTERNATIONAL CONSULTANCY	PV18195
DYNAMO INTERNATIONAL	PV00298658
DYNAMO SOLARS	PV00255469
DYNANET	PB364
DYNARGO PLANTATION	PV8542
DYNARIS HOLDINGS	PV17400
DYNASTY DEVELOPMENTS	PV14081
DYNASTY ENTERPRISES	
DYNASTY GEM	PV00293727
DYNATEC	PV11025
DYNATEC COMMUNICATIONS	PV00257695
DYNATECH INTERNATIONAL	PV117503
DYNAVISION BROADCASTING COMPANY	PV20733
DYNAWASH	PV7155PB
DYNAWEB SERVICES	PV16782
DYNESSCO INTERNATIONAL	PV00293987
DYNFIX	PV00235176
DYNOMIC FREIGHT SYSTEMS	PV111596
DYNOTECH SOLUTIONS	PV00275182
DYNOVUS SOLUTIONS	PV61921
