name	registration_no
AUBOWAN CHINA GROUP OF COMPANY	PV84211
AUTO JAPAN UWASA LANKA	PV16263
AUTOSPACE	PV00278897
AURA HAFEE GROUP	PV00265070
AUTARKY HOLDINGS	PV00236426
AUTO MATE LANKA	PV00217724
AUTOZONE TRADING	PV00265149
AURA FAMILY GALORE	PV00225103
AUTOBAHN	PV127450
AUDITRO CONSULTANCY	PV00235208
AUS LANKA CONSTRUCTION	PV79657
AUSLANKA TEA	PV87230
AUTOBAHN	PV127450
AUSTGROW DESIGN AND PRINTING COMPANY	PV95850
AUTO MIRAI	
AUSTRALIA INSTITUTE OF SCIENCE & TECHNOLOGY	
AUSSIE LIFE EDUCATION	PV00276710
AUSIN GROUP LANKA	PV102433
AUTHENTIC CEYLON SPICE	PV00229190
AUZZIE SOLAR PARTNERS	PV00288737
AURO LANKA HOTELS AND RESORTS	PV72186
AUTO TRADES INTERNATIONAL	PV6741
AUTO SERVICES DAMBULLA	PV6465
AURORA BROTHERS	PV00280576
AUROUS SOLUTIONS	PV00212414
AUCTUS TECHNOLOGIES	PV112831
AUDACITY	PV00262907
AUSENTT	PV00285318
AUVELLA	PV00257083
AURA AIRLINES	PV00224259
AUTO SERVICES DAMBULLA	PV6465
AUTOMATIC DOOR SOLUTIONS	PV00257754
AURORA LANKA TRAVELS	PV00215712
AUX LIFE SCIENCES	PV00260330
AURA SALON AND FINEST CARE	PV00288128
AUTOMOTIVE.CO	PV00259018
AUS P.C. DISTRIBUTORS	PV6911
AUTO NATION	PV00259784
AUTO SMART	PV00284613
AUTO COMPONENTS INTERNATIONAL	PV00215675
AUTO CREDIT	
AUSTRALIASIAN AGRICULTURE GROUP	PV93235
AUTHENTIC HOLDINGS	PV118068
AUTOTECHNICA	PV73585
AUTOMEN LANKA	PV129557
AUTOMAC MOTORS	PV00289045
AURUM BIO PHARMA	PV00281226
AUTUMN SUNSHINE PROPERTIES	PV70427
AUTO MIRAJ TRADING	PV95855
AUTO - POINT LANKA	PV129623
AUSTRIYA PRINTING	PV112377
AURALIYA	PV4623
AUTOPOINT	PB1569
AUTO PHOENIX LANKA	PV103317
AUTHENTIC HOLDINGS	PV118068
AUSWORK	PV00216590
AUTO CLEAN MOTORS	PV00267541
AUTOSAFE	PV81250
AUTO WHEELS LANKA	PV121144
AUTO RENT	PV13804
AUTODIRECT	PV00288476
AUTO RENT	PV13804
AURA CONCEPTS	PV126068
