name	registration_no
GLABOUR ENTERPRISES	PV65357
GLACEE	PV00265322
GLAD SHIFRA	PV00288943
GLAD WE TALK	PV00282660
GLADE SKYLARK	PV00207662
GLADIATOR INTERNATIONAL	PV21159
GLADIOLUS LANKA	PV00281494
GLADIUS CONSULTANTS	PV00249523
GLADIUS INTERNATIONAL	PV00263106
GLADIUS TRAVELS AND TOURS	PV00266495
GLADSTONE CAPITAL	PV00215509
GLAFEX HOLDINGS	PV00243035
GLAH LANKA	PV00200181
GLAM BY NILAKSHI	PV00302615
GLAM EVENTS DESTINATION MANAGEMENT	PV111794
GLAM EXTENSION	PV00323347
GLAM HOLDINGS	PV76890
GLAMARGE	PV00328863
GLAMMED SOLUTIONS	PV00310001
GLAMMY BOUTIQUE	PV00255421
GLAMOROUS GALLERIA	PV00310371
GLAMOROUS GRACE	PV00309567
GLAMOROUS LANKA HOLIDAYS	PV00229477
GLAMOUR & GLOW CEYLON	PV00298209
GLAMOUR ARENA	PV00270088
GLAMOUR ASIA TRAVELS & TOURS	PV00276952
GLAMOUR BY KALPI	PV00249982
GLAMOUR DE CEYLON TRAVELS	PV99071
GLAMOUR FAIRNESS BY VONDIL	PV00260567
GLAMOUR FASHION PARADISE	PV95748
GLAMOUR FOIL BALLOONS	PV00241216
GLAMOUR GATE	PV00288641
GLAMOUR GLOW	PV00265830
GLAMOUR LANKA	PV95416
GLAMOUR POINT	PV00311569
GLAMOUR PUSS	PV00320668
GLAMOUR RICH BEAUTY SOLUTIONS	PV00257421
GLAMOUR STONES	PV123979
GLAMOUR VALLEY	PV00264224
GLAMOUR WASHING	PV81531
GLAMOURA BEAUTY STORE	PV00309868
GLAMOURIQ	PV00318172
GLAMOURS ACCESSORIES	PV00267481
GLAMOURS COSMETICS	PV00267483
GLAMOURTH	PV00277350
GLAMPING	PV97825
GLAMS WAY	PV00319263
GLAMVOGUE	PV00307019
GLAN VENTURES	PV00289702
GLANCE B D O	PV112093
GLANCE THE FACTORY COLLECTION	PV00314379
GLANCE THE LUXURY BEAUTY CARE	PV00329498
GLANCE THE LUXURY BEAUTY STORE	PV00275784
GLANDIX INTERNATIONAL	PV00223088
GLANNCORE LANKA	PV00292666
GLANRICH	PV96306
GLANZ LANKA	PV69652
GLANZE ENGINEERING	PV21439
GLASENBERG HOLDINGS	PV115449
GLASENCE ASSET MANAGEMENT SERVICES	PV70180
GLASENCE ENGINEERING CONSTRUCTION	PV77341
GLASGOW GARDEN	PV00210304
GLASGOW HOTEL	PV125950
GLASS CRAFT	PV86793
GLASS EAGLES	PV119318
GLASS EXPERTS	PV5754
GLASS GARDEN. LK	PV00268772
GLASS HOUSE	PV79014
GLASS HOUSE HOSPITALITY	PV114362
GLASS HOUSE LABORATORIES	PV00243269
GLASS MART	PV119275
GLASS POINT	PV00304285
GLASS POWER	PV00289114
GLASS SPLASHBACKS LANKA	PV126896
GLASS SPOT SKIN CARE	
GLASSES.LK HOLDINGS	PV110276
GLASSGARD	PV84790
GLASSGLOW INTERNATIONAL	PV73548
GLASSROOFING SERVICE	PV00283743
GLASTO TRADING	
GLASTONBURY COLLEGE	PV00270092
GLAUCUS FASHION	PV00254826
GLAXICO HEALTHCARE	PV00304837
GLAXOSMITHKLINE PHARMACEUTICALS	PV105536
GLAXY INTERNATIONAL	PV89106
GLAYZE INTERNATIONAL	PV00316230
GLAZE AND CLAAD	PV00200343
GLAZE ENTERPRISES	PV00321887
GLAZE GLOBAL	PV00229210
GLAZE PREPRESS SERVICES	PV123533
