name	registration_no
WEE - OYA HYDRO POWER	PV97152
WEE TECHNOLOGY SOLUTION	
WEEARI LABS	PV00219128
WEEBEE'S HOSTEL & BAR	PV00207366
WEEBREAKK	PV00236675
WEEDAGAMA CEYLON	
WEEGAS LANKA HEAVY MACHINERY	PV130498
WEEGO SMART	PV00243162
WEEHENA AGRICULTURAL ESTATES	PV88753
WEEHENA AGRO PRODUCTS	PV9060
WEEHENA ANIMAL NUTRITION	PV97211
WEEHENA BREEDERS	PV7597
WEEHENA FARM	PV7605
WEEHENA LANKA	PV00221259
WEEHENA RICE PRODUCTS	PV123067
WEEKEND RUSH	PV94118
WEEKLEY INVESTMENTS	PV00239016
WEELS LANKA TRADING	
WEELS TRANSPORTATION	PB5259
WEER HOLDINGS VENTURES	PV00213737
WEERA - WARDANA EDUCATIONAL AND CULTURAL TRUST	GA2920
WEERA GEMUNU	PV71912
WEERA INDUSTRIES	PV2423
WEERA LANKA ENTERPRISES	PV101129
WEERA TRADING	PV00229033
WEERA TRIM & GRAPHICS	PV94048
WEERA VILLA HOLIDAY RESORT	PV00264383
WEERADIWAKARA STORES	PV104170
WEERAKANDURA CINNAMON PLANTATIONS	PV00231515
WEERAKETIYA SANASA SHARE HOLDERS TRUST COMPANY	PB4897
WEERAKETIYA VICTORY LANKA INVESTMENT	PV116586
WEERAKKODY BIO FUEL	PV125394
WEERAKKODY PLANTAION	PV77112
WEERAKON SPICES	PV00286723
WEERAKOON HOLDINGS	PV5404
WEERAKOON PLANTATIONS & REAL ESTATES	PV00204540
WEERAKOON PROPERTIES	PV63734
WEERALANKA AGRO FARM	
WEERAMBUGEDARA SANASA SHARE HOLDERS TRUST COMPANY	PB4873
WEERAPURA HOLDING	PV00220410
WEERARATHNA & SONS	PV00248353
WEERARATHNA BROTHERS ENTERPRISES	PV111303
WEERARATHNE IMPEX	PV92605
WEERARATNE CEYLON GROUP OF COMPANIES	PV00292854
WEERARATNE INDUSTRIES	PV7619
WEERARATNE MOVERS AND ENTERPRISES	PV16437
WEERARATNE STORES	PV3311
WEERARATNE SUPER CENTER	PV13074
WEERASEKARA CONSTRUCTION	PV00209903
WEERASEKARA HOLDINGS	PV00204349
WEERASEKARA MANAGEMENT SERVICES	PV109441
WEERASEKARA PLANTATIONS	PV00203499
WEERASEKARA TRADING	PV74478
WEERASINGHA CONSTRUCTION COMPANY	PV00254913
WEERASINGHA GEMS AND LAPIDARY	PV00200050
WEERASINGHE & TRADING INTERNATIONAL	PV00207316
WEERASINGHE AUTO SMART	PV85218
WEERASINGHE BROTHERS	PV00269942
WEERASINGHE ENTERPRISES	PV00206478
WEERASINGHE GEMS LANKA	PV62941
WEERASINGHE GROUP EXPORT & PACKING COMPANY	PV127764
WEERASINGHE HARDWARE AMBALANTOTA	PV00265256
WEERASINGHE HOLDINGS	PV84225
WEERASINGHE INDUSTRIES	PV1678
WEERASINGHE INVESTMENT AND PROPERTY	PV124108
WEERASINGHE MANPOWER SUPPLIERS	PV12015
WEERASINGHE MARKETING	PV75651
WEERASINGHE MEDICARE	PV00224858
WEERASINGHE PUTHRA INVESTMENT	PB262
WEERASINGHE TRUST INVESTMENTS	PV00221869
WEERASINGHE VENTURES	PV00240777
WEERASIRI HOLDINGS	PV110734
WEERASIRI TRADING COMPANY	PV19542
WEERASOORIYA BUILDERS	PV471
WEERASOORIYA ENTERPRISES	PV00289478
WEERASUNDARA AND SONS LANKA	PV124324
WEERASURIYA PAWNING CENTRE	PV00267762
WEERATHUNGA CONSTRUCTION	PV00233806
WEERATHUNGA ELECTRICALS	PV00201132
WEERATHUNGA ENTERPRISES	PV00266306
WEERAWARDANA ASSOCIATES	PV17643
WEERAWARDANA CEYLON INDUSTRIES	PV91399
WEERIYA DEVELOPMENT AND BUSINESS	PV00233083
WEERO ENTERTAINMENT	PV00247926
WEERODARA ENTERPRISES	PV11987
WEERODARA MANUFACTURING	PV00289990
WEERODARA STATIONERY	PV19189
WEETRAA HOLDINGS	PV00225401
