name	registration_no
WEI CHENG NETWORK	PV97651
WEI GLOBAL	PV00272412
WEI RECRUITMENTS	PV00280547
WEIGAO EQUIPMENT MANAGEMENT AND MAINTENANCE	PV00275694
WEIGH - RIGHT	PV70274
WEIGH MASTER ENGINEERING	PV64975
WEIGH-TECH	PV887
WEIGHT MASTER INTERNATIONAL	PV5442
WEIGHTRONICS SERVICES	PV62557
WEIGHTTRONICS	PV16520
WEIHAI LANKA	PV123896
WEINMAN GROUP	PV00251289
