name	registration_no
ORA	PV78747
ORA AUSTRALIA	PV00279868
ORA CORPORATION LANKA	PB5405
ORA CREATIONS	PV00290945
ORA GLOBAL	PV00271588
ORA SERENITY	PV105301
ORAAYN X	PV00254827
ORACLE ACADEMY	PV00256500
ORACLE CREATIONS	PV00231256
ORACLE CROP CARE HOLDINGS	PV00263934
ORACLE INVESTMENTS	PV76495
ORACLE MAN POWER	PV00253585
ORACLE MARKETING	PV79299
ORACLE ORANGE	PV00262498
ORACLE PACKAGING	PV81989
ORACLE SCHOOL OF DEDICATED LEANING	PV96247
ORACLE SECURITY SERVICES	PV99793
ORACLE TECH	PV00224687
ORACLE TRADING LANKA	PV84263
ORACLE TRAVELS	PV00203745
ORACLE WINNERS	PV00281125
ORACTA SECURITIES & SERVICES	PV00221179
ORAGE  INTERNATIONAL	PV00273706
ORAK INTERNATINOAL	PV67376
ORAKLO GLOBAL SECURITY SERVICES	PV130796
ORAL AURAL	PV78989
ORALCLE LANKA DEVELOPMENT	PV126470
ORAM	PV105248
ORAMA CEYLON	PV00209830
ORANCO	PV69252
ORANDA  CONSTRUCTION	PV00289172
ORANGE AERO SPACE TECHNOLOGIES	PV21628
ORANGE AND LIME CAFE RESTAURANT	PV00226191
ORANGE BTL ADVERTISING	
ORANGE CAR SALE	PV96176
ORANGE CHILD DEVELOPMENT CAMPUS	PV121924
ORANGE COMMODITIES	PV64085
ORANGE COUNTRY	PV86205
ORANGE COUNTRY INVESTMENT	PV00230511
ORANGE ELECTRONICS	PV00272958
ORANGE ELEPHANT HOSPITALITY	PV00214316
ORANGE ENGINEERING	PV00207663
ORANGE FASHIONS	PV71589
ORANGE G S M	PV7382
ORANGE GLOBAL MARKETING	PV81986
ORANGE GREEN ECO	PV72296
ORANGE GROVE ESTATES	PV18624
ORANGE I T SOLUTIONS	PV109431
ORANGE INTERIOR	PV00238742
ORANGE INTERNATIONAL	PV00205703
ORANGE INTERNATIONAL MARKETING	PV00263928
ORANGE ISLAND	PV89666
ORANGE LANKA GENERAL	PV00232243
ORANGE LATEX	PV00258677
ORANGE LEAF HOLDINGS	PV104469
ORANGE MANUFACTURING	PV00277775
ORANGE MAX	PV116732
ORANGE MAX DESTINATION	PV00211900
ORANGE MEET	PV75562
ORANGE MINERAL WATER	PV123476
ORANGE MOBILE.LK	PV00288988
ORANGE RESTAURANT	PV111556
ORANGE SOFTWARE	PV6236
ORANGE VALLEY	PV00231716
ORANGO	PV00266606
ORANMA	PV68679
ORANMO	PV68288
ORANTA AGRI TRADING COMPANY	PV66679
ORANTA COIR	PV85776
ORANTA LANKA	PV73152
ORANUS AQUA	PV00206093
ORASA GREEN	PV00241014
ORASA TRADING	PV61796
ORATION CITY CAMPUS	PV00260744
ORAVA	PV3736
ORAVEL TECHNOLOGY & HOSPITALITY LANKA	PV00207247
ORAYAN HOLDINGS	PV85653
ORAZ INTERNATIONAL PROPERTY DEVELOPERS AND CONSTRUCTION	PV98958
