name	registration_no
ORCA	GA2212
ORCAM HEALTHCARE	PV00221945
ORCHARD AND GROUP NETWORKS	PV00227286
ORCHARD CAPITAL	PV97978
ORCHARD GALLERY	PV78004
ORCHARD HOLDINGS	PV00233129
ORCHARD HOUSE	PV90202
ORCHARD PARK PROPERTY DEVELOPERS	PV120730
ORCHARD TRADING	PV73861
ORCHARD URBAN HOUSING DEVELOPMENT COMPANY	PV102331
ORCHID BIOINFORMATICS	PV94627
ORCHID CIRCLE OF CEYLON	GA2189
ORCHID COLLECTION	PV15165
ORCHID EXECUTIVE AVIATION SERVICES	PV00233508
ORCHID EXPORTS	PV2169
ORCHID FOOT SPA	PV72578
ORCHID HOME HOLDINGS	PV00208317
ORCHID HOTELS & HOLIDAYS	PV98635
ORCHID HOUSE BOUTIQUE	PV102896
ORCHID INCOMING TRAVEL AND TOURS	PV00289404
ORCHID INTERNATIONAL	PV66073
ORCHID LANKA HOLDINGS	PV119237
ORCHID LANKA IMPORT	PV00217685
ORCHID LODGE	PV218
ORCHID MOTORS	PV110973
ORCHID PHARMACEUTICALS	PB3769
ORCHID PLASTIC	PV72100
ORCHID REAL ESTATE	PV00247922
ORCHID RESIDENCE	PV104927
ORCHID RESTAURANT	PV80823
ORCHID TRANSPORTATION	PV77028
ORCHID TRAVEL LANKA	PV102131
ORCHIDEA LANKA INVESTMENT	PV131756
ORCHIDS  LANKA INTERNATIONAL	PV00201475
ORCHIDS & AQUATICS	PV00284024
ORCHIDS LUXURY SALON & SPA	PV00285795
ORCHIDS REALITY INTERNATIONAL	PV00210926
ORCHIDS VINTAGE	PV00223189
ORCUS SOLUTIONS	PV119692
