name	registration_no
JET & SUIT	PV00284193
JET ARROW	PV00209874
JET BUSINESS COMPANY HOLDING	PV112572
JET CAPITAL	PV00239213
JET CARE INTERNATIONAL	PV00231502
JET CARGO LOGISTICS	PV16015
JET CEYLON WORLDWIDE  	PV00200971
JET CLOUD	PV00211058
JET EXPRESS DELIVERIES	PV116187
JET FEATHER TRAVELS	PV108419
JET FIRE HOLDINGS	PV00251375
JET FORWARDING LANKA	PV00222722
JET FORWARDING LANKA LK	PV00276021
JET LANKA DISTRIBUTORS	PV00220598
JET LANKA FOOD	PV00262981
JET LANKA HARDWARE	PV00239239
JET LANKA JOURNEY	PV00294120
JET LINE DOMESTIC JOBS	PV00247813
JET LINER RESTAURANT AND TOURIST INN	PV109403
JET MATCH COMPANY	PV6558
JET PAPERS	PV00202894
JET QUEEN SPA & FOOT CARE	PV00207224
JET SEA LANKA	PV131770
JET SEA LOGISTICS	PV00258082
JET SKI RIDERS ASSOCIATION	PV00266513
JET SKY	PV00209326
JET STEEL	PV2357
JET STREAM AIR CONDITION ENGINEERING	PV90350
JET TAXI	PV115954
JET TEAM	PV00248943
JET TRADING ENTERPRISES	PV77922
JET WATER SPORTS	PV108583
JET WHEELS	PV00293426
JET WORLD LANKA TRAVELS & TOURS	PV00223645
JETAA	PV122425
JETBLACK APPAREL	PV00200977
JETEX FULFILMENT SERVICES	PV131950
JETFORM TECHNOLOGIES	PV62397
JETHER PHARMACEUTICALS INDUSTRIES	PV00224028
JETHRO PHARMACEUTICALS INTERNATIONAL	PV20754
JETHVIDU RENT A CAR & AUTO PARTS	PV00266854
JETLEAF HOLDINGS	PV00215112
JETLEAF TRAVELS	PV00232388
JETLINE TOURS & TRAVELS	PV120262
JETLINE TRADING	PV00296103
JETMO HOLDING	PV00279406
JETMO STEEL INDUSTRIES	PV102474
JETMO STEEL ROLLING	PV63789
JETOON HOLDINGS	PV00238299
JETRO JAPAN INSTRUMENTS	PV103591
JETROMART	PV62910
JETRONS PRO HOLDING	PV00261704
JETROWS ENERGY & REALTY	PV113423
JETRUDE TOURS AND TRAVELS	PV127029
JETS TRADING	PV63547
JETSETTER HOLIDAYS	PV00215701
JETSHOPPER	PV92342
JETSON LANKA	PV65790
JETSTREAM TRAVEL	PV00227748
JETTEL LANKA	PV67054
JETTERS PUB	PV123912
JETTO TRADING INTERNATIONAL	PV124149
JETTS ENGINEERING	PV00289997
JETTS FITNESS	PV00231423
JETTWIN TRADING COMPANY	PV00220821
JETWASH	PV84704
JETWAY MARKETING	PV00229993
JETWHEEL MOTORS	PV84887
JETWING ACADEMY	PV00235227
JETWING ADVENTURES	PV76382
JETWING AIR	PV10604
JETWING AIRLINES	PV10718
JETWING CITY	PV20490
JETWING EVENTS	PV10798
JETWING HOTELS	PB843
JETWING HOTELS MANAGEMENT SERVICES	PV10838
JETWING KADURUKETHA	PV89001
JETWING RELIEF FUND	GL91
JETWING SYMPHONY	PVPB13254PQ
JETWING TRAVELS	PV12080
JETZ PHARMA	PV00260140
