name	registration_no
JENA GEM EXPORTERS & LAPIDARY SERVICES	PV00265979
JENADEE AYURVEDA	PV00242979
JENAT EMPORIUM	PV105572
JENCIL	PV00266600
JENDO INNOVATIONS	PV106491
JENEFA LANKA	PV86745
JENEUSE	PV69636
JENNATH  TRADING	PV00277011
JENNATH COLLEGE	PV14103
JENNEST	PV00251771
JENNINGS INTERNATIONAL COLLEGE	PV4434
JENNINGS SCHOOL NETWORK	PV00215024
JENNY RITCHIE GLOBAL SOLUTIONS	PV74643
JENNY YU	PV00200465
JENOSAN CONSTRUCTION	PV00259497
JENSON LIFECARE	PV118715
JENTING TRAVELS	PV126710
JENTLY APPARELS	PV128355
JENTLY AUTO NATION	PV00267100
JENUK TRAVELS	PV00272732
JENUL AUTO PARTS	PV00217043
JENUVINS IMPEX	PV00235885
JENYS	PV00264216
