name	registration_no
DINA AUTOMOTIVE LANKA	PV00281214
DINA JAYA INVESTMENTS	PV127623
DINA MOBILE CITY	
DINA PRIMA HOLDINGS	PV126272
DINA TRADERS	PV16028
DINAGI LANKA	PV86239
DINAH & BROTHERS INTERNATIONAL	PV00273096
DINAJAYA FURNITURE AND ELECTRICALS	PV00245004
DINAKA ENGINEERING SERVICES	PV00242881
DINAKARA CONSTRUCTION	PV00210501
DINAKARA SOLAR POWER	PV114957
DINAKARA TRUST INVESTMENT	PV98136
DINAL	PV10305
DINAL HOLDINGS	PV00212438
DINALI TRADING	PV00281857
DINALKA HOLDINGS	PV90332
DINANI TEA CO.	PV00240609
DINANNYA CONSTRUCTION	PV103459
DINAPALA	PV14801
DINAPALA ELECTRONICS	PV9038
DINAPALA IMPORTS	PV00235551
DINAPALA KURUNEGALA	PV102480
DINAPALA PERADENIYA	PV102487
DINAPALA PROPERTIES	PV78258
DINARA ENTERPRISES	PV94127
DINARA FOOTWEAR AND CLOTHING	PV00287920
DINARA HOMES  & CONSTRUCTION	PV00247982
DINARA MEDICAL CENTRE AND NURSING HOME	PV21206
DINARO LANKA EXPORTS	PV00210315
DINASA	PV97602
DINASARA ENTERPRISES	PV00248832
DINASIRI INDUSTRIES	PV00289838
DINASO HOLDINGS	PV00239273
DINASRI ELECTRICALS & LIGHTING	PV00209516
DINASTA MICRO CREDIT	PV106344
DINASTIYA	PV00268339
DINATH MARINE SERVICE	PV00269937
DINATHA	PV104407
DINATHA PRINTERS	PV117856
DINAVI POWER	PV68929
DINAYA GRAMEEN	PV125907
DINAYA HOLDING ENTERPRISE	PV00235051
DINAYA INTERNATIONAL	PV00279266
DINCO CONCRETE WORKS	PV126984
DINDON LANKA	PV00234949
DINE & DIVINE	PV00252081
DINE L K	PV81336
DINE MOR KANDY	PV19141
DINE MORE DELIVERY	PV99724
DINE MORE PIZZA AND FRIED CHICKEN	PV18990
DINE MORE WATTALA	PV103512
DINE WELL	PV00248164
DINEETH HOLDINGS	PV124752
DINEHUTZ	
DINEK INTERNATIONAL	PV00203609
DINEKA GROUP	PV61036
DINELKA PRO-VET	PV95363
DINENA FASHION	PV00209615
DINER 69 PUB & RESTAURANT	PV00264814
DINESA CONSUMER CREDIT	PV127364
DINESH APPARELS	PV1685
DINESH AUTO TRADERS	PV76754
DINESH BUILDERS	PV00272133
DINESH CAR TRADERS	PV80580
DINESH DISTRIBUTORS	PV61815
DINESH ENTERPRISES SECURITY INVESTIGATE SERVICE	PV124617
DINESH FURNISHING HOUSE	PV16545
DINESH HOLDINGS	PV00270229
DINESH PERERA JANASAHANA FOUNDATION	GA3111
DINESH TRAVELS AND TOURS	PV61652
DINESHA EMBROIDERY	PV5991
DINESHA ENTERPRISES	PV121322
DINESHA HARDWARE	PV110114
DINESHKANTHAN TENNIS ACADEMY	PV00244170
DINESHKANTHAN TENNIS SCHOOL	PV110707
DINETH HOLDINGS	
DINETHRA WELLNES FOOT AND SPA	PV00246960
DINEWARA INVESTMENT	PV119858
DINEWAY FAMILY RESTAURANT	PV121756
DINEWAY FAST FOOD	PV00254727
DINEX CEYLON	PV117318
DING GUA GUA LANKA	PV00220300
DINGDING LANKA HOLDINGS	PV00211477
DINGLI LANKA CORPORATION	PV00283069
DINI COMMUNICATIONS	PV14205
DINI'S PRODUCT	PV00254726
DINIA	PV90114
DINIDU	PV00286240
DINIJA APPAREL	PV129112
DINIK CONSULTANTS	PV00249702
DINIKA ENTERPRISES	PV60595
DINIMA HIGH PERFORMANCE MATERIALS	PV12863
DINISURU DISTRIBUTORS	PV00254747
DINITH ECOLOGY TOURS	PV00222575
DINITH SOLAR	PV114029
DINITHI DISTRIBUTORS	PV65858
DINITHI HOTEL MANAGEMENT	PV67352
DINITHI INVESTMENTS	PV21368
DINITHI PROPERTY SALES & CONSTRUCTION	PV116190
DINITHI SHAKTHI CONSTRUCTION ENGINEERING COMPANY	PV00214697
DINITWAY CORPORATE SERVICES	PV128542
DINITWE ASSOCIATES	PV00217660
DINITWE ASSOCIATES HOLDINGS	PV00261524
DINKUM ENTERPRISES	PV19214
DINLAN	PV00228393
DINLANKA MOTORS	PV126975
DINLO LANKA	PV9054
DINMAY EXIM AVENUE PRIVATE	NF557
DINMEK HOLDINGS	PV109236
DINNA TRADE LINK	PV00217296
DINO HOLDINGS	PV00255727
DINOD CREDIT AND INVESTMENT	PV122470
DINOMAC LANKA	PV00212954
DINOO ENTERPRISES & TRADERS	PV80179
DINOO PLASTICS	PV17858
DINOODA LANKA	PV69123
DINORA ENTERPRISES	PV74693
DINOTA INFORMATION TECHNOLOGIES	PV12987
DINRO	PV112722
DINRO HOLDINGS	PV3844
DINS NATURAL	PV00210277
DINSARA AYURWEDA & SPA	PV00225856
DINSARA BUILDERS & ENGINEERING	PV00205586
DINSARA WOODTECH	PV00245252
DINSHA PACIFIC APPAREL	PV00207304
DINSS EXPORT	PV00270141
DINSU SOLUTIONS	PV00251258
DINU  AGRO  PRODUCTS	PV00258642
DINU CATERERS & HOTELS	PV109272
DINU EVER SMILE	PV81572
DINU FASHION GARMENTS	PV79346
DINU FOOT	PV00278594
DINU INTERNATIONAL	PV10301
DINU LANKANI	PV00253745
DINU POWER	PV110119
DINU''S FOOD PALACE	PV107239
DINU'Z ENTERPRISES	PV00282761
DINUDA CONSTRUCTION & ENGINEERING	PV00220177
DINUDA SPA	PV00270870
DINUDI WELLNESS FOOT AND SPA	PV00278898
DINUGA HOLDINGS	PV00238928
DINUGA SAHAL	PV00279111
DINUGAYA TRAVELS	PV00211499
DINUGI HOLDINGS	PV00271034
DINUJA INDUSTRIES	PV00204524
DINUJAYA CONSTRUCTION	PV00203350
DINUJAYA ECO POWER	PV130985
DINUJAYA LANKA	PV00251896
DINUJAYA MARKETING SOLUTIONS	PV00203870
DINUJAYA TRADE CENTER	
DINUK MOTORS	PV82220
DINUKA DISTRIBUTORS	PV00215274
DINUKA GRAPHIC NETWORK	PV71756
DINUKA HARDWARE	PV106751
DINUKA INDUSTRIES	PV88732
DINUKA TILE CUTTING AND ENTERPRISES	PV00268141
DINUKARA  SPA	PV00204262
DINUL BUILDERS AND HARDWARE	PV128955
DINULA FASHION	PV82940
DINUMIN HOLDINGS	PV95870
DINUMIN HOME CARE	PV68237
DINUMIN PLANTATIONS	PV18607
DINUPA INTERNATIONAL	PV92749
DINURA HOLDINGS	PV00201606
DINUROZ	PV00247098
DINUSANDA CONSTRUCTION & R K	PV00201650
DINUSHA PLASTIC	PV00211405
DINUSHI FASHION AND DESIGNING	PV00276468
DINUSHI HOLDINGS	PV00270176
DINUSHI MOTORS	PV00285516
DINUSITH CONSTRUCTION AND TRADING	PV61879
DINUSRI NAGOYA INTERNATIONAL	PV72771
DINUSURU MICRO CREDIT	PV108622
DINUTH AQUARIUM CEYLON	PV00240910
DINUTH CEY FOODS	PV77643
DINUTH IMPO FOODS	PV00201804
DINUTH INTERNATIONAL	PV107051
DINUTH LANKA EXPORTS	PV00274986
DINUWAN ENTERPRISES	PV114494
DINUWAN HOLDINGS	PV00246861
