name	registration_no
DIGAMADULLA AGRI PRODUCTS	PV00238390
DIGAMADULLA DEVELOPMENT FOUNDATION	GA266
DIGAMADULLA FASHIONS	PB3258
DIGAMADULLA TRUST	PB3366
DIGAMADULLA TRUST CREDIT	PV00286173
DIGAMADULU AGRI BUSINESS	PB00273299
DIGAMADULU SPICE FARMER PRODUCER GROUP	PV00207877
DIGANA ENTERPRISES	PV00274823
DIGANA INTERNATIONAL	PV88384
DIGANA SAKURA ENTERPRISES	PV7940
DIGANA VILLA	PV119878
DIGANDALA HYDRO POWER	PV86913
DIGANTHA	PV123570
DIGASEE EAST	PV100001
DIGASIRI AYURVEDIC DOCTORS ASSOCIATION	GA3156
DIGASIRI AYURVEDIC MEDICARE	PV127221
DIGASIRI LAB & HEALTH CARE	PV00251632
DIGASIRI MEDICAL CARE	PV76099
DIGASIRI NURSING HOME	PV81984
DIGATHA COCO	PV00240260
DIGATHA INTERGRATED	PV00234584
DIGATHA PACKAGING	PV103279
DIGGALA STEELS	PV00226408
DIGI - TEL SYSTEMS & TECHNOLOGIES	PV109244
DIGI ADVERTISING	PV00325618
DIGI ASSETS	PV00305275
DIGI BOX	PV91541
DIGI CEYLON	PV00287624
DIGI CODE	PV00275675
DIGI COLOURS HOLDINGS	PV126010
DIGI CONSULT	PV00261267
DIGI CORP	PV00216295
DIGI DENT	PV00313928
DIGI DOME	PV00227058
DIGI EXPERTS	PV00335934
DIGI FACT MEDIA	PV88406
DIGI INFORMATION TECHNOLOGIES	PV00242664
DIGI INTERNATIONAL TRADING	PV93918
DIGI MARKETING NUTZ	
DIGI MARTECH GLOBAL	PV00326758
DIGI MEDIA PRODUCTION	PV122693
DIGI MONDE	PV00232788
DIGI MONEY HOLDINGS	PV00274476
DIGI PRO SOLUTIONS	PV00240960
DIGI QUARTERS	PV00320487
DIGI SOLUTIONS	PV00278402
DIGI TECH COMPUTER	PV93659
DIGI TREKS	PV00303015
DIGI VENTURES	PV00271843
DIGI WORLD HOLDINGS	PV82172
DIGI X MEDIA	
DIGI ZEAL	
DIGI ZONE	PV00277368
DIGI-WEIGH SYSTEM	PV12061
DIGIASPIRE MARKETING	PV00282546
DIGIBIZ HOLDINGS	PV00246537
DIGIBIZZNESS	PV00236118
DIGIBLAST DIGITAL	PV00334498
DIGIBRUSH PRODUCTIONS	PV74847
DIGIBUZZ	PV00267721
DIGICANDY PRODUCTIONS	PV00332002
DIGICAT	PV00208605
DIGICEL TECHNOLOGIES	PV00254802
DIGICEY	PV00317055
DIGICHERRY INTERNATIONAL	PV120374
DIGICO LABS	PV130554
DIGICOM COMPUTER SOLUTIONS	PV80272
DIGICOM SECURITY SERVICES	PV17106
DIGICOPYMARKERTING	PV00305221
DIGIDAZE GLOBAL	PV00315700
DIGIDLEY	PV108082
DIGIDS TECHNOLOGY	PV106096
DIGIEDGE SOLUTIONS	PV00200798
DIGIEQ FOUNDATION	GA00322808
DIGIERAS	PV89168
DIGIEX	
DIGIFINDR	PV00258673
DIGIFINE PRINT	PV00210872
DIGIFLIX	PV00247423
DIGIFOX	PV00318065
DIGIFY CEYLON	PV00228989
DIGIGATE	PV00219912
DIGIKATTADI	PV00258403
DIGIKEY OUTSOURCING	PV00240185
DIGILABS	PV00269622
DIGILANKAY	PV00316995
DIGILER SOLUTIONS	PV116780
DIGILINE CLOUD	PV00310692
DIGILINK	PV76678
DIGIMANTRA	PV00202929
DIGIMARKET SOLUTIONS	PV81750
DIGIMART SOLUTIONS	PV00336398
DIGIMATE LANKA	PV00253224
DIGIMAX	PV00210803
DIGIMAX ADSOLUTIONS	PV00321688
DIGIMAX GLOBAL	PV00321687
DIGIME ADS	PV00222698
DIGIMEET EDUCATION	PV00246061
DIGIMF LANKA	PV00326815
DIGIMIND.LK	PV00285346
DIGIMOB MEDICAL SOLUTIONS	PV00214507
DIGIMONEY FINTECH SOLUTIONS	
DIGIMOTION	PV87435
DIGINETH  LANKA	PV00248866
DIGINEX	PV00330317
DIGINOVERA	PV00218586
DIGINS MARKETING	PV00323572
DIGIONE AVF	PV00249229
DIGIORA MEDIA SOLUTIONS	
DIGIPAL	
DIGIPEAK	PV00234778
DIGIPEN	PV00312373
DIGIPERFECT	PV00300429
DIGIPIX INTERNATIONAL	PV100503
DIGIPLUS	PV00330638
DIGIPOL INTERNATIONAL	PV00333885
DIGIPROMO	PV00230718
DIGIQAL TECH SOLUTIONS	PV00225049
DIGIRATINA TECHNOLOGY SOLUTIONS	PV130520
DIGIROOTS	PV00273375
DIGISA	PV00274144
DIGISCAN COMFORM	PV21328
DIGISCAN PACKAGING	PV75555
DIGISCAN PRINTING	PV75557
DIGISCAN SECURE PRINT SOLUTIONS	PV15690
DIGISCAN SECURITY PRINTING	PV75556
DIGISERVER SOLUTIONS	PV00330306
DIGISOFT TECHNOLOGY	PV00244647
DIGISPACE AGENCY	PV00269261
DIGISPAN	PV00209030
DIGISTRIPES	PV00241361
DIGISTROBE	PV00325763
DIGISYNC	PV00330190
DIGIT INTERNATIONAL	PV00261868
DIGIT WEB LANKA	PV00247592
DIGIT9X	PV00264944
DIGITABLE	PV00232397
DIGITAL  WONDERS  ADVERTISING	PV00214405
DIGITAL 101	PV00232547
DIGITAL 365 HOLDINGS	PV00277837
DIGITAL ACCOUNTING	PV00231094
DIGITAL AD PLUS	PV00311203
DIGITAL ADZ SOLUTIONS	PV00313851
DIGITAL AGRIO GLOBAL	PV00242694
DIGITAL ALCHEMY	PV92108
DIGITAL ALTERNATIVE LENDING ASSOCIATION	GA00244823
DIGITAL ARCADE	PV86898
DIGITAL ARENA	
DIGITAL ART SOLUTIONS	PV00200159
DIGITAL ASSETS CAPITAL	PV00313368
DIGITAL ASSETS MANAGEMENT	PV00234282
DIGITAL BASE HOLDINGS	PV6348
DIGITAL BASE INTERACTIVE TECHNOLOGIES	PV6412
DIGITAL BASE TECHNOLOGIES	PV00318996
DIGITAL BEE	PV00276276
DIGITAL BEE LANKA	PV00202550
DIGITAL BELL	PV00226921
DIGITAL BLACKSHEEP VENTURES	PV00287555
DIGITAL BOOK STORE	PV00265050
DIGITAL BOOSTERS	PV00318673
DIGITAL BREAKERS	PV00204043
DIGITAL BRIDGE COMPANY	PV00296776
DIGITAL BRIDGE LANKA	PV00301556
DIGITAL BROADCASTING CORPORATION	PV00212933
DIGITAL BUSINESS ACCELERATORS	PV114901
DIGITAL BUSINESS ASSISTANT	PV00238360
DIGITAL CAMPUS	PV00237054
DIGITAL CANVAS	PV00306987
DIGITAL CART	PV00267316
DIGITAL CELLS	PV17378
DIGITAL CELLULAR & ELECTRONICS	PV00285467
DIGITAL CINEMA CONCEPT	PV84958
DIGITAL CITIZEN ACADEMY	PV00275334
DIGITAL CITY CENTRAL	PV89930
DIGITAL CLOTHING LANKA	PV103592
DIGITAL COMMERCE LANKA	PV89581
DIGITAL COMPACT SOLUTIONS SINGAPORE	PB00226476
DIGITAL CONCEPT GROUP	PV115149
DIGITAL CONNECT LANKA	PV00259764
DIGITAL CONTINUM	PV110598
DIGITAL CONTROL SYSTEMS	PV9266
DIGITAL CORPORATE SOLUTIONS	PV7872
DIGITAL CREATION  HOLDINGS	PV00201778
DIGITAL CREDENTIALS	PV00241214
DIGITAL CREW	PV99466
DIGITAL CULTURE	PV80131
DIGITAL CYBER SYSTEMS ENGINEERING	PV00243915
DIGITAL DELIGHTS	PV00313969
DIGITAL DEPOT	PV00306157
DIGITAL DESIGN SOLUTIONS	PV111670
DIGITAL DEVELOPMENT COOPERATION	PV00254918
DIGITAL DINE	PV00320535
DIGITAL DO	PV00227184
DIGITAL DREAMS	PV75658
DIGITAL DYNAMICS	PV8151
DIGITAL DYNAMO	PV00327061
DIGITAL EAR	PV94515
DIGITAL EAR PROJECTS	PV00301317
DIGITAL EDGE CONSULTATION	PV00221530
DIGITAL EDGE INNOVATION	PV00326755
DIGITAL EDGE SOLUTIONS	PV00281765
DIGITAL EDUCATION SOLUTIONS	PV00264862
DIGITAL EFFISCIENCE	PV113281
DIGITAL ELECTRONICS	PV00212602
DIGITAL ENGINEERING LANKA	PV17447
DIGITAL ENGINEERING SERVICES	PV84808
DIGITAL ENGINEERING SOLUTIONS	PV96268
DIGITAL EQUITY SOLUTIONS LANKA	PV00252594
DIGITAL ESCAPES	PV00315725
DIGITAL EVOLUTION	PV127846
DIGITAL EXPOSURE STUDIO & COLOUR LAB	PV14381
DIGITAL EYE SOLUTIONS	PV00222506
DIGITAL FACE	PV00245496
DIGITAL FUSIONS	PV125794
DIGITAL GARA	PV00223595
DIGITAL GARDEN	PV00206500
DIGITAL GENICS	PV00226566
DIGITAL GLARE LANKA	PV69293
DIGITAL GROUP INFOTECH LANKA	PV83557
DIGITAL GROWTH	PV00303452
DIGITAL HASHTAG	PV00310059
DIGITAL HEALTH	PV107776
DIGITAL HEALTH SERVICES	PV00222420
DIGITAL HEALTH SYNC	PV00312680
DIGITAL HEALTHCARE SOLUTIONS	PV106807
DIGITAL HEALTHCARE SOLUTIONS LANKA	PV00206791
DIGITAL HOLDINGS LANKA	PV102356
DIGITAL HORIZON SOLUTIONS	
DIGITAL HOUSE	PV7908
DIGITAL HOUSE HOLDINGS	PV83313
DIGITAL HOUSE TECHNOLOGY	PV00325671
DIGITAL HUB	PV00217012
DIGITAL HUSTLE	PV00264387
DIGITAL HUT   	PV114885
DIGITAL I INTERNATIONAL	PV00231157
DIGITAL I T SERVICES	PV00222253
DIGITAL IDEA SOLUTIONS	PV00230266
DIGITAL IMAGING & PRINTERS	PV65049
DIGITAL IMAGING SERVICES	PV102694
DIGITAL INFORMATION TECHNOLOGIES	PB392
