name	registration_no
NIS - RIN STAR	
NIS LANKA	PV20731
NISA ARTS	PV00295023
NISA BOOKLAND	PV00293460
NISA CONSTRUCTION ENGINEERING WORK	PV00223352
NISA NORTHERN LANKA	PV111683
NISAAN PRINTERS	PV9713
NISADI LANDS SALE	PV00214526
NISAL ELHASAM INVESTMENTS	PV130081
NISAL GARMENT	PV00282529
NISALA ARANA RETIREMENT VILLA	PV95389
NISALA ARANA SIRI SARA	PV00235251
NISALA BIMSARA VAVILI SAMAGAMA	PV73048
NISALA JANITORIAL AND MAINTENANCE SERVICES	PV00256847
NISALA MEDIA	PV00251916
NISALA SEVA	PV93679
NISALA VILA PADANAMA	GA3442
NISAM & NELUM	PV00281340
NISAM NAGOOR AND GROUP	PV00279745
NISANDA AGRICULTURAL DEVELOPMENT COMPANY	PV64003
NISANDI HOLDINGS	PV85678
NISANKA CONSTRUCTION	PV00219887
NISANSALA ENERGY SOLUTIONS	PV116402
NISANSALA GREEN ENERGY	PV116455
NISANSALA RENEWABLE ENERGY	PV116411
NISASALA ENTERPRISES	PV15483
NISEL QUARRY  [N(PVS) 49205]	PV9703
NISETHMA VOCATIONAL NURSING ACADAMY & SERVICES	PV86886
NISH COLLECTION	PV68716
NISH IMPORT AND EXPORT	PV00259190
NISH PRODUCTS	PV00242650
NISHA CRYSTAL PALACE	PV121919
NISHA FASHION	PV00263688
NISHA INTERNATIONAL	PV4411
NISHA JEWELLERY	PV00209999
NISHA LANKA HOLDINGS	PV104719
NISHA PRODUCTIONS	PV15750
NISHA'S GLOW	PV00284852
NISHAD TRADE INTERNATIONAL	PV00201148
NISHADHANI BREEDER FARMS	PV15372
NISHADHI BOOK INDUSTRY	PV00294067
NISHADHI MICRO CREDIT	PV102087
NISHAGUMI RESORT & TOURS	PV111127
NISHAN AUTO HYBRID	PV00228889
NISHAN AUTOMOBILES	PV66123
NISHAN CATERERS	PV70777
NISHAN DE SILVA	PV00262295
NISHAN ENTERPRISES	PV1427
NISHAN ENTERPRISES LANKA	PV64563
NISHAN GLOBAL HOLDINGS	PV00289335
NISHAN GLOBLE	PV00219130
NISHAN INDUSTRIES	PV00278900
NISHAN METAL CRUSHERS	PV1580
NISHAN PLUS HOLDINGS	PV113783
NISHAN TRADING	PV125476
NISHANI CANLANKA HOLDINGS	PV00226205
NISHANI MOTORS HOLDING	PV00269821
NISHANI OFFICE AUTOMATION	PV13717
NISHANI TRADERS	PV00261479
NISHANS	PV12152
NISHANTHA AUTO ELECTRICALS	PV105461
NISHANTHA BUILDING CONSTRUCTIONS	PV00254261
NISHANTHA CONSTRUCTION CONSORTIUM	PV00204749
NISHANTHA CONSULTANTS AND INVESTMENTS	PV12907
NISHANTHA ENGINEERING AND CONSTRUCTION	
NISHANTHA LEISURE MANAGEMENT	PV125630
NISHANTHA MOTORS	PV00239434
NISHANTHA RESTAURANTS	PV109153
NISHANTHA SILK	PV130620
NISHANTHA TAILORS	PV00225210
NISHANTHA TOYS	PV00256848
NISHANTHA WOOD CARVINGS	PV74371
NISHANTHI GUPTA JEWELLERY COMPANY	PV125192
NISHARA EXPORT & IMPORT	PV65553
NISHARA HOMES	PV00282985
NISHASHI MARKETING	PV82287
NISHEN THARUSHA ENTERPRISE	PV117397
NISHGEMS	PV112122
NISHI HOLDINGS	PV79792
NISHICO INTERNATIONAL	PV5252
NISHIRU	PV75383
NISHIYA HOLDLINGS	PV85505
NISHO FOOD PRODUCT	
NISHO HOLDINGS	PV80402
NISHO IWAI CORPORATION	NF177
NISHOMASS	PV115164
NISHU APPARELS	PV00220257
NISI HOLDINGS	PV127769
NISIK HOAN SAFETY SERVICE	PV00258245
NISILTA TEA INTERNATIONAL	PV95132
NISINI SOLUTIONS	PV00222265
NISITHA CONSTRUCTION	PV88352
NISITHA ENGINEERING	PV00205236
NISK MANPOWER CONSULTANTS	PV00272737
NISMO ENTERPRISES	PV00287521
NISMO LANKA TRADING	PV00282634
NISOL CORRUGATED CARTONS	PB602
NISSANKA  ENGINEERING CONSTRUCTION	PV00239521
NISSANKA & SONS	PV00239684
NISSANKA JAYATHILAKA SUPER HOLDINGS	PV108391
NISSANKA RICE PRODUCT	PV00276171
NISSANKA SACHIKO	PV105698
NISSANSALA INTERNATIONAL	PV85048
NISSARANA TV	PV00293105
NISSI CEYLON GROUPS	PV00252972
NISSI GARMENT	PV00255548
NISSI IMPORT AND EXPORT	PV99403
NISSI INTERNATIONAL	PV97951
NISSICO	PV10729
NISSRAIN IMPORT EXPORT	PV7416
NISUDHA FOOD PRODUCTS	PV00219482
NISUKI TRADING	PV18095
NISURA CAR SALE	PV00223827
NISURA ENTERPRISE	PV00281211
NISURI INTERNATIONAL	PV104309
NISUS COACHING INTERNATIONAL	PV00203579
NISUS SOLUTIONS	PV62892
NISU`S ADVERTISING	PV62252
