name	registration_no
COFEEZO	PV00295684
COFFEE & WAVES INVESTMENTS	PV00205408
COFFEE AND CAKE	PV00210433
COFFEE AND KITCHEN	PV00217388
COFFEE BARISTA UDAWALAWE	PV00329827
COFFEE BOSS	PV00259783
COFFEE BRO'S	PV00318036
COFFEE BRUNCH	PV00319147
COFFEE COLLECTIVE CEYLON	PV00315549
COFFEE EQUIPMENT AND SOLUTIONS	PV125711
COFFEE EXPLORATION TECHNOLOGIES CORPORATION	PV00305800
COFFEE HOUSE	PV82165
COFFEE LABS	PV00279354
COFFEE LOUNGE LOTUS	PV00322573
COFFEE MOMENTS	PV00244674
COFFEE OR TEA TRAVEL	PV00249538
COFFEE SHARE	PV00224624
COFFEE SHOP	PV00279272
COFFEE STATION	PV00266682
COFFEE UP	PV00304406
COFFEY INTERNATIONAL DEVELOPMENT LANKA	PV00202782
COFFIDU	
COFY - M	PV118590
