name	registration_no
COCA-COLA BEVERAGES SRI LANKA	PB16
COCA-COLA FAR EAST	NF362
COCANTA LANKA	PV00214821
COCHLEAR	PV92633
COCKATOO TRAVEL	PV00256974
COCO - MAZE EXPORTERS	PV125456
COCO - RIGO	PV00244440
COCO AGRICULTURE LANKA	PV00237389
COCO AGRO	PV10843
COCO AGRO HOTELS	PV90932
COCO AGRO INVESTMENTS	PV120683
COCO BA OIL	PV00276004
COCO BAY MIRISSA	PV00272151
COCO BIO ORGANIC	PV105323
COCO BREEZE	PV00291360
COCO CAFE	PV00282503
COCO CEYLON	PB1305PV
COCO CEYLON PRODUCTS	PV00256767
COCO CEYLON RESORT WEAR	PV00279926
COCO CULTURE	PV00207528
COCO DECOR FURNITURE	PV88943
COCO DREAMS LANKA	PV00280263
COCO FASHIONS	PV62962
COCO FIX	PV00288802
COCO GREEN INNOVATIONS	PV122797
COCO GREEN INTERNAITONAL	PV60480
COCO GREEN MASTERS	PV00221988
COCO GREEN SOUTH LANKA	PV00264729
COCO HOUSE	PV102273
COCO INVESTMENTS	PV114103
COCO ISLAND HOLDINGS	PV00267428
COCO LAND PRODUCTS	PV00213123
COCO LANKA	PV18392
COCO LANKA AGRO EXPORTS	PV00240152
COCO LANKA HOLDINGS	PV00221793
COCO LANKA TOURS	PV86361
COCO LEAF	PV00257868
COCO LIME INVESTMENTS	PV00236507
COCO LINK EXPORT	PV00268524
COCO LODGE	PV103819
COCO LOVERS	PV00263840
COCO MAN INTERNATIONAL	PV00224582
COCO MILLS LANKA	PV73217
COCO MIRACLE ORGANIC	
COCO MONTE	PV00234135
COCO NUTRI LIFE	PV112249
COCO NYLI	PV00285421
COCO ORGANIC	PV00255327
COCO PACIFIC S L	PV00287256
COCO PALM BAY	PV114750
COCO PALM BEACH	PV85993
COCO PARADISE FACTORY	PV00220657
COCO PARTS LANKA	PV00246564
COCO PLANET	PV00229271
COCO PREMIUM	PV00203940
COCO PRIME PRODUCTS	PV104727
COCO RICH BIO	PV00246495
COCO RICH INTERNATIONAL	PV00243325
COCO ROYAL BEACH	PV83618
COCO SERENDIB	PV9410
COCO SHELLA	PV00228428
COCO SHELLY CRAFTS	PV00287094
COCO SPA MANAGEMENT	PV106555
COCO SPEZZA	PV00225358
COCO STAR EXPORTS	PV00217189
COCO STAR HERBAL PRODUCTS	PV00224157
COCO SUBSTRATES LANKA	PV62998
COCO TAPROBANE	PV00264385
COCO TEX LANKA	PV00235773
COCO TRAVEL	PV88234
COCO VERANDA	PV69888
COCO VILLA LIFE STYLES	PV18149
COCO VILLAGE HOTEL	PV00213331
COCO VON MOLL	PV00203661
COCO WAYS	PV116764
COCO WINDS	PV00226090
COCO WONDER HERBALS	PV00243437
COCO WORLD INTERNATIONAL	PV99893
COCO'S COVE	PV00279565
COCOA FARMERS ASSOCIATION	GA2332
COCOBA RESTAURANTS	PV00246498
COCOBOX	PV00262563
COCOBROS	PV00270210
COCOCHOICE	PV00246535
COCODANCE HOTEL AND RESORT	PV102856
COCODEC	PV00204049
COCOFRESH	PV102213
COCOFRIENDS	PV104583
COCOGIANT	PV00227202
COCOGREEN U K LANKA	PV75980
COCOHUT TOURS	PV97806
COCOINBA	PV00285351
COCOKOREA	PV00279539
COCOLAND 4EVER	PV00268455
COCOLANKA MARKETING	PV114204
COCOLIFE	PV00257629
COCOLINE	PV00227118
COCOMAZE EXPORTERS ASIA	PV00240943
COCOMO WEAR	
COCON PARADISE	PV00268976
COCON SWIRL	PV00205587
COCONCEPTS	PV00215643
COCONEX EDIBLE OIL COMPANY	PV105725
COCONIL INTERNATIONAL	PV70432
COCONUT AGRICULTURE CONSULTANT SERVICES	
COCONUT BEACH CABANAS	PV66815
COCONUT BEACH ESTATES	PV957
COCONUT BEACH VENTURES	
COCONUT CAFE	PV109833
COCONUT CEYLON	PV00252232
COCONUT COAST COLLECTIVE	PV00287224
COCONUT ECAPES	PV00250999
COCONUT GROWERS ASSOCIATION OF SRI LANKA	GA542
COCONUT ISLAND BY R & R	PV00252683
COCONUT LIFE INTERNATIONAL	PV00229545
COCONUT MIRACLE	PV81807
COCONUT MOON	PV60034
COCONUT ORCHARD	PV90983
COCONUT PALM BELL	PV00247447
COCONUT RETREATS	PV00265123
COCONUT SPA LANKA	PV60346
COCONUT SURF INN	PV00219578
COCONUT TAPROBANE	PV00282892
COCONUT TOURS	PV00265049
COCONUT TRAVELS	PV13088
COCONUT TRIBE	PB5318
COCONUT WAVE ESTATES	PV956
COCONUTSPACE ASIA PACIFIC	PV129848
COCOON	PV60062
COCOON B & B	PV118700
COCOON COLIVING	PV121382
COCOON FOUNDATION	GA00276774
COCOON FURNISHING FABRICS	PV79145
COCOON HOLDINGS	PV00234444
COCOPEAT ECO  CEYLON	PV00201450
COCOPEL LANKA	PV60887
COCOPOLES.LK	PV00249252
COCOPRIME  HOLDINGS	PV00291647
COCOPRO INTERNATIONAL	PV80516
COCOREAL LANKA	PV94501
COCORICH HOLDINGS	PV00277452
COCORITZ LANKA	
COCOS BOUTIQUE HOTEL & RESTAURANT	PV00283190
COCOS LANKA EXPORTS  [N(PVS) 16322]	PV4900
COCOS TREEHOUSE	PV00214884
COCOSOIL LANKA	PV00241387
COCOSPA	PV70775
COCOTECH	PV1722
COCOTECH EXPORTS LANKA	PV10747
COCOTECHNIK	PV88329
COCOWAY  GREENERS	PV00262595
COCOWIDE LANKA	PV76358
COCOWIN LANKA	PV00273418
COCOXN CEYLON	PV00266839
COCROCO RESTAURANTS	PV00226413
