name	registration_no
PRA CEYLON HOLDINGS	PV00279088
PRA CREATIONS INTERIORS	PV119606
PRA SU KING	PV103309
PRA TECHNOLOGIES	PV00207850
PRAAG INTERNATIONAL	PV00231000
PRAANA AYURVEDIC BOUTIQUE HOTEL	PV00275002
PRAANA CEYLON HERBS	PV00243576
PRAB MARKETING	PV00238677
PRABA & BUDDHI CONSTRUCTION	PV00211196
PRABA TEX	PV00261002
PRABALI EXPORTERS	PV00220506
PRABASH IMPORTS & EXPORTS	PV81138
PRABASH INTERNATIONAL	PV86212
PRABASH NEW PRODUCTS	PV00277933
PRABASH PROPERTIES	PV110631
PRABASHA ENTERPRISES	PV00284509
PRABASHWARA 884	PV103351
PRABASHWARA DEPALA WELADAM	
PRABASHWARA INTERNATIONAL	PV00272490
PRABATH HUME PIPES INDUSTRIES COMPANY	PV66636
PRABATH MOTOR HOUSE	PV76870
PRABATH STICKER	PV00280032
PRABATH STORES	PV19055
PRABATH SWIFTLOGICS INTERNATIONAL	PV74040
PRABATH TRADING	PV00252195
PRABAURA	
PRABA`S VCARE HEALTH CLINIC	PV16151
PRABHA HERBALS	PV00210939
PRABHA PLANTERS	PV00245963
PRABHA SUPER MARKET	PV00241292
PRABHASH CEYLON PRODUCT	PV00282538
PRABHASH CONSTRUCTIONS	PV00245265
PRABHATH MOTOR TRADES	PV17493
PRABHATHA AUTO HOLDINGS	PV124912
PRABHAWI TRADING	PV88253
PRABHODHA AGRI BUSINESS	PV108788
PRABHODHA HOSPITAL	PV4423
PRABISH CONSTRUCTION & FOOD SUPPLIER	PV00269919
PRABODHA AND SAKURA INDUSTRIES	PV00250733
PRABODHA APPARELS	PV22258
PRABODHA AYURVEDA GARDEN	PV85902
PRABODHA AYURVEDA SPA	PV00269854
PRABODHA CENTRAL HOSPITALS	PV00278319
PRABODHA CHANEL CENTRE	PV79272
PRABODHA ENTERPRISES HOLDINGS LANKA	PV00200963
PRABODHA PARA MEDICAL CAMPUS	PV00292563
PRABODYA ENTERPRISES	
PRABUDDHA INTERNATIONAL TECHNICAL INSTITUTE	PV00216093
PRACTICAL ACCOUNTANTS AUSTRALIA	PV111627
PRACTICAL ACTION	NF597
PRACTICAL CAMPUS	PV98474
PRACTICAL INTERNATIONAL	PV00274527
PRACTICAL MARKETING SOLUTION	PV00254870
PRACTICLAL INSTITUTE OF MARKETING AND ADVERTISING	PV85843
PRAD AND VIN	PV87110
PRADANA DEVELOPMENT	PV68713
PRADEEP AGRO MART RICE MILLS HOLDINGS	PV93610
PRADEEP COIR LANKA	PV00251124
PRADEEP DHARSHANA BRIDAL GALLERY	PV77548
PRADEEP ELECTRICAL & ENGINEERING SERVICES	PV72179
PRADEEP ENGINEERING WORKS COMPANY	PV21840
PRADEEP FURNISHING KOKO KIDDIES LAND AND DAUGHTERS	PV00215455
PRADEEP HOLDINGS	PV100015
PRADEEP INTERNATIONAL	PV00257010
PRADEEP MILLENNIUM HOLDINGS	PV00239173
PRADEEP MODERN HOMES	PV92394
PRADEEP MOTORS & INVESTMENT	PV00255538
