name	registration_no
SPA  GLOBAL I P SOLUTIONS	PV2368
SPA BUSINESS SYNERGIES	PV95
SPA CORPORATE SERVICES	PV92
SPA HOLDINGS ONE	PV104070
SPA LANKA & HEALTHCARE	PV00221159
SPA LANKA & WELLNESS CENTER	PV00208724
SPA NATURALS CEYLON	PV00241578
SPA OZONE	PV00211994
SPA QUEEN AYURVEDIC MEDICAL & TREATMENT	PV00249278
SPA SOLAR	PV100796
SPA TAX CONSULTANCY SERVICES	PV94
SPA YUMANSA	PV00213315
SPAC POWER ENGINEERING LANKA	PV127294
SPACE  CODE	PV00264331
SPACE COMMS AND CIVIL	PV00218288
SPACE CRAFT	PV4281
SPACE CRAFT DECORATORS	PV6704
SPACE CRAFT LIFESTYLES	PV1192
SPACE CRAFT STUDIO	PV00216393
SPACE GARDEN CAFE MIRISSA	PV00201091
SPACE GARDEN HOSTEL MIRISSA	PV00201092
SPACE GLOBAL L K	PV89056
SPACE HOLDINGS	PV00255592
SPACE MARKETING	PV00255483
SPACE MEDIA IMAGING SYSTEMS	PV10580
SPACE N''SPACE	PV85352
SPACE ONE HOLDINGS	PV00220036
SPACE REAL ESTATE BROKERS	PV87975
SPACE TECHNOLOGY & SOLUTIONS	PV101780
SPACE TRUST HOLDINGS	PV00229645
SPACE WARDROBE	
SPACEARCH - DESIGN AND BUILD	PV127666
SPACEBAR NETWORKS	PV00242136
SPACEDGE	PV00204807
SPACES AND PLACES	PV125371
SPACES LIVING	PV00249226
SPACES REDEFINED	PV00240904
SPACESCAPES DESIGN CONSORTIUM	PV00235420
SPACETIMER GROUP	PV00201614
SPACEWAY CONSTRUCTION	PV60215
SPADE SERVICES	PV00264540
SPADES	PV00254526
SPADES DESIGN CONCEPTS	PV00242567
SPAGLOBAL SALOON & BOUTIQUE	PV00200958
SPAGNE SERENDIB	PV72121
SPAIZE TRANS	PV00289479
SPAMED	PV2362
SPAMED MANUFACTURING	PV123351
SPAN & PIER	PV130415
SPAN AGRO	PV117891
SPAN CONSTRUCTION	PV78664
SPAN CONSULTANTS	PV9446
SPAN EXPERTS RECRUITMENT	PV00237005
SPAN GRAND HOLIDAYS	PV111880
SPAN IT SOLUTIONS	PV119796
SPANCKAA GLOBAL SHIPPING	PV110358
SPANCRO HOLDINGS	PV60478
SPANTECH ENGINEERING SERVICES	PV120965
SPANTECH LOGISTICS	PV00234743
SPAPLAN	PV00286190
SPAR S L	PV116851
SPARC HOLDINGS	PV85437
SPARC.LK	PV00233603
SPARE MERCHANTS	PV105447
SPARE PARTS HUB	PV118606
SPARELINK	PV00285471
SPARESHUB INTERNATIONAL	PV00208482
SPARETIME GLOBAL SOLUTIONS	PV00236130
SPARK  & STAR	PV00280732
SPARK ACTUARIAL	PV110824
SPARK AIR ENGINEERING	PV00229246
SPARK AND PLUG	PV00226231
SPARK AT PARK CAFE & SHISHA LOUNGE	PV00226621
SPARK COLLEGE OF SKILL DEVELOPMENT	PV00277141
SPARK CONSULTANCY SERVICES	PV00222764
SPARK CONSULTANT LANKA	PV00241263
SPARK ELECTRICAL SERVICES	PV00201715
SPARK ENERGY DEVELOPERS	PV117427
SPARK EVENT	PV130476
SPARK FRONT	PV114997
SPARK INTERNATIONAL	PV73553
SPARK LABS	PV00228155
SPARK LEAD SOLAR ENERGY	PV00206444
SPARK MEDIA	PV101216
SPARK PRODUCTION	
SPARK RENEWABLE ENERGY	PV90221
SPARK SECURITIES	PV19274
SPARK SPACE	PV00289093
SPARK TECH TEAMS	PV00240973
SPARK TO EMBARK	PV00287254
SPARKCEY	PV00277049
SPARKGRID	PV113998
SPARKLE AUTO CENTER	PV00208633
SPARKLE BEACH	PV83390
SPARKLE CAR DETAINLING AND SERVICING	PV64532
SPARKLE DESIGN CENTER	PV00238365
SPARKLE MEDIA	PV00268784
SPARKLE SANDS	PV76407
SPARKLE TOTS INTERNATIONAL PRESCHOOL	PV00249745
SPARKLERS	PV73968
SPARKLES ACADEMY & ACTIVITY CENTER	PV00251003
SPARKLES LIFESTYLE	PV00248806
SPARKLINE	PV62912
SPARKLING AUTO CARE	PV101776
SPARKLING CIRCUIT	PV00247335
SPARKLING CLAY	PV129660
SPARKLING GEMS AND JEWELS	PV74521
SPARKLING INTERNATIONAL	PV8454
SPARKLING JEWELS	PV00277784
SPARKLING SPENCER APPAREL	PV00250371
SPARKLING STARWOOD LANKA	PV111489
SPARKLINK AIR SERVICES	PV17170
SPARKLINK TRAVELS	PV5940
SPARKLINKS LEISURE	PV89095
SPARKS INNOVATIONS 	PV13614
SPARKTERA	PV00240690
SPARKWINN RESEARCH	PV127586
SPARLOURS BEAUTY	PV00226081
SPARROW BEACH	PV96030
SPARROW BEAUTY CARE	PV00288326
SPARROW GARMENTS	PV19927
SPARROW SPACE	PV00224575
SPARTA	PV00252860
SPARTA FITNESS	
SPARTAN ENGINEERING	PV00239707
SPARTAN LIONS BROTHERS HOLDINGS	PV00216877
SPARTAN NUTRITION	PV00209117
SPARTANS	PV00273808
SPARTANS SECURITY SERVICES	PV00251133
SPARTON GROUP	PV00224915
SPARTON TRAVELS	PV99011
SPARTTA CARGO	PV00261416
SPARX APPAREL	PV114436
SPATHODEA CAPITAL	PV00265090
SPATHODEA INVESTMENTS	PV20616
SPATIALUTIONS	PV00236350
SPAWN LANKA	PV16737
SPAZIO INTERNATIONAL	PV105030
