name	registration_no
KOOBAA COATINGS	PV00235123
KOOBICHCHI PRODUCT	PV00241171
KOOKS & CO	
KOOKS PARADISE	PV00218515
KOOL APARTMENT & TOURS	PV00244177
KOOL MART	PV10750
KOOL PLUS	PV91939
KOOLA KOOLA HOLDINGS	PV8472
KOOLA KOOLA PROPERTIES	PV8269
KOOLAIR	PV9066
KOOLAIR ENGINEERING	PV11441
KOOLAIR MANAGMENT SERVICES	PV1373
KOOLAIR VENTURES	PV852
KOOLI EXPORT & IMPORT	PV00238560
KOOLRITE SERVICES	PV21281
KOOLTEMP REFRIGERATION	PV714
KOOMBI GALLE	PV87373
KOOMBIYO HOLDINGS	PV00233227
KOOMBIYO IT	PV00287277
KOOMBIYO SUPER	PV00239873
KOON HOLIDAYS	PV131261
KOON LABS	PV00245244
KOOTTEYAWATHTHA JEWA AYUS	PV00283552
