name	registration_no
KONAN ENTERPRISES	PV00234530
KONARA  BAKE  HOUSE	PV00204044
KONARA NATURE COCO PRODUCTS	PV00243659
KONARK	PV00291752
KONCEPTIVE DIGITAL SOLUTIONS	PV00315214
KONDACHCHI WIND POWER	PV00211350
KONDE CEYLON	PV00276215
KONECTIV  WELLNESS & RESEARCH	PV00214824
KONEK LANKA ORIGINAL BATAPOLA ANTENNA	PV114461
KONEKT HOLDINGS	PV103339
KONF GROUP	PV65034
KONGAHAWATTA	PV80031
KONGAHAWATTA HOLDINGS	PV79974
KONGBOT MINING	PV00201593
KONGCEPTS BEYOND CONCEPTS	PV00202799
KONGHEI RESTAURANT  LANKA	PV00248928
KONGSBERG GALAXY PIZZA AS	PV00313138
KONICA MINOLTA BUSINESS SOLUTIONS ASIA PTE. LTD.	FC00214134
KONNECT  B P O TECHNOLOGIES	PV00200851
KONNECTING	PV87008
KONSIM TRADING	PV00212458
KONSOLIDATED MULTY TRADING	PV4228
KONSTHUS HOUSE	PV00238752
KONYA FARMS	PV00202089
KONZEPT GALLERIA	PV00295354
